Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	131	9	145	5	57	0	0	1	38	0	0
V2	192	55	0	0	12	0	6	38	30	0	0
V3	0	7	0	109	42	0	0	6	0	0	16
V4	5	0	0	5	0	7	11	0	0	4	0
V5	254	1	18	32	0	0	0	0	0	34	1
V6	162	59	70	124	38	0	0	47	88	50	24
V7	0	0	53	0	12	28	66	0	0	109	7
V8	13	414	1	52	0	18	0	100	8	0	0
V9	87	12	13	103	0	18	0	1	41	0	0
V10	0	45	43	11	72	3	0	0	24	0	9
V11	0	1	20	16	0	0	1	0	0	0	0
V12	114	15	2	9	25	2	0	9	6	0	2
V13	0	3	50	99	0	4	4	6	0	0	3
V14	436	6	253	95	54	0	0	2	0	9	0
V15	26	71	12	0	6	46	68	9	0	11	20
V16	5	1	10	6	34	2	0	4	0	0	0
V17	52	17	0	118	0	2	22	0	113	5	0
V18	39	3	34	89	7	0	0	12	23	8	0
V19	29	58	5	4	22	70	19	1	0	0	0
V20	308	28	0	128	9	0	0	0	14	0	41
V21	180	36	12	0	11	0	0	2	0	4	0
V22	0	0	0	89	49	11	0	2	2	0	6
V23	0	58	0	0	57	5	0	7	32	0	21
V24	0	12	0	69	17	0	0	15	19	0	0
V25	394	0	5	9	33	3	0	7	91	0	0
V26	0	55	168	0	14	291	45	0	0	132	4
V27	90	6	4	29	0	43	17	8	31	0	0
V28	0	71	0	23	12	68	90	14	3	19	32
V29	124	38	33	23	0	1	0	3	1	0	18
V30	309	0	0	1	12	0	0	0	0	0	16
V31	2	85	128	14	2	45	0	11	0	0	0
V32	89	3	19	2	90	98	0	7	22	0	7
V33	60	31	19	0	18	6	28	3	0	0	0
V34	121	10	1	64	7	7	28	1	1	0	10
V35	134	43	54	139	69	2	0	18	20	0	2
V36	55	0	2	17	4	0	0	1	0	0	8
V37	20	1	30	6	10	40	7	0	0	0	0
V38	8	22	118	0	20	0	25	4	0	0	51
V39	66	26	0	23	9	21	18	0	130	30	8
V40	117	3	48	0	22	5	1	0	0	0	0
V41	0	41	0	0	98	298	60	18	52	133	13
V42	25	92	92	45	0	11	53	34	11	0	0
V43	6	86	11	26	0	0	0	13	0	12	0
V44	3	1	86	0	47	0	0	0	0	0	0
V45	30	44	138	193	46	12	23	4	12	55	39
V46	30	256	0	14	0	120	2	35	14	0	0
V47	18	3	46	60	29	0	0	6	0	11	16
V48	16	62	23	40	79	0	0	11	0	39	0
V49	0	19	0	120	21	3	0	20	5	42	15
V50	116	195	234	13	24	21	0	67	11	0	0
V51	21	74	2	3	47	0	0	8	0	0	0
V52	0	15	23	9	0	127	78	26	0	14	5
V53	0	0	0	0	299	56	51	6	32	24	0
V54	3	4	0	0	6	0	0	4	0	0	3
V55	6	10	1	18	0	10	6	17	24	0	15
V56	5	0	36	0	0	31	2	0	0	18	0
V57	2	2	275	0	58	6	74	0	55	0	13
V58	135	21	39	0	60	2	0	20	12	0	19
V59	0	73	6	84	5	27	20	28	0	47	9
V60	65	42	17	63	42	29	8	15	0	0	0
V61	23	0	0	34	12	1	4	0	18	8	0
V62	105	192	0	8	156	0	0	48	33	0	36
V63	76	29	75	0	3	75	8	18	8	1	0
V64	6	54	45	36	0	15	7	7	5	0	0
V65	11	36	8	0	3	0	25	12	3	0	2
V66	0	6	28	127	223	27	0	2	2	22	25
V67	0	28	0	0	0	20	41	0	24	4	0
V68	55	58	0	37	188	0	32	25	0	19	1
V69	190	42	124	55	147	0	0	20	0	0	0
V70	0	14	0	1	2	14	0	5	6	0	9
V71	12	1	3	27	4	2	0	0	0	39	0
V72	0	23	4	0	4	0	0	16	7	0	1
V73	8	15	104	5	0	47	38	0	8	2	0
V74	52	0	94	168	42	0	3	5	0	25	0
V75	0	0	59	0	93	294	153	0	0	0	43
V76	14	81	0	0	99	14	37	26	6	0	2
V77	16	418	8	8	0	5	0	61	1	0	0
V78	9	211	0	0	0	16	0	51	0	0	0
V79	16	231	10	214	0	16	0	60	0	0	6
V80	11	86	62	98	17	85	0	19	6	0	29
V81	0	16	0	4	4	1	0	7	0	0	1
V82	0	40	3	0	8	9	0	7	0	2	0
V83	9	71	106	26	0	0	0	3	0	0	1
V84	0	0	1	0	1	29	7	0	0	28	0
V85	49	85	33	14	0	9	0	35	0	0	0
V86	0	30	0	53	2	18	40	0	2	0	11
V87	73	36	40	0	2	1	0	0	9	0	0
V88	32	4	52	1	0	34	0	5	0	0	0
V89	148	0	178	5	0	10	0	0	0	0	6
V90	16	9	0	0	3	2	5	0	36	0	13
V91	22	0	106	10	40	52	21	0	49	0	16
V92	0	10	286	0	19	23	15	0	0	51	24
V93	24	5	5	0	31	0	5	9	0	0	0
V94	2	26	10	22	176	4	116	3	0	10	0
V95	0	1	6	0	38	0	54	8	12	16	5
V96	14	0	83	55	14	0	0	10	0	21	6
V97	60	7	415	0	0	81	160	0	0	0	0
V98	0	220	86	0	3	2	65	50	0	2	0
V99	18	71	39	39	0	0	0	32	0	0	0
V100	0	53	51	284	0	38	13	0	4	25	22
