NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	64.626	22.696	14.914	13.117	0.136	0.988	20000.0
2	65.68	23.751	15.393	13.951	0.145	0.986	20000.0
3	66.486	23.631	15.959	13.759	0.141	0.988	20000.0
4	66.041	23.748	15.225	13.758	0.141	0.987	20000.0
5	65.324	23.266	15.12	13.339	0.134	0.988	20000.0
6	65.052	23.274	15.234	13.718	0.136	0.987	20000.0
7	64.308	23.284	15.379	13.824	0.143	0.984	20000.0
8	64.41	23.195	15.105	13.636	0.138	0.985	30000.0
9	64.819	22.698	15.141	12.993	0.136	0.988	30000.0
10	66.612	23.843	15.818	13.927	0.146	0.986	50000.0
