NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	71.318	26.981	17.393	16.76	0.158	0.98	30000.0
2	75.57	29.194	19.068	18.537	0.175	0.976	40000.0
3	73.015	28.109	18.188	17.669	0.17	0.978	60000.0
4	71.259	27.009	17.536	16.656	0.16	0.981	40000.0
5	78.66	29.877	19.615	18.488	0.175	0.976	30000.0
6	73.091	27.664	18.394	17.126	0.165	0.98	20000.0
7	75.71	28.754	19.487	18.359	0.171	0.977	40000.0
8	73.989	27.819	19.009	17.598	0.16	0.979	20000.0
9	78.382	29.994	19.925	18.917	0.175	0.975	30000.0
10	76.147	28.632	19.355	18.201	0.169	0.976	50000.0
