Samples	ID83A	ID83B	ID83C
V1	107	109	45
V2	24	31	13
V3	40	11	97
V4	345	9	32
V5	189	260	23
V6	0	145	50
V7	47	79	524
V8	138	36	167
V9	125	369	63
V10	147	22	50
V11	0	82	96
V12	256	25	31
V13	172	10	25
V14	393	37	19
V15	0	137	42
V16	0	293	5
V17	0	8	150
V18	58	2	174
V19	46	18	125
V20	355	9	74
V21	311	47	8
V22	81	2	0
V23	233	213	0
V24	126	52	70
V25	0	21	117
V26	37	431	15
V27	0	30	139
V28	216	18	252
V29	18	8	2
V30	167	10	66
V31	232	47	5
V32	0	41	51
V33	137	4	20
V34	31	24	169
V35	9	16	91
V36	58	36	138
V37	178	18	35
V38	55	0	46
V39	150	28	57
V40	250	31	27
V41	147	1	35
V42	0	379	202
V43	115	24	22
V44	231	18	6
V45	28	51	28
V46	118	5	36
V47	30	9	29
V48	316	23	9
V49	18	1	184
V50	0	0	193
V51	75	3	115
V52	199	22	8
V53	0	253	21
V54	387	20	35
V55	54	24	19
V56	154	34	22
V57	234	6	8
V58	181	53	10
V59	148	10	11
V60	74	1	0
V61	119	0	317
V62	258	10	99
V63	43	229	236
V64	71	32	1
V65	63	6	163
V66	14	5	128
V67	2	9	13
V68	320	144	32
V69	85	92	29
V70	0	0	143
V71	30	4	303
V72	25	127	38
V73	74	6	75
V74	149	0	54
V75	231	65	8
V76	177	192	0
V77	0	90	12
V78	217	15	23
V79	53	16	113
V80	55	268	117
V81	310	1	0
V82	51	37	3
V83	458	1001	0
V84	9	69	11
V85	22	47	55
V86	40	50	144
V87	248	15	11
V88	192	40	216
V89	312	5	13
V90	160	397	205
V91	181	49	54
V92	23	187	50
V93	208	7	34
V94	154	115	69
V95	204	18	0
V96	0	391	27
V97	10	112	22
V98	196	100	56
V99	331	25	50
V100	39	5	23
