Samples	ID83A	ID83B	ID83C
V1	1.16E+01	1.19E+01	3.08E+00
V2	1.94E+00	2.25E+00	9.64E-01
V3	2.09E+00	6.80E-01	1.99E+00
V4	5.63E+00	1.04E+00	4.94E+00
V5	1.02E+01	1.04E+01	3.33E+00
V6	2.14E+00	2.92E+00	2.45E+00
V7	4.57E+00	3.13E+00	3.57E+00
V8	6.58E+00	5.22E+00	4.21E+00
V9	4.98E+00	6.37E+00	4.21E+00
V10	3.51E+00	2.43E+00	1.28E+00
V11	3.34E+00	3.71E+00	2.40E+00
V12	1.06E+01	1.01E+01	1.75E+00
V13	1.91E+00	1.25E+00	1.53E+00
V14	2.37E+00	1.65E+00	1.30E+00
V15	4.07E-01	2.04E+00	2.10E+00
V16	3.69E+00	3.97E+00	8.31E-01
V17	0.00E+00	3.94E-01	4.07E-01
V18	2.61E+00	0.00E+00	2.61E+00
V19	2.70E+00	2.71E+00	2.25E+00
V20	4.40E+00	1.41E+00	3.64E+00
V21	2.87E+01	2.88E+01	1.56E+00
V22	9.70E+00	9.53E+00	7.16E-01
V23	2.04E+01	2.03E+01	4.71E-01
V24	2.38E+00	3.17E+00	1.76E+00
V25	2.13E-01	2.01E+00	1.86E+00
V26	5.92E+00	5.75E+00	9.91E-01
V27	0.00E+00	1.62E+00	1.62E+00
V28	1.13E+01	7.88E+00	5.11E+00
V29	1.88E+00	2.07E+00	8.00E-01
V30	1.19E+01	6.59E+00	6.61E+00
V31	2.19E+00	1.89E+00	8.83E-01
V32	0.00E+00	1.55E+00	1.55E+00
V33	1.34E+01	1.31E+01	2.19E+00
V34	4.16E+00	4.14E+00	1.97E+00
V35	1.63E+00	2.45E+00	1.76E+00
V36	3.41E+00	1.57E+00	2.94E+00
V37	1.62E+01	1.26E+01	4.98E+00
V38	2.17E+00	2.00E-01	2.19E+00
V39	1.55E+01	1.34E+01	3.58E+00
V40	3.17E+00	3.40E+00	2.08E+00
V41	2.13E+00	1.73E+00	1.40E+00
V42	4.76E+00	4.86E+00	4.76E+00
V43	1.25E+01	9.96E+00	3.86E+00
V44	2.53E+01	2.44E+01	1.58E+00
V45	3.35E+00	3.81E+00	2.03E+00
V46	1.19E+01	9.06E+00	3.65E+00
V47	1.39E+00	1.38E+00	8.70E-01
V48	3.14E+00	3.24E+00	1.08E+00
V49	2.66E+00	6.63E-01	2.59E+00
V50	1.05E+00	3.96E-01	1.11E+00
V51	4.23E+00	1.28E+00	3.76E+00
V52	1.91E+01	1.93E+01	1.43E+00
V53	1.32E+00	2.01E+00	1.92E+00
V54	4.38E+01	4.31E+01	3.34E+00
V55	5.66E+00	4.42E+00	1.67E+00
V56	8.24E+00	7.61E+00	2.64E+00
V57	1.71E+01	1.67E+01	1.53E+00
V58	3.13E+00	3.16E+00	8.72E-01
V59	2.04E+00	1.58E+00	1.05E+00
V60	8.05E+00	7.96E+00	7.02E-01
V61	6.31E+00	4.00E-01	6.28E+00
V62	2.27E+01	2.04E+01	3.32E+00
V63	5.65E+00	5.51E+00	4.09E+00
V64	3.56E+00	3.63E+00	3.67E-01
V65	3.06E+00	1.02E+00	3.43E+00
V66	2.77E+00	9.12E-01	2.89E+00
V67	6.19E-01	6.67E-01	6.74E-01
V68	4.16E+01	4.03E+01	2.23E+00
V69	3.61E+00	3.34E+00	2.68E+00
V70	1.20E+00	0.00E+00	1.20E+00
V71	1.49E+00	5.12E-01	1.20E+00
V72	3.52E+00	3.70E+00	1.56E+00
V73	4.41E+00	3.06E-01	4.35E+00
V74	3.50E+00	3.33E-01	3.39E+00
V75	3.10E+00	2.51E+00	1.16E+00
V76	2.37E+01	2.34E+01	7.42E-01
V77	2.69E-01	9.33E-01	8.94E-01
V78	4.32E+00	1.89E+00	4.28E+00
V79	3.95E+00	1.78E+00	3.30E+00
V80	7.92E+00	9.68E+00	3.11E+00
V81	1.81E+00	1.91E+00	7.78E-01
V82	3.18E+00	3.18E+00	8.69E-01
V83	5.54E+01	5.59E+01	1.02E+00
V84	1.74E+00	1.95E+00	2.13E+00
V85	2.29E+00	2.53E+00	1.89E+00
V86	4.76E+00	5.15E+00	2.36E+00
V87	2.46E+00	2.29E+00	2.16E+00
V88	5.36E+00	2.14E+00	4.78E+00
V89	1.91E+01	1.79E+01	1.67E+00
V90	1.28E+01	1.34E+01	3.42E+00
V91	5.76E+00	4.11E+00	4.62E+00
V92	3.58E+00	4.32E+00	2.12E+00
V93	1.99E+00	1.05E+00	1.30E+00
V94	6.12E+00	5.39E+00	2.80E+00
V95	1.13E+01	1.08E+01	7.19E-01
V96	1.14E+01	1.11E+01	1.35E+00
V97	4.24E+00	4.10E+00	1.22E+00
V98	1.40E+01	1.46E+01	2.56E+00
V99	1.13E+01	1.12E+01	3.12E+00
V100	2.39E+00	1.06E+00	2.66E+00
