Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	3.10E+00	9.48E-01	1.79E+00	4.96E-01	5.67E-01	1.75E+00
V2	3.67E+00	5.58E+00	4.89E+00	2.36E+00	3.00E+00	9.20E-01
V3	1.80E+00	1.00E+00	0.00E+00	0.00E+00	1.86E+00	0.00E+00
V4	2.36E+00	1.54E+00	1.70E+00	3.07E+00	1.62E+00	1.91E+00
V5	2.59E+00	2.53E+00	1.96E+00	4.58E-01	6.29E-01	5.04E-01
V6	2.81E+00	1.31E+00	3.67E+00	1.25E+00	2.93E+00	3.18E+00
V7	5.62E-01	8.30E-01	2.70E+00	0.00E+00	0.00E+00	2.46E+00
V8	1.25E+00	2.76E+00	3.21E+00	3.55E+00	1.28E+00	1.71E+00
V9	1.25E+00	5.39E-01	0.00E+00	0.00E+00	3.59E-01	1.44E+00
V10	1.51E+00	1.36E+00	2.03E+00	3.04E+00	2.49E-01	1.51E+00
V11	2.56E+00	3.35E+00	4.27E-01	2.70E+00	9.33E-01	7.63E-01
V12	1.34E+00	4.76E-01	3.14E-01	0.00E+00	1.23E+00	0.00E+00
V13	8.84E-01	3.51E+00	1.97E+00	4.95E+00	3.24E+00	1.13E+00
V14	3.06E+00	1.70E+00	2.97E+00	1.83E+00	6.37E-01	1.53E+00
V15	2.70E+00	2.32E+00	2.45E+00	2.25E+00	2.62E+00	2.77E-01
V16	3.97E+00	2.98E+00	1.03E+00	1.28E+00	1.43E+00	1.63E+00
V17	3.67E-01	2.18E+00	1.12E+00	1.14E+00	7.48E-01	1.33E-01
V18	2.67E+00	7.95E-01	1.71E+00	4.01E+00	3.21E+00	9.75E-01
V19	3.47E+00	6.46E-01	1.65E+00	1.83E+00	4.58E-01	2.97E+00
V20	7.81E-01	2.60E-01	5.81E-01	0.00E+00	4.33E-01	5.59E-01
V21	2.94E+00	2.58E+00	2.04E+00	1.77E+00	1.65E+00	3.87E+00
V22	2.20E+00	1.70E+00	2.48E+00	1.78E+00	1.63E+00	1.07E+00
V23	3.73E+00	2.82E+00	1.89E+00	8.14E-01	2.55E+00	1.08E+00
V24	2.41E+00	3.48E+00	1.96E+00	2.27E+00	1.38E+00	5.82E-01
V25	8.95E-01	2.26E+00	1.32E+00	3.20E+00	4.47E+00	3.16E+00
V26	1.11E+00	1.73E+00	1.94E+00	2.93E+00	1.28E+00	1.58E+00
V27	2.92E+00	1.45E+00	2.79E+00	1.36E+00	2.48E+00	9.46E-01
V28	2.29E+00	1.09E+00	1.90E+00	2.85E+00	1.65E+00	1.92E+00
V29	2.64E+00	1.92E+00	4.93E+00	2.73E+00	9.67E-01	1.13E+00
V30	1.14E+00	3.35E+00	4.02E+00	2.15E+00	2.60E+00	8.14E-01
V31	2.22E+00	1.98E+00	1.10E+00	1.53E+00	8.14E-01	4.03E+00
V32	1.84E+00	1.27E+00	9.71E-01	2.41E+00	2.94E+00	0.00E+00
V33	2.29E+00	2.55E+00	1.97E+00	3.05E+00	4.31E+00	2.14E+00
V34	0.00E+00	8.72E-01	0.00E+00	0.00E+00	8.57E-01	1.44E+00
V35	1.07E+00	2.84E+00	2.52E+00	9.24E-01	2.87E+00	4.46E+00
V36	1.16E+00	3.09E+00	4.33E+00	2.13E+00	0.00E+00	2.89E+00
V37	2.36E+00	2.02E+00	1.07E+00	1.84E+00	1.40E+00	5.86E-01
V38	3.00E+00	1.06E+00	1.37E+00	2.30E+00	5.93E-01	3.07E+00
V39	3.50E+00	7.75E-01	1.22E+00	1.49E+00	3.24E+00	1.32E+00
V40	0.00E+00	0.00E+00	9.69E-01	1.02E+00	7.06E-01	5.33E-01
V41	1.81E+00	1.03E+00	2.00E+00	5.59E-01	1.37E+00	1.31E+00
V42	0.00E+00	1.72E+00	1.88E+00	3.16E+00	9.89E-01	1.08E+00
V43	1.34E+00	3.04E+00	2.20E+00	0.00E+00	1.14E+00	1.59E+00
V44	1.68E+00	1.20E+00	1.82E+00	1.67E+00	9.78E-01	1.65E+00
V45	1.02E+00	3.40E-01	2.00E-01	9.87E-01	8.03E-01	6.23E-01
V46	2.31E+00	1.50E+00	1.44E+00	5.78E-01	1.88E+00	1.13E+00
V47	3.68E+00	3.64E+00	5.93E-01	1.75E+00	1.93E+00	1.71E+00
V48	2.21E-01	4.10E+00	2.91E+00	3.78E+00	5.36E+00	5.93E-01
V49	2.79E+00	2.67E+00	1.92E+00	3.60E+00	3.76E+00	1.25E+00
V50	5.21E-01	3.35E-01	1.93E+00	1.02E+00	1.48E+00	2.21E-01
