Samples	ID83A	ID83B	ID83C	ID83D
V1	1.63E+00	1.83E+00	1.45E+00	3.89E-01
V2	1.56E+01	1.56E+01	2.89E+00	1.75E+00
V3	1.99E+00	4.01E+00	3.66E+00	0.00E+00
V4	3.04E+00	3.88E+00	6.18E-01	2.62E+00
V5	3.60E+01	3.25E+01	8.27E+00	5.64E+00
V6	1.18E+01	1.15E+01	1.79E+00	1.54E+00
V7	4.42E+01	4.00E-01	3.35E+01	3.34E+01
V8	3.88E+00	6.14E+00	3.38E+00	1.13E+00
V9	2.17E+01	1.03E+01	1.48E+01	9.26E+00
V10	3.62E+01	2.84E+01	1.17E+01	1.49E+01
V11	1.45E+01	9.13E+00	6.71E+00	1.70E+00
V12	1.51E+01	1.47E+00	9.50E+00	9.99E+00
V13	6.63E+00	6.52E+00	2.41E+00	3.90E+00
V14	1.60E+00	2.05E+00	3.17E+00	2.53E+00
V15	1.00E+01	4.54E+00	6.50E+00	4.80E+00
V16	2.10E+01	2.14E+01	1.20E+00	5.67E-01
V17	7.64E+00	6.86E+00	2.66E+00	2.85E+00
V18	8.59E+00	1.73E+01	2.40E+00	9.77E+00
V19	1.06E+01	5.34E+00	7.26E+00	4.46E+00
V20	1.60E+01	6.08E+00	1.24E+01	7.91E+00
V21	1.32E+00	2.67E+00	2.31E+00	2.09E+00
V22	1.31E+01	1.32E+01	2.48E+00	2.00E+00
V23	2.54E+01	1.16E+01	1.62E+01	1.29E+01
V24	6.03E+00	5.83E+00	1.96E+00	6.50E-01
V25	6.41E+00	1.73E+00	4.03E+00	5.53E+00
V26	8.22E+00	6.33E+00	3.49E+00	2.14E+00
V27	2.22E+01	2.27E+01	1.07E+00	1.63E+00
V28	3.51E+00	3.36E+00	1.14E+00	2.67E-01
V29	3.30E+01	3.07E+01	4.57E+00	4.16E+00
V30	6.15E+00	6.18E+00	3.54E+00	2.49E+00
V31	3.05E+01	2.80E+01	4.16E+00	1.85E+00
V32	2.73E+01	2.35E+01	2.97E+00	2.79E+00
V33	1.76E+01	1.91E+01	1.36E+00	3.54E+00
V34	8.62E+00	8.97E+00	1.92E+00	8.14E-01
V35	8.34E+01	3.87E+01	4.94E+01	4.49E+01
V36	8.27E+00	7.75E+00	7.37E-01	7.81E-01
V37	7.01E+00	8.02E+00	3.79E+00	7.15E-01
V38	8.32E+00	7.44E+00	3.41E+00	1.07E+00
V39	1.90E+01	1.80E+01	1.23E+01	2.34E+00
V40	1.55E+01	1.28E+01	2.68E+00	3.81E+00
V41	1.87E+01	1.90E+01	1.56E+00	1.49E+00
V42	2.99E+01	5.01E+00	2.06E+01	2.07E+01
V43	1.55E+01	6.37E+00	1.00E+01	9.27E+00
V44	3.41E+00	2.24E+00	3.61E+00	3.92E+00
V45	2.39E+01	2.44E+01	3.03E+00	2.45E+00
V46	1.32E+01	2.73E+00	9.13E+00	8.03E+00
V47	2.63E+01	4.14E+00	1.92E+01	1.64E+01
V48	2.26E+01	1.96E+01	2.91E+00	5.14E+00
V49	1.71E+00	1.13E+00	0.00E+00	8.83E-01
V50	1.61E+01	1.45E+01	4.72E+00	2.23E+00
V51	1.05E+01	3.67E+00	8.22E+00	6.66E+00
V52	1.01E+01	7.64E+00	6.60E+00	4.50E+00
V53	3.42E+01	3.04E+01	2.27E+00	8.04E+00
V54	1.09E+01	4.88E+00	9.49E+00	7.08E+00
V55	4.95E+01	4.67E+01	4.23E+00	3.07E+00
V56	6.50E+01	5.93E+01	1.14E+01	4.25E+00
V57	1.24E+01	1.23E+01	2.01E+00	9.91E-01
V58	1.52E+01	1.26E+01	5.30E+00	4.29E+00
V59	5.19E+00	2.75E+00	4.16E+00	5.45E+00
V60	1.58E+01	9.68E+00	1.05E+01	7.87E+00
V61	2.26E+01	1.28E+01	1.15E+01	9.49E+00
V62	2.28E+01	2.15E+01	3.08E+00	1.13E+00
V63	9.30E+00	1.00E-01	7.01E+00	6.65E+00
V64	2.22E+01	1.65E+01	9.98E+00	1.17E+01
V65	1.80E+01	1.55E+01	1.72E+00	3.03E+00
V66	2.31E+01	4.70E+00	1.75E+01	1.93E+01
V67	2.13E+00	1.70E+00	1.46E+00	7.00E-01
V68	2.00E-01	1.30E+00	8.27E-01	1.47E+00
V69	2.62E+00	1.98E+00	6.16E-01	1.08E+00
V70	5.03E+00	6.43E+00	2.64E+00	5.39E-01
V71	2.74E+01	1.92E+01	1.06E+01	1.38E+01
V72	1.46E+01	5.64E+00	8.63E+00	8.17E+00
V73	5.60E+00	6.09E+00	1.26E+00	0.00E+00
V74	2.79E+01	2.63E+01	1.93E+00	3.27E+00
V75	2.72E+00	1.61E+00	4.67E-01	2.20E+00
V76	2.49E+00	6.29E+00	3.85E+00	3.65E+00
V77	5.52E+00	2.88E+00	4.60E+00	2.89E+00
V78	2.55E+01	1.13E+01	1.59E+01	1.67E+01
V79	8.25E+01	8.08E+01	1.03E+00	5.47E+00
V80	1.90E+00	2.75E+00	1.83E+00	1.43E+00
V81	2.16E+01	1.76E+01	6.00E+00	5.95E+00
V82	3.71E-01	4.16E-01	3.07E+00	3.03E+00
V83	3.91E+00	5.06E+00	2.27E+00	8.44E-01
V84	1.08E+01	8.46E+00	3.21E+00	2.24E+00
V85	3.42E+00	3.46E+00	3.89E-01	0.00E+00
V86	5.31E+00	2.06E+00	7.72E+00	4.58E+00
V87	1.59E+01	0.00E+00	1.10E+01	1.21E+01
V88	4.29E+01	4.00E+01	4.41E+00	4.20E+00
V89	3.59E+01	1.38E+01	2.46E+01	2.17E+01
V90	1.21E+01	2.91E+00	7.99E+00	7.77E+00
V91	7.98E+00	2.44E+00	5.23E+00	5.88E+00
V92	2.16E+01	2.11E+01	1.78E+00	1.38E+00
V93	9.26E+00	9.78E+00	3.41E+00	0.00E+00
V94	1.03E+00	1.02E+00	1.17E+00	1.13E+00
V95	7.68E+00	7.43E+00	1.09E+00	1.69E+00
V96	1.15E+01	4.21E+00	6.90E+00	6.64E+00
V97	3.91E+00	3.52E+00	1.17E+00	1.92E+00
V98	3.24E+01	3.21E+01	1.52E+00	1.16E+00
V99	6.38E+00	3.20E+00	5.43E+00	1.13E+00
V100	1.35E+01	9.86E+00	6.52E+00	4.70E+00
