Samples	ID83A	ID83B
V1	245	35
V2	193	45
V3	41	65
V4	414	10
V5	89	47
V6	121	34
V7	162	48
V8	0	237
V9	84	136
V10	264	73
V11	9	405
V12	0	159
V13	0	303
V14	196	0
V15	233	162
V16	119	169
V17	387	173
V18	125	172
V19	249	195
V20	0	236
V21	699	50
V22	123	87
V23	50	68
V24	0	740
V25	212	133
V26	0	291
V27	0	184
V28	312	244
V29	45	18
V30	0	506
V31	403	112
V32	9	512
V33	123	157
V34	84	75
V35	810	229
V36	97	15
V37	336	0
V38	786	0
V39	12	474
V40	250	51
V41	0	783
V42	147	44
V43	40	81
V44	0	453
V45	41	140
V46	0	120
V47	0	345
V48	83	21
V49	128	401
V50	29	85
V51	278	137
V52	142	160
V53	273	29
V54	0	164
V55	0	298
V56	183	95
V57	105	88
V58	309	11
V59	424	143
V60	0	578
V61	0	22
V62	101	287
V63	279	172
V64	30	25
V65	104	38
V66	519	351
V67	372	126
V68	176	233
V69	0	48
V70	540	198
V71	118	0
V72	154	90
V73	17	205
V74	1	308
V75	328	27
V76	41	44
V77	367	16
V78	165	59
V79	156	55
V80	0	69
V81	94	83
V82	233	137
V83	175	35
V84	98	120
V85	0	221
V86	292	32
V87	54	119
V88	0	235
V89	363	0
V90	201	219
V91	107	19
V92	243	0
V93	0	208
V94	508	0
V95	172	98
V96	293	9
V97	383	0
V98	171	0
V99	226	75
V100	55	498
