Samples	ID83A	ID83B
V1	328	0
V2	10	205
V3	207	58
V4	0	871
V5	206	439
V6	260	0
V7	221	17
V8	277	25
V9	148	62
V10	151	92
V11	213	113
V12	230	5
V13	0	352
V14	124	89
V15	49	2
V16	15	205
V17	320	29
V18	34	9
V19	139	32
V20	444	0
V21	428	33
V22	166	246
V23	571	34
V24	123	11
V25	417	31
V26	231	43
V27	172	74
V28	58	74
V29	606	0
V30	487	55
V31	14	107
V32	195	0
V33	90	253
V34	250	98
V35	484	358
V36	65	0
V37	671	16
V38	134	17
V39	195	0
V40	201	22
V41	60	371
V42	127	13
V43	111	5
V44	196	48
V45	174	216
V46	216	39
V47	135	189
V48	237	110
V49	427	84
V50	173	322
V51	294	20
V52	223	59
V53	0	220
V54	85	8
V55	424	72
V56	259	169
V57	145	38
V58	553	103
V59	154	0
V60	313	226
V61	456	2
V62	67	7
V63	286	397
V64	198	23
V65	260	373
V66	136	0
V67	397	46
V68	134	48
V69	729	95
V70	23	114
V71	86	40
V72	59	62
V73	302	95
V74	66	206
V75	152	66
V76	24	177
V77	12	302
V78	183	97
V79	21	494
V80	203	26
V81	500	1
V82	215	0
V83	109	27
V84	82	8
V85	0	498
V86	105	6
V87	108	90
V88	111	34
V89	405	0
V90	329	36
V91	337	1
V92	80	151
V93	148	95
V94	0	92
V95	200	30
V96	222	32
V97	288	91
V98	165	13
V99	353	24
V100	261	13
