Samples	ID83A	ID83B
V1	9.20E+00	9.20E+00
V2	8.09E+00	8.09E+00
V3	1.57E+01	1.57E+01
V4	5.31E+00	5.31E+00
V5	2.71E+01	2.71E+01
V6	4.84E+00	4.84E+00
V7	8.06E+00	8.06E+00
V8	3.21E+01	3.21E+01
V9	9.15E+00	9.15E+00
V10	5.94E+00	5.94E+00
V11	3.16E+01	3.16E+01
V12	2.08E+01	2.08E+01
V13	5.31E+00	5.31E+00
V14	1.16E+01	1.16E+01
V15	4.29E+00	4.29E+00
V16	7.88E+00	7.88E+00
V17	1.76E+01	1.76E+01
V18	5.48E+00	5.48E+00
V19	6.06E+00	6.06E+00
V20	2.41E+01	2.41E+01
V21	2.32E+01	2.32E+01
V22	1.19E+01	1.19E+01
V23	2.22E+01	2.22E+01
V24	4.70E+00	4.70E+00
V25	2.15E+01	2.15E+01
V26	1.08E+01	1.08E+01
V27	2.90E+01	2.90E+01
V28	4.01E+00	4.01E+00
V29	2.83E+01	2.83E+01
V30	5.72E+01	5.72E+01
V31	5.58E+00	5.58E+00
V32	3.87E+00	3.87E+00
V33	1.10E+01	1.10E+01
V34	4.22E+01	4.22E+01
V35	6.12E+01	6.12E+01
V36	0.00E+00	0.00E+00
V37	3.12E+01	3.12E+01
V38	8.43E+00	8.43E+00
V39	1.36E+00	1.36E+00
V40	9.11E+00	9.11E+00
V41	1.34E+01	1.34E+01
V42	1.18E+01	1.18E+01
V43	9.45E+00	9.45E+00
V44	7.49E+00	7.49E+00
V45	2.25E+01	2.25E+01
V46	1.53E+01	1.53E+01
V47	1.85E+01	1.85E+01
V48	8.43E+00	8.43E+00
V49	2.21E+01	2.21E+01
V50	3.24E+01	3.24E+01
V51	1.66E+01	1.66E+01
V52	1.91E+01	1.91E+01
V53	2.07E+00	2.07E+00
V54	4.05E+00	4.02E+00
V55	6.77E+01	6.77E+01
V56	2.22E+01	2.22E+01
V57	1.48E+01	1.48E+01
V58	8.21E+01	8.21E+01
V59	3.08E+00	3.08E+00
V60	2.76E+01	2.76E+01
V61	3.44E+01	3.44E+01
V62	6.13E+00	6.13E+00
V63	5.08E+01	5.08E+01
V64	1.41E+01	1.41E+01
V65	2.00E+01	2.00E+01
V66	0.00E+00	0.00E+00
V67	5.75E+01	5.75E+01
V68	1.62E+01	1.62E+01
V69	9.10E+01	9.10E+01
V70	6.71E+00	6.71E+00
V71	8.37E+00	8.37E+00
V72	9.88E+00	9.88E+00
V73	2.63E+01	2.63E+01
V74	9.63E+00	9.63E+00
V75	1.60E+01	1.60E+01
V76	7.21E+00	7.21E+00
V77	8.84E+00	8.84E+00
V78	6.51E+00	6.51E+00
V79	1.26E+01	1.26E+01
V80	3.02E+01	3.02E+01
V81	3.28E+01	3.28E+01
V82	1.88E+00	1.88E+00
V83	9.07E+00	9.07E+00
V84	8.08E+00	8.08E+00
V85	7.43E+00	7.43E+00
V86	1.60E+01	1.60E+01
V87	1.82E+01	1.82E+01
V88	1.07E+01	1.07E+01
V89	1.19E+01	1.19E+01
V90	2.70E+01	2.70E+01
V91	1.06E+01	1.06E+01
V92	2.68E+00	2.68E+00
V93	1.39E+01	1.39E+01
V94	3.09E+00	3.09E+00
V95	2.31E+01	2.31E+01
V96	4.35E+00	4.35E+00
V97	3.26E+01	3.26E+01
V98	6.18E+00	6.18E+00
V99	1.44E+01	1.44E+01
V100	3.10E+01	3.10E+01
