Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	33	2	2	1	1	5	19	31	0	0	14	14	0	0	0
V2	0	83	41	5	20	0	3	66	21	0	0	0	0	24	0
V3	0	19	21	0	58	18	42	17	3	0	0	3	0	0	0
V4	4	24	27	0	3	0	0	0	0	7	7	0	0	0	0
V5	156	17	26	35	0	0	1	0	11	19	0	0	23	0	0
V6	187	10	174	0	40	0	47	17	68	0	0	27	35	0	0
V7	57	0	199	57	1	12	7	6	24	4	82	21	0	0	0
V8	78	1	47	51	2	0	11	0	32	0	20	0	0	0	0
V9	9	0	25	6	3	11	6	10	1	11	14	3	0	0	0
V10	11	5	12	23	0	4	0	0	0	42	33	0	2	0	0
V11	28	67	0	22	0	9	0	11	0	4	20	27	0	0	0
V12	16	67	81	139	9	77	0	17	57	18	2	0	0	17	18
V13	0	0	48	12	16	12	16	25	8	37	19	25	7	0	0
V14	305	42	13	106	17	0	19	0	0	1	41	10	4	0	0
V15	0	65	0	94	0	0	5	5	0	3	0	0	0	10	14
V16	105	52	2	54	33	0	2	5	25	9	0	0	2	11	15
V17	0	13	10	0	0	40	22	5	9	36	0	1	2	32	17
V18	0	63	83	0	0	0	19	0	54	18	2	0	0	0	0
V19	11	34	42	37	53	0	13	0	0	6	0	0	19	37	0
V20	36	10	0	48	0	32	0	4	0	1	5	1	19	0	8
V21	21	32	0	6	0	104	0	22	11	0	0	0	0	8	0
V22	0	6	6	51	22	77	32	0	3	0	0	0	0	0	0
V23	0	4	10	3	0	0	1	0	26	18	0	7	12	0	14
V24	104	35	90	58	0	40	16	18	103	0	46	0	50	0	13
V25	287	7	130	47	0	128	0	21	0	32	117	48	0	0	0
V26	2	5	0	6	0	103	36	2	0	3	0	3	2	15	0
V27	23	19	0	57	0	15	0	18	0	6	18	0	0	0	0
V28	150	0	0	25	1	2	2	0	16	5	19	16	0	0	0
V29	48	2	0	18	30	33	55	64	14	0	17	6	3	0	0
V30	123	0	56	72	19	27	5	12	0	49	55	51	29	0	0
V31	36	29	0	0	156	32	26	70	7	0	9	18	2	0	0
V32	37	58	161	1	0	18	0	0	31	8	68	45	41	0	0
V33	15	37	40	217	41	0	0	0	10	0	18	11	0	1	7
V34	81	31	15	110	19	6	0	0	37	22	0	49	40	0	0
V35	0	84	126	0	0	3	0	0	0	47	37	0	35	0	0
V36	104	41	0	0	89	0	104	80	0	0	0	0	38	0	0
V37	6	1	0	13	0	10	0	0	0	2	0	4	0	0	0
V38	70	15	23	6	10	0	24	11	21	8	6	0	17	0	0
V39	64	6	16	18	52	0	27	6	1	2	0	6	23	0	0
V40	0	30	0	88	63	0	97	73	0	10	2	26	3	0	1
V41	3	36	0	1	0	0	3	13	0	6	0	0	2	0	0
V42	2	2	0	23	0	7	1	0	0	0	0	8	2	0	0
V43	0	8	0	0	0	27	1	10	0	4	0	0	1	0	32
V44	44	5	11	6	3	48	46	0	0	6	10	52	0	0	0
V45	247	284	115	6	0	2	0	1	57	23	19	3	0	0	15
V46	0	4	92	88	6	0	14	0	11	1	10	25	2	2	7
V47	3	2	19	56	17	11	7	31	0	0	0	0	3	0	0
V48	0	9	0	6	37	30	25	26	0	9	0	30	1	0	9
V49	0	96	18	1	4	6	9	11	0	7	0	0	3	1	0
V50	7	15	90	12	0	4	0	0	104	88	0	3	7	0	0
V51	9	4	0	0	21	0	0	20	0	12	9	0	0	9	0
V52	97	0	4	9	106	0	72	16	19	0	25	0	0	15	0
V53	25	0	0	13	81	0	68	105	0	0	8	0	0	0	0
V54	0	1	6	117	0	65	2	13	0	0	0	0	6	0	0
V55	40	49	0	2	0	0	0	6	0	7	15	12	0	0	0
V56	10	50	9	0	0	172	10	7	81	47	0	9	0	0	0
V57	20	14	5	110	60	56	45	153	0	21	0	0	0	32	0
V58	8	2	0	33	0	0	0	0	0	1	8	0	0	0	0
V59	34	52	21	9	81	0	127	20	0	0	5	0	0	75	50
V60	15	6	46	1	0	13	28	0	0	10	27	0	13	0	13
V61	0	171	0	54	146	0	77	67	0	0	0	0	0	114	0
V62	3	0	248	53	0	0	1	0	25	53	17	0	0	0	0
V63	88	37	2	11	0	87	10	6	0	0	49	29	0	0	0
V64	1	47	0	85	131	0	115	89	0	0	0	0	1	42	0
V65	133	266	19	65	0	0	0	0	0	10	0	14	53	0	0
V66	3	56	0	85	13	1	25	21	0	0	0	3	0	0	0
V67	42	0	15	52	0	0	0	10	11	44	0	0	8	0	4
V68	9	2	146	13	0	0	0	7	72	41	3	0	1	0	0
V69	137	94	24	12	23	0	0	0	0	0	12	8	0	0	0
V70	12	5	0	7	0	197	0	7	0	10	0	33	10	0	0
V71	0	9	69	0	7	55	57	20	24	2	3	0	0	73	52
V72	37	123	0	3	0	33	0	10	0	12	12	14	0	0	0
V73	9	81	54	141	47	0	43	0	16	0	0	0	0	0	19
V74	67	50	0	4	1	6	2	3	0	0	7	0	2	0	0
V75	104	87	126	32	0	1	0	0	46	52	0	6	24	0	11
V76	0	42	33	17	0	20	0	0	48	30	0	0	0	0	9
V77	8	17	0	4	9	51	0	0	0	0	0	29	0	0	0
V78	4	0	0	7	248	21	12	138	0	0	0	54	0	10	0
V79	17	0	158	0	0	0	3	0	9	0	31	0	25	0	0
V80	60	26	29	0	3	32	18	33	79	57	5	26	0	0	0
V81	28	55	203	0	44	16	27	10	25	12	28	16	0	0	13
V82	0	105	131	23	11	0	47	31	49	0	0	0	8	15	0
V83	223	33	11	0	11	0	2	34	0	0	87	3	0	0	0
V84	6	1	22	0	264	0	129	84	0	0	0	0	0	0	0
V85	25	12	42	36	1	93	4	32	20	0	0	31	8	0	0
V86	0	2	118	0	0	14	0	10	0	0	0	2	21	0	3
V87	22	31	0	0	52	0	35	66	0	1	0	8	0	0	10
V88	25	0	107	0	0	0	9	48	0	16	0	6	8	0	0
V89	92	299	32	0	0	3	29	0	56	56	0	0	9	0	0
V90	12	0	1	13	15	54	1	12	15	13	0	2	12	2	0
V91	14	3	19	31	7	0	15	0	9	15	22	10	19	0	2
V92	36	22	66	80	8	13	8	0	18	2	43	22	10	0	0
V93	33	174	0	0	43	0	33	0	16	34	5	0	4	0	12
V94	0	140	30	0	24	72	5	13	37	83	0	0	12	4	2
V95	3	178	50	9	0	2	18	5	16	1	4	12	14	0	0
V96	171	143	18	23	15	2	4	1	0	10	0	0	24	3	0
V97	0	0	24	0	8	2	7	0	27	0	22	8	2	0	0
V98	0	52	100	0	0	40	3	0	80	2	11	37	0	0	49
V99	494	71	4	44	0	38	6	0	0	0	21	0	0	0	22
V100	0	0	21	0	1	10	0	5	0	7	0	6	0	12	0
