Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V42	2	1	0	20	3	1	3	0	0	0	0	9	1	0	5	0	0	0	0	0
V43	7	0	0	16	0	6	20	0	1	0	0	5	0	4	14	3	0	6	1	0
V44	7	33	12	6	18	31	36	9	0	4	12	51	7	0	0	0	0	0	5	0
V45	278	159	97	14	113	0	2	0	42	28	0	0	0	0	0	19	0	12	8	0
V46	0	2	90	76	0	11	0	0	11	3	0	15	19	2	0	13	13	0	7	0
V47	2	1	11	51	4	8	12	17	0	5	21	1	10	6	0	0	0	0	0	0
V48	10	0	3	10	1	30	23	45	0	6	0	32	0	20	0	0	0	2	0	0
V49	93	0	14	1	0	3	3	6	0	5	15	1	3	0	9	0	0	0	0	3
V50	22	12	46	13	10	0	0	0	116	99	0	12	0	0	0	0	0	0	0	0
V51	7	10	0	1	4	0	2	16	0	7	17	0	8	3	9	0	0	0	0	0
V52	4	75	15	12	47	88	0	61	10	0	0	0	28	14	0	9	0	0	0	0
V53	0	25	0	13	5	118	3	61	0	0	29	0	16	30	0	0	0	0	0	0
V54	0	0	7	95	4	6	60	7	0	0	0	0	5	4	0	0	19	0	0	3
V55	45	29	2	2	16	1	4	0	0	2	0	4	0	5	0	10	0	0	5	6
V56	52	12	13	0	3	0	126	0	49	36	26	56	0	2	1	0	0	19	0	0
V57	24	4	0	101	0	67	58	98	0	14	66	1	23	7	24	0	0	0	29	0
V58	2	11	0	33	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0
V59	81	26	10	20	9	100	0	88	0	9	35	2	34	0	0	4	38	9	9	0
V60	9	21	45	8	13	29	21	0	7	11	0	0	0	0	1	0	0	0	7	0
V61	197	0	0	54	0	90	0	106	0	8	25	0	49	66	0	34	0	0	0	0
V62	0	17	213	51	3	0	5	0	43	58	9	0	1	0	0	0	0	0	0	0
V63	39	80	4	11	39	14	76	0	0	0	3	38	0	0	14	0	0	0	1	0
V64	64	0	0	81	0	154	0	72	0	0	25	6	55	43	3	0	0	0	8	0
V65	261	69	0	56	79	0	0	0	0	12	0	6	0	0	0	16	5	24	32	0
V66	56	1	0	77	1	30	1	17	0	0	3	2	10	0	6	0	0	0	3	0
V67	1	30	9	47	26	0	0	0	13	33	9	0	0	11	0	0	7	0	0	0
V68	6	11	103	14	6	0	0	4	79	61	9	0	1	0	0	0	0	0	0	0
V69	97	91	14	11	66	0	0	4	0	5	6	2	12	0	0	2	0	0	0	0
V70	5	5	0	6	8	0	135	12	0	5	0	74	0	0	22	0	0	0	9	0
V71	24	0	53	24	0	55	42	27	34	15	0	5	10	0	45	23	11	0	0	3
V72	118	29	0	3	16	0	29	0	0	8	7	17	0	6	1	10	0	0	0	0
V73	81	7	50	126	3	45	0	0	5	2	10	0	45	0	0	0	24	12	0	0
V74	51	41	0	4	32	5	5	0	0	0	0	0	0	0	4	0	0	0	0	0
V75	88	69	105	36	63	0	2	0	43	47	0	4	0	0	0	12	0	20	0	0
V76	45	1	22	21	1	0	19	3	44	32	0	0	2	0	1	0	0	8	0	0
V77	18	4	0	4	6	0	33	9	0	0	0	38	6	0	0	0	0	0	0	0
V78	1	3	0	8	0	79	19	127	0	0	54	43	76	74	10	0	0	0	0	0
V79	3	24	125	1	24	5	0	2	31	26	0	0	0	0	2	0	0	0	0	0
V80	22	47	9	1	23	0	27	25	61	53	40	26	0	0	0	13	1	20	0	0
V81	59	30	178	8	10	28	23	39	29	19	0	7	21	0	0	1	0	15	10	0
V82	97	0	130	20	4	35	0	0	15	2	46	0	20	0	0	25	4	22	0	0
V83	26	178	0	0	93	0	9	3	0	5	38	0	0	12	0	17	0	0	20	3
V84	0	6	12	3	2	185	2	129	0	12	48	0	95	4	0	0	0	0	0	8
V85	10	2	43	32	5	0	68	0	4	0	36	45	15	0	0	2	0	4	38	0
V86	0	0	109	0	8	1	15	0	0	0	0	0	0	19	0	7	0	9	2	0
V87	31	14	0	5	8	54	0	34	0	2	33	8	13	17	6	0	0	0	0	0
V88	0	17	72	0	16	2	0	9	0	24	48	6	6	5	0	0	0	14	0	0
V89	296	58	21	0	45	23	1	0	47	46	4	0	0	0	0	14	0	10	7	4
V90	1	8	2	11	12	0	39	16	10	10	7	19	0	12	5	0	0	0	0	0
V91	0	15	5	23	12	14	5	0	19	19	0	5	9	3	0	6	14	0	13	4
V92	12	40	38	73	22	8	22	1	28	17	0	9	14	0	5	17	0	10	0	12
V93	158	25	0	6	15	36	0	10	10	20	0	0	8	22	0	27	0	14	0	3
V94	138	4	35	0	3	13	49	0	30	51	13	18	15	5	31	0	3	3	0	11
V95	172	2	28	8	5	4	0	12	11	10	15	10	0	0	0	0	0	21	2	12
V96	142	99	0	21	92	0	0	13	0	14	9	0	1	0	0	0	0	7	8	8
V97	0	9	26	0	1	10	9	0	24	5	0	2	7	0	3	0	0	2	2	0
V98	56	3	99	27	0	6	25	0	72	17	0	40	0	0	27	0	0	0	0	2
V99	76	305	0	51	235	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0
V100	0	0	18	0	0	0	8	4	0	4	0	4	1	5	6	9	0	3	0	0
