Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	2	26	0	1	14	17	9	9	0	2	26	9	0	0	7	0	0	0	0	0
V2	94	0	40	6	0	0	0	34	7	6	56	0	9	11	0	0	0	0	0	0
V3	18	0	14	0	0	27	14	32	0	4	39	8	25	0	0	0	0	0	0	0
V4	23	5	20	0	2	0	0	2	5	8	0	0	0	4	0	0	0	0	0	3
V5	21	94	0	32	89	0	0	0	19	28	5	0	0	0	0	0	0	0	0	0
V6	0	113	132	1	107	25	3	32	47	26	39	8	16	0	0	27	0	29	0	0
V7	0	75	123	55	27	0	30	9	64	53	9	10	15	0	0	0	0	0	0	0
V8	3	60	56	49	35	8	0	0	17	0	5	0	6	0	0	0	0	3	0	0
V9	0	13	19	6	4	2	13	0	3	11	14	4	6	3	1	0	0	0	0	0
V10	3	22	1	21	3	0	9	0	11	29	0	0	4	0	6	0	0	0	6	17
V11	71	27	3	20	9	3	10	0	0	2	2	21	0	16	0	0	0	0	4	0
V12	72	14	88	75	5	0	51	11	36	17	6	11	5	10	0	0	117	0	0	0
V13	0	10	6	5	4	24	12	0	33	50	21	21	15	0	12	0	12	0	0	0
V14	43	194	0	84	147	23	4	0	0	7	0	0	3	7	0	0	25	0	13	8
V15	67	1	0	94	0	0	0	14	0	2	0	0	5	1	0	2	1	0	0	9
V16	56	65	0	55	53	9	0	0	10	9	12	0	17	10	0	0	5	14	0	0
V17	23	0	15	2	0	15	22	0	6	19	14	13	6	0	24	4	15	0	4	5
V18	64	0	61	0	0	19	0	0	57	33	0	0	0	0	0	0	0	0	0	5
V19	49	3	41	36	12	12	0	37	0	7	1	0	25	15	0	0	0	2	12	0
V20	11	21	1	48	24	0	23	0	0	1	2	8	0	7	8	0	0	0	10	0
V21	35	14	2	6	8	0	78	14	5	0	9	26	0	7	0	0	0	0	0	0
V22	2	0	4	45	0	25	59	18	0	0	0	14	13	0	0	0	0	2	0	15
V23	0	1	8	10	5	2	0	0	20	14	0	6	2	0	0	8	0	14	0	5
V24	28	75	126	61	69	13	48	0	63	3	27	0	0	0	2	22	5	0	31	0
V25	7	240	123	47	132	0	135	0	2	28	31	49	0	1	0	12	0	0	10	0
V26	3	0	0	4	0	25	77	15	0	2	0	26	0	0	0	14	5	0	6	0
V27	19	17	0	52	7	3	15	6	0	3	5	0	3	0	12	0	0	0	14	0
V28	1	103	0	24	72	3	3	0	6	2	0	8	0	0	2	0	0	9	3	0
V29	2	37	0	18	26	51	37	19	0	5	64	9	18	0	4	0	0	0	0	0
V30	0	101	66	67	75	17	28	8	1	25	0	38	7	16	26	0	0	0	0	23
V31	20	24	0	1	16	56	24	83	0	0	46	18	47	5	19	0	0	0	0	26
V32	64	52	122	3	39	1	29	0	55	37	0	30	0	0	21	0	0	9	4	2
V33	36	19	39	173	4	7	1	0	2	0	0	3	46	0	0	0	54	13	0	0
V34	21	50	10	85	60	0	3	0	30	24	12	32	21	0	2	23	29	8	0	0
V35	89	15	108	0	15	0	11	0	18	41	0	0	6	0	15	0	0	0	9	5
V36	46	64	0	0	77	121	0	120	0	1	23	0	4	0	0	0	0	0	0	0
V37	1	4	0	12	3	0	7	0	0	1	0	6	1	0	0	0	0	0	1	0
V38	15	46	2	6	44	16	0	7	24	22	20	0	5	0	0	4	0	0	0	0
V39	8	40	11	17	44	36	0	32	4	7	0	4	12	3	0	0	0	1	0	2
V40	29	3	0	82	1	123	7	40	0	8	31	18	29	5	8	0	0	0	0	9
V41	37	0	0	1	0	6	0	3	0	4	5	0	0	2	0	0	0	0	6	0
