NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	71.906	25.817	16.513	16.374	0.142	0.983	30000.0
2	70.608	26.16	16.306	16.974	0.147	0.98	50000.0
3	72.811	25.948	16.638	16.355	0.14	0.983	40000.0
4	74.487	26.656	17.427	17.286	0.144	0.98	20000.0
5	70.678	25.746	16.199	16.436	0.139	0.981	30000.0
6	73.233	26.385	16.809	16.816	0.145	0.981	30000.0
7	74.032	26.925	17.255	17.315	0.147	0.98	30000.0
8	73.168	26.801	16.93	17.198	0.146	0.98	30000.0
9	70.718	25.454	16.519	16.224	0.136	0.983	20000.0
10	71.915	25.826	16.585	16.225	0.141	0.983	40000.0
