NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	94.709	35.319	26.351	26.03	0.21	0.945	40000.0
2	104.455	39.178	35.855	32.322	0.214	0.925	20000.0
3	108.119	40.001	34.789	31.48	0.215	0.936	60000.0
4	103.314	38.418	34.155	31.555	0.219	0.926	30000.0
5	102.111	38.728	34.898	31.851	0.214	0.927	20000.0
6	102.081	38.123	34.997	31.494	0.21	0.928	20000.0
7	102.08	38.771	35.994	32.892	0.213	0.923	40000.0
8	102.116	38.956	34.322	31.838	0.22	0.928	20000.0
9	103.291	38.414	33.704	31.079	0.22	0.928	30000.0
10	101.934	38.723	34.938	31.881	0.212	0.928	20000.0
