Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	2.67E-01	7.19E-01	8.67E-01	6.01E-01	8.09E-01	0.00E+00	2.00E-01	1.45E+00	1.81E+00
V2	1.47E+00	2.00E+00	2.15E+00	3.57E+00	3.89E+00	6.11E+00	5.27E+00	7.19E+00	3.83E+00
V3	0.00E+00	2.71E+00	1.59E+00	2.16E+00	3.51E+00	7.33E-01	1.19E+00	3.65E+00	1.67E+00
V4	2.47E+00	3.94E-01	1.28E+00	2.17E+00	8.41E-01	2.63E+00	3.00E+00	2.58E+00	5.12E-01
V5	3.45E+00	5.62E-01	7.40E+00	2.59E+00	3.40E-01	1.33E+01	6.31E+00	1.33E+01	7.54E+00
V6	1.12E+00	1.38E+00	3.34E+00	3.46E+00	1.77E+01	3.68E+00	4.52E+00	1.62E+01	3.39E+00
V7	6.01E-01	3.73E-01	1.88E+01	2.13E-01	3.40E-01	0.00E+00	0.00E+00	6.98E+00	1.74E+01
V8	1.07E+00	3.04E+00	1.35E+00	1.49E+00	6.53E+00	5.42E-01	1.58E+00	6.84E+00	2.33E+00
V9	9.55E-01	1.75E+00	1.11E+01	4.58E-01	7.41E+00	7.88E+00	3.95E+00	7.12E+00	1.17E+01
V10	0.00E+00	6.18E-01	1.09E+01	5.72E+00	1.55E+00	0.00E+00	8.62E+00	6.12E+00	8.17E+00
V11	0.00E+00	3.78E+00	3.69E+00	2.20E+00	1.91E+00	3.75E+00	5.11E+00	4.11E+00	4.19E+00
V12	1.08E+00	3.36E+00	8.00E+00	2.47E+00	8.23E-01	1.31E+00	8.46E-01	1.59E+00	6.87E+00
V13	3.90E+00	2.94E+00	2.35E+00	2.16E+00	2.46E+00	3.49E+00	2.64E+00	5.17E+00	2.17E+00
V14	9.32E-01	1.45E+00	3.40E-01	1.05E+00	2.41E+00	0.00E+00	3.79E-01	1.91E+00	0.00E+00
V15	6.11E-01	0.00E+00	3.82E+00	3.14E-01	6.16E+00	2.50E+00	2.66E+00	6.48E+00	3.64E+00
V16	4.47E-01	1.37E+00	1.57E+00	4.50E+00	1.93E+01	1.21E+01	8.11E+00	1.89E+01	4.34E+00
V17	2.97E+00	1.92E+00	2.02E+00	2.75E+00	1.70E+00	7.67E+00	7.52E+00	5.42E+00	1.73E+00
V18	5.69E+00	1.45E+00	1.67E+00	2.17E+00	8.83E+00	0.00E+00	2.73E+00	8.67E+00	2.45E+00
V19	1.30E+00	4.67E-01	5.60E+00	4.82E-01	7.45E+00	3.42E+00	4.75E+00	7.79E+00	7.17E+00
V20	1.13E+00	1.25E+00	5.82E+00	1.27E+00	1.37E+01	1.17E+00	1.20E+00	1.45E+01	5.27E+00
V21	1.90E+00	2.03E+00	1.59E+00	7.75E-01	3.15E+00	4.94E-01	5.39E-01	3.37E+00	1.69E+00
V22	1.87E+00	1.87E+00	6.51E-01	4.67E-01	7.21E+00	7.45E+00	6.30E+00	7.13E+00	1.17E+00
V23	2.37E+00	8.36E-01	1.49E+01	2.89E+00	8.82E+00	7.15E+00	4.77E+00	7.94E+00	1.80E+01
