Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	1	5	4	3	7	0	0	3	4
V2	29	42	7	132	57	22	41	0	29
V3	0	151	11	28	47	2	8	5	0
V4	47	1	15	24	5	5	18	0	0
V5	50	1	43	19	0	186	16	36	50
V6	3	5	10	92	66	0	0	150	0
V7	1	5	245	0	0	0	0	34	59
V8	8	99	7	33	48	0	1	29	0
V9	1	34	74	2	47	24	2	113	44
V10	0	18	145	145	10	0	0	47	17
V11	0	81	65	57	11	58	21	0	1
V12	18	316	67	54	0	7	2	0	52
V13	108	40	15	42	22	14	28	29	0
V14	20	253	0	19	16	0	3	5	0
V15	1	0	66	0	23	0	16	40	0
V16	1	18	0	221	150	98	47	138	1
V17	231	35	6	67	23	14	53	24	0
V18	1279	14	20	44	71	0	9	35	0
V19	11	2	47	1	61	0	14	57	5
V20	22	7	90	11	42	0	0	134	0
V21	66	28	5	9	8	0	2	22	2
V22	25	30	2	0	84	27	59	19	0
V23	70	2	73	25	164	42	71	0	116
V24	5	129	0	1	1	25	10	14	0
V25	24	24	28	2	5	0	0	7	21
V26	51	74	10	0	82	17	25	0	0
V27	15	5	0	0	102	38	143	7	0
V28	1	15	0	24	0	6	33	1	0
V29	43	8	54	5	3	118	88	0	0
V30	42	61	7	33	0	39	28	0	5
V31	28	186	7	2	4	86	74	62	0
V32	45	27	18	54	48	114	107	12	0
V33	102	12	1	0	0	35	72	41	0
V34	8	33	11	79	46	8	29	0	7
V35	28	47	174	0	0	110	198	0	319
V36	9	3	23	51	9	10	6	0	0
V37	2	76	0	83	37	0	33	87	0
V38	27	213	4	51	7	63	5	18	26
V39	2	177	102	87	242	12	21	6	32
V40	53	46	8	35	6	75	36	26	4
V41	7	15	1	124	86	0	0	18	12
V42	11	35	169	19	0	27	22	0	48
V43	99	52	91	25	79	4	2	0	37
V44	152	46	3	2	24	6	0	16	28
V45	4	14	50	143	193	0	0	111	24
V46	39	1	88	2	19	0	6	6	3
V47	4	9	186	27	55	9	33	0	8
V48	43	18	57	131	0	125	24	4	9
V49	19	0	0	7	1	4	5	0	0
V50	14	39	17	108	0	59	55	26	32
V51	12	49	65	0	10	8	13	0	18
V52	6	11	63	25	60	29	12	57	0
V53	34	8	63	170	20	2	0	0	63
V54	20	6	53	19	93	1	2	0	53
V55	48	24	27	8	21	151	185	0	0
V56	31	246	49	3	311	308	0	155	0
V57	4	38	0	31	233	54	2	122	0
V58	5	0	26	11	18	38	71	18	8
V59	127	49	25	12	5	1	1	4	13
V60	71	149	69	17	0	91	0	0	15
V61	21	60	116	0	0	47	49	0	0
V62	7	47	19	0	42	68	44	57	0
V63	30	96	69	0	0	0	0	5	3
V64	98	54	33	92	9	0	0	53	95
V65	242	27	0	34	13	116	18	24	0
V66	184	2	84	2	128	7	1	3	117
V67	2	26	1	12	12	0	0	0	4
V68	118	3	0	0	8	0	0	2	2
V69	6	2	2	17	10	1	14	8	0
V70	0	36	0	35	86	0	0	49	0
V71	2	0	165	93	0	0	0	0	0
V72	11	8	83	0	5	27	15	0	11
V73	0	18	0	44	36	0	4	42	6
V74	30	24	35	195	0	25	30	11	6
V75	42	1	10	11	9	2	3	0	20
V76	67	138	13	20	503	0	0	24	0
V77	3	64	28	17	9	0	0	0	13
V78	9	42	104	84	0	12	8	23	71
V79	23	4	145	458	0	39	15	0	0
V80	15	24	4	16	51	0	0	37	0
V81	107	0	43	0	3	63	49	0	4
V82	109	65	0	0	1	3	0	0	0
V83	8	33	0	31	23	0	0	0	4
V84	10	17	15	54	2	10	35	0	16
V85	0	1	2	33	40	13	16	0	1
V86	62	335	5	52	6	0	2	0	0
V87	85	52	80	6	0	0	1	0	44
V88	28	42	57	40	0	191	121	27	0
V89	61	11	189	2	18	83	8	6	55
V90	23	0	53	1	28	0	0	65	25
V91	60	38	28	17	5	0	2	15	33
V92	5	3	11	16	10	102	48	29	0
V93	0	81	0	74	5	0	18	0	11
V94	17	47	2	1	3	0	4	8	0
V95	15	9	0	43	26	0	0	31	6
V96	50	31	50	24	18	0	0	36	22
V97	44	1	7	1	10	22	0	3	5
V98	5	22	11	5	0	194	19	0	1
V99	5	130	0	44	0	1	2	1	9
V100	16	67	50	0	0	26	51	9	0
