NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	88.478	34.066	23.391	23.114	0.194	0.966	40000.0
2	87.136	32.718	22.667	21.55	0.184	0.971	20000.0
3	86.607	32.631	23.047	22.243	0.18	0.968	20000.0
4	89.434	33.503	23.765	22.681	0.188	0.968	30000.0
5	89.918	33.79	24.067	22.871	0.189	0.966	30000.0
6	88.331	33.42	23.361	22.694	0.189	0.965	40000.0
7	89.876	34.267	23.87	23.284	0.194	0.964	20000.0
8	88.212	33.703	23.24	22.821	0.189	0.966	20000.0
9	90.414	34.14	23.999	23.023	0.192	0.967	30000.0
10	89.819	33.988	23.49	23.179	0.19	0.965	30000.0
