MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	3.36E-04	1.41E-02	9.12E-05	1.29E-03	8.43E-08
1:Del:C:1	6.51E-04	3.41E-03	5.14E-04	5.45E-04	3.87E-04
1:Del:C:2	1.03E-04	3.75E-04	3.32E-05	2.11E-07	5.36E-04
1:Del:C:3	9.19E-05	7.72E-04	4.87E-04	4.88E-04	2.45E-04
1:Del:C:4	7.90E-05	5.25E-04	2.92E-04	2.60E-04	3.47E-04
1:Del:C:5	0.00E+00	3.12E-04	5.20E-04	5.79E-04	1.97E-04
1:Del:T:0	5.53E-04	3.76E-03	9.04E-04	1.08E-03	1.43E-03
1:Del:T:1	3.82E-04	1.36E-03	2.68E-04	4.30E-04	1.67E-04
1:Del:T:2	0.00E+00	4.49E-03	6.99E-04	2.16E-03	0.00E+00
1:Del:T:3	1.26E-06	4.57E-03	1.26E-03	1.31E-03	0.00E+00
1:Del:T:4	3.59E-04	3.56E-03	1.40E-03	1.38E-03	1.91E-06
1:Del:T:5	5.81E-08	6.51E-08	6.98E-03	8.69E-08	2.30E-03
1:Ins:C:0	3.62E-04	0.00E+00	2.95E-04	4.40E-04	3.71E-03
1:Ins:C:1	1.15E-04	1.84E-04	1.44E-05	1.69E-08	2.34E-04
1:Ins:C:2	1.42E-04	1.16E-04	1.57E-05	3.07E-05	1.43E-04
1:Ins:C:3	6.96E-05	7.27E-05	5.44E-05	1.96E-04	1.56E-08
1:Ins:C:4	2.40E-05	2.53E-04	2.28E-04	3.93E-04	4.15E-04
1:Ins:C:5	1.81E-04	0.00E+00	6.84E-04	6.58E-04	0.00E+00
1:Ins:T:0	1.49E-04	5.57E-04	2.47E-04	1.40E-46	8.47E-05
1:Ins:T:1	1.15E-04	3.39E-04	1.93E-04	1.84E-04	3.34E-04
1:Ins:T:2	1.51E-04	3.76E-04	1.60E-04	8.14E-05	8.74E-05
1:Ins:T:3	1.51E-04	3.27E-04	1.11E-08	1.91E-04	8.21E-05
1:Ins:T:4	0.00E+00	5.70E-04	4.29E-04	1.09E-03	1.31E-04
1:Ins:T:5	2.75E-04	8.56E-07	3.64E-04	4.59E-03	1.46E-07
2:Del:R:0	2.40E-04	6.62E-04	4.38E-04	1.18E-04	6.70E-04
2:Del:R:1	1.40E-04	6.21E-04	4.87E-04	7.86E-05	8.88E-04
2:Del:R:2	1.09E-04	1.50E-04	2.36E-04	1.77E-04	2.43E-04
2:Del:R:3	2.06E-09	1.20E-04	1.98E-04	2.69E-04	0.00E+00
2:Del:R:4	8.58E-09	2.67E-05	1.27E-04	1.68E-08	5.54E-05
2:Del:R:5	7.01E-05	2.74E-08	8.71E-05	4.66E-05	5.97E-08
3:Del:R:0	2.29E-04	7.43E-04	3.26E-04	0.00E+00	1.16E-03
3:Del:R:1	1.29E-04	3.41E-04	3.09E-04	5.19E-04	1.04E-04
3:Del:R:2	3.18E-05	2.32E-04	2.43E-04	1.96E-04	5.52E-05
3:Del:R:3	4.31E-09	1.18E-04	8.39E-05	9.41E-05	1.24E-04
3:Del:R:4	3.12E-09	7.66E-09	3.05E-09	5.49E-09	1.27E-08
3:Del:R:5	3.12E-09	7.66E-09	3.05E-09	5.49E-09	1.27E-08
4:Del:R:0	1.35E-04	7.15E-04	7.98E-05	1.48E-04	1.06E-03
4:Del:R:1	0.00E+00	4.12E-04	1.96E-04	3.32E-04	2.08E-04
4:Del:R:2	8.15E-05	6.67E-05	5.50E-09	1.95E-05	2.47E-05
4:Del:R:3	5.28E-05	6.40E-09	2.80E-09	7.43E-05	8.74E-04
4:Del:R:4	3.12E-09	7.66E-09	3.05E-09	5.49E-09	1.27E-08
4:Del:R:5	6.99E-05	0.00E+00	1.19E-04	0.00E+00	5.53E-09
5:Del:R:0	5.52E-03	1.69E-02	3.18E-03	0.00E+00	1.51E-02
5:Del:R:1	7.41E-05	1.88E-04	2.69E-04	2.77E-04	1.78E-04
5:Del:R:2	3.07E-05	1.00E-04	1.80E-04	8.35E-10	6.30E-09
5:Del:R:3	3.58E-08	7.92E-05	4.21E-08	5.61E-05	8.91E-08
5:Del:R:4	3.12E-09	7.66E-09	3.05E-09	5.49E-09	1.27E-08
5:Del:R:5	2.04E-08	3.02E-08	3.53E-08	9.24E-05	5.68E-08
2:Ins:R:0	1.75E-04	2.34E-04	1.77E-04	1.87E-04	1.56E-04
2:Ins:R:1	9.67E-05	2.93E-04	1.27E-04	1.52E-08	7.20E-04
2:Ins:R:2	2.10E-08	1.12E-04	1.91E-04	1.77E-05	6.81E-05
2:Ins:R:3	8.81E-05	9.88E-05	2.30E-07	1.50E-04	3.63E-05
2:Ins:R:4	5.52E-05	1.10E-04	1.73E-04	3.42E-04	2.20E-05
2:Ins:R:5	1.06E-04	5.21E-04	3.34E-04	6.53E-04	7.98E-04
3:Ins:R:0	8.33E-05	6.10E-05	3.43E-08	6.06E-08	6.54E-08
3:Ins:R:1	1.15E-04	2.34E-04	4.94E-05	2.64E-09	7.05E-05
3:Ins:R:2	2.70E-08	3.60E-08	4.77E-05	7.26E-08	8.16E-08
3:Ins:R:3	0.00E+00	1.01E-04	0.00E+00	2.25E-04	2.88E-04
3:Ins:R:4	1.27E-04	2.61E-04	1.26E-05	7.68E-04	1.39E-02
3:Ins:R:5	1.21E-04	0.00E+00	1.87E-04	1.74E-04	3.35E-05
4:Ins:R:0	6.39E-05	1.46E-04	4.44E-08	4.00E-08	4.65E-06
4:Ins:R:1	1.81E-04	2.47E-04	1.05E-04	2.56E-04	2.99E-04
4:Ins:R:2	4.79E-05	6.73E-05	2.42E-08	4.51E-08	5.78E-08
4:Ins:R:3	3.29E-08	3.43E-08	3.78E-08	7.86E-05	7.70E-08
4:Ins:R:4	1.26E-05	4.77E-05	1.35E-04	4.74E-05	9.33E-05
4:Ins:R:5	1.02E-04	8.67E-05	2.38E-04	9.63E-05	3.66E-05
5:Ins:R:0	2.06E-08	2.62E-08	2.74E-08	1.40E-04	3.80E-05
5:Ins:R:1	3.21E-04	1.35E-03	3.42E-04	5.34E-04	1.86E-02
5:Ins:R:2	3.39E-08	6.86E-05	1.69E-05	7.08E-08	3.55E-05
5:Ins:R:3	8.82E-09	2.19E-09	7.83E-05	3.93E-05	1.35E-08
5:Ins:R:4	2.58E-05	1.16E-08	1.72E-05	1.37E-04	1.11E-08
5:Ins:R:5	7.64E-08	1.37E-07	9.03E-05	4.81E-09	8.09E-05
2:Del:M:1	2.15E-04	4.44E-04	0.00E+00	2.95E-04	4.16E-04
3:Del:M:1	4.80E-04	6.39E-04	3.38E-04	0.00E+00	3.07E-04
3:Del:M:2	2.05E-04	2.80E-04	3.32E-04	3.99E-04	2.67E-04
4:Del:M:1	2.55E-04	5.29E-04	1.50E-04	3.16E-04	9.53E-04
4:Del:M:2	4.15E-05	3.11E-04	6.55E-05	3.26E-05	2.75E-04
4:Del:M:3	3.93E-05	1.84E-04	1.80E-05	1.45E-04	5.36E-05
5:Del:M:1	1.07E-02	5.23E-03	3.04E-03	9.91E-04	1.02E-07
5:Del:M:2	2.41E-03	9.84E-03	1.63E-03	5.62E-04	1.13E-02
5:Del:M:3	1.12E-03	3.70E-03	6.86E-04	0.00E+00	4.17E-03
5:Del:M:4	6.42E-04	1.43E-03	5.45E-04	4.64E-04	1.41E-03
5:Del:M:5	1.28E-03	7.91E-04	5.55E-04	8.83E-04	5.62E-04
