NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.228	19.24	10.672	12.109	0.107	0.989	50000.0
2	47.854	19.887	11.412	13.206	0.113	0.985	40000.0
3	48.402	19.49	11.527	12.91	0.101	0.987	30000.0
4	50.579	20.542	12.424	13.785	0.109	0.985	120000.0
5	48.31	19.574	11.61	12.81	0.104	0.987	60000.0
6	47.086	19.791	11.311	13.053	0.11	0.986	50000.0
7	48.851	19.833	11.84	13.245	0.107	0.986	40000.0
8	49.061	19.808	11.717	13.2	0.103	0.987	30000.0
9	48.554	19.985	11.215	13.012	0.111	0.987	40000.0
10	47.781	19.903	11.147	12.992	0.113	0.986	60000.0
