Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	20	21	11	7	4	8	0	6	1	1	7	2	6	0	0	5	9	0	7	20
V2	11	122	253	38	9	4	88	7	4	20	1	0	0	20	8	24	7	0	0	0
V3	7	32	7	60	0	2	19	2	19	60	0	8	6	6	0	0	0	0	4	3
V4	0	28	12	21	10	3	0	0	30	18	0	0	9	0	3	3	22	0	0	0
V5	0	110	19	39	0	5	0	0	32	29	3	0	0	14	0	19	0	0	0	0
V6	2	7	3	21	12	15	17	7	2	6	4	11	0	0	3	7	0	0	0	55
V7	14	142	160	13	4	7	10	8	5	4	13	0	0	0	1	13	0	4	0	0
V8	57	6	32	10	0	37	0	37	1	0	49	0	23	6	4	3	0	6	0	0
V9	14	139	7	1	5	0	0	0	0	2	0	0	6	1	3	5	19	0	0	0
V10	9	10	12	0	47	12	6	8	20	1	15	79	0	2	9	3	3	1	0	0
V11	45	39	0	0	9	3	1	15	0	0	9	16	0	0	13	7	0	0	3	0
V12	164	35	88	6	17	4	158	0	28	12	9	0	2	5	7	3	8	16	0	0
V13	169	0	11	196	0	18	0	2	48	77	4	0	0	63	0	0	1	5	0	32
V14	42	1	10	57	2	39	0	50	20	27	33	20	0	36	1	1	0	4	1	0
V15	12	4	2	97	0	1	0	2	27	15	0	0	0	29	2	1	0	0	0	0
V16	112	26	35	27	17	1	0	0	23	26	0	2	25	5	8	0	0	0	0	13
V17	26	14	3	6	0	3	0	4	5	0	1	0	0	1	3	4	14	2	0	0
V18	8	20	19	1	16	34	0	74	1	0	33	7	20	1	14	0	23	0	0	0
V19	162	81	59	1	18	7	0	1	4	0	5	0	1	2	0	8	0	18	6	0
V20	4	221	98	8	4	9	0	7	3	2	9	17	0	22	3	3	9	2	0	0
V21	3	97	0	330	50	37	0	34	76	62	21	0	6	68	12	30	0	0	0	0
V22	26	46	53	14	15	5	39	6	50	37	0	11	0	0	2	9	0	0	15	0
V23	13	195	0	0	0	0	2	0	0	0	0	8	0	0	3	13	0	1	5	0
V24	26	50	4	11	0	6	0	13	0	7	8	4	0	3	0	3	0	1	0	0
V25	35	25	4	61	0	1	0	1	29	14	0	0	0	18	2	1	1	0	0	0
V26	0	51	18	0	139	0	94	0	7	0	0	0	18	0	0	3	0	0	38	0
