Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	2.35E+00	7.48E-01	1.87E+00	1.60E+00	3.80E+00	1.60E+00
V2	3.17E+00	9.36E-01	5.93E-01	3.14E+00	0.00E+00	2.45E+00
V3	4.96E-01	2.08E+00	1.00E+00	5.54E-01	2.03E+00	1.44E+00
V4	6.23E+00	5.80E+00	4.76E-01	2.08E+00	1.25E+00	3.95E+00
V5	2.23E+00	0.00E+00	2.26E+00	1.25E+00	3.15E+00	4.07E-01
V6	0.00E+00	8.62E-01	1.63E-01	0.00E+00	1.00E+00	4.90E-01
V7	2.01E+00	8.38E+00	1.40E+00	8.18E+00	3.48E-01	1.52E+00
V8	1.14E+00	2.96E+00	3.96E+00	1.21E+00	9.29E-01	1.05E+00
V9	7.18E-01	2.10E+00	1.54E+00	1.02E+00	1.74E+00	3.42E-01
V10	1.53E-01	2.33E-01	1.52E+00	9.36E-01	2.02E+00	1.73E+00
V11	7.45E+00	5.60E+00	1.54E+00	2.39E+00	2.43E+00	2.43E+00
V12	6.94E+00	6.33E+00	8.03E-01	2.50E+00	3.76E+00	3.24E+00
V13	1.53E+00	2.46E+00	2.26E+00	1.81E+00	5.82E-01	1.58E+00
V14	1.18E+01	7.77E-01	2.86E+00	1.10E+01	3.21E+00	0.00E+00
V15	6.11E-01	7.62E+00	1.34E+00	9.32E+00	7.22E-01	2.46E+00
V16	4.92E+00	6.18E+00	2.36E+00	4.06E+00	9.24E-01	3.44E+00
V17	6.75E+00	7.61E-01	1.61E+00	8.50E+00	2.17E+00	5.27E+00
V18	1.01E+01	2.10E+00	1.35E+00	9.40E+00	7.72E-01	5.81E-01
V19	6.10E+00	2.89E+00	1.28E+00	3.66E+00	1.12E+00	2.07E+00
V20	1.21E+00	1.10E+01	2.20E+00	1.03E+01	0.00E+00	0.00E+00
V21	4.11E+00	0.00E+00	6.57E-01	1.35E+00	3.43E+00	3.49E+00
V22	2.25E+00	3.37E+00	4.63E+00	1.98E+00	2.76E+00	7.67E-01
V23	4.67E+00	8.84E-01	4.90E-01	3.06E+00	9.29E-01	1.21E+00
V24	0.00E+00	7.60E-01	1.42E+00	4.00E-01	7.30E-01	1.94E+00
V25	1.81E+00	2.34E+00	1.69E+00	2.11E+00	4.96E-01	1.57E+00
V26	1.76E+00	0.00E+00	4.25E+00	1.60E+00	3.26E+00	1.06E+00
V27	4.42E-01	9.59E+00	2.21E-01	1.05E+01	7.72E-01	2.62E+00
V28	3.62E+00	2.19E+00	1.44E+00	2.35E+00	3.47E+00	1.37E+00
V29	1.18E+01	2.01E+00	1.34E+00	1.04E+01	0.00E+00	2.20E+00
V30	8.88E-01	1.29E+00	5.96E-01	3.00E-01	0.00E+00	1.53E+00
V31	1.77E+00	3.48E+01	1.18E+00	3.68E+01	1.42E+00	3.03E+00
V32	2.45E+01	1.92E+00	7.95E-01	2.44E+01	7.63E-01	2.40E+00
V33	9.21E-01	7.89E-01	2.28E+00	1.34E+00	2.17E+00	3.05E+00
V34	1.51E+00	8.30E-01	2.62E+00	1.10E+00	2.48E+00	4.73E-01
V35	2.62E+00	4.29E+00	2.40E+00	2.03E+00	1.37E+00	3.80E+00
V36	9.64E-01	1.09E+01	1.53E+00	1.24E+01	6.87E-01	1.45E+00
V37	0.00E+00	2.67E+01	6.84E-01	2.74E+01	7.81E-01	2.25E+00
V38	3.21E+00	2.52E+00	1.62E+00	1.73E+00	1.39E+00	2.45E+00
V39	3.87E+00	2.67E+00	1.76E+00	3.23E+00	1.36E+00	3.38E+00
V40	2.04E+00	2.22E+00	1.02E+00	1.09E+00	5.63E-01	1.17E+00
V41	9.94E-01	3.21E+00	2.13E+00	1.46E+00	1.00E-01	3.38E+00
V42	1.70E+00	1.58E+01	2.71E+00	1.94E+01	2.20E+00	5.96E+00
V43	4.99E+00	4.73E-01	2.24E+00	5.29E+00	2.99E+00	3.40E+00
V44	1.21E+00	3.89E+00	3.01E+00	1.16E+00	3.40E+00	1.99E+00
V45	4.70E+00	7.44E+00	9.29E-01	5.67E+00	0.00E+00	3.09E+00
V46	1.00E-01	0.00E+00	1.01E+00	1.16E+00	1.80E+00	1.39E+00
V47	9.35E+00	1.90E+00	2.68E+00	8.30E+00	7.03E-01	1.94E+00
V48	2.81E+00	3.86E+00	2.29E+00	1.73E+00	1.91E+00	2.92E+00
V49	1.63E+00	1.85E+00	1.95E+00	2.44E+00	2.94E+00	1.70E+00
V50	1.27E+00	4.59E+00	3.06E-01	4.49E+00	1.57E+00	2.20E+00
V51	1.66E+01	1.74E+00	7.00E-01	1.74E+01	3.27E-01	1.29E+00
V52	4.75E+00	2.90E+00	2.24E+00	2.92E+00	8.17E-01	1.60E+00
V53	9.83E-01	7.32E+00	3.40E+00	4.00E-01	1.03E+00	6.12E+00
V54	4.50E+00	2.35E+00	4.53E-01	3.33E+00	2.36E+00	1.25E+00
V55	3.35E+00	2.01E+00	3.19E+00	3.92E+00	1.30E+00	2.47E+00
V56	2.75E+00	1.35E+01	1.78E+00	1.99E+01	7.17E+00	2.91E+00
V57	1.28E+00	2.08E+01	1.40E+00	2.16E+01	6.01E-01	2.44E+00
V58	1.52E+00	9.12E+00	1.00E+00	8.02E+00	9.19E-01	2.21E-01
V59	1.67E+00	0.00E+00	2.47E+00	1.32E+00	3.52E+00	0.00E+00
V60	0.00E+00	8.83E-01	8.70E-01	1.64E+00	1.17E+00	1.05E+00
V61	1.70E+00	6.97E+00	1.40E+00	8.95E+00	1.50E+00	1.77E+00
V62	7.34E-01	4.90E-01	2.07E+00	9.00E-01	2.24E+00	2.34E+00
V63	2.16E+00	1.99E+00	2.92E+00	1.19E+00	3.65E-01	2.56E+00
V64	9.07E-01	2.71E+01	1.80E+00	3.09E+01	3.31E+00	2.50E+00
V65	0.00E+00	3.40E+00	4.99E-01	3.47E+00	9.66E-01	1.43E+00
V66	0.00E+00	2.33E-01	2.21E-01	9.00E-01	1.88E+00	1.79E+00
V67	4.01E+00	1.07E+00	4.58E-01	4.40E+00	6.00E-01	1.77E+00
V68	1.40E+00	4.46E+00	4.34E+00	2.37E+00	2.71E+00	1.89E+00
V69	2.01E+00	8.90E+00	9.21E-01	1.01E+01	2.51E+00	3.96E-01
V70	7.18E-01	2.66E+00	1.81E+00	3.07E+00	3.96E-01	1.03E+00
V71	9.76E+00	9.20E-01	3.49E+00	7.90E+00	1.00E-01	2.72E+00
V72	4.07E+00	1.63E+01	1.05E+00	1.46E+01	0.00E+00	2.62E+00
V73	0.00E+00	2.83E+00	5.00E-01	1.88E+00	7.33E-01	2.75E+00
V74	0.00E+00	2.76E+00	1.30E+00	1.64E+00	3.40E+00	2.81E+00
V75	0.00E+00	7.00E-01	8.67E-01	4.52E-01	0.00E+00	1.20E+00
V76	1.39E+00	5.10E+00	1.71E+00	6.35E+00	1.45E+00	2.04E+00
V77	4.69E+00	3.03E+00	1.43E+00	4.34E+00	1.22E+00	2.86E+00
V78	1.24E+00	9.97E+00	1.65E+00	9.80E+00	1.24E+00	1.77E+00
V79	2.31E+00	5.31E+00	2.99E+00	5.30E+00	0.00E+00	2.16E+00
V80	3.16E+00	0.00E+00	1.35E+00	2.50E+00	9.19E-01	1.38E+00
V81	2.00E-01	0.00E+00	3.27E-01	0.00E+00	2.77E-01	3.35E-01
V82	1.67E+00	0.00E+00	1.18E+00	1.30E+00	9.20E-01	2.67E-01
V83	0.00E+00	1.35E+00	9.68E-01	1.29E+00	2.18E+00	1.72E+00
V84	2.15E+00	5.86E-01	1.48E+00	1.26E+00	6.67E-01	1.37E+00
V85	2.21E-01	1.62E+00	3.35E-01	1.19E+00	4.96E-01	7.42E-01
V86	5.54E+00	3.80E+00	1.53E+00	1.98E+00	1.65E+00	2.40E+00
V87	3.06E-01	0.00E+00	2.43E+00	1.14E+00	1.98E+00	1.20E+00
V88	3.69E+00	2.79E+00	1.68E+00	2.48E+00	1.37E+00	2.38E+00
V89	1.68E+00	7.11E+00	1.69E+00	8.47E+00	1.16E+00	2.16E+00
V90	1.25E+00	4.81E+00	3.16E+00	3.96E+00	0.00E+00	1.53E+00
V91	6.50E+00	5.07E+00	1.71E+00	2.16E+00	0.00E+00	4.47E+00
V92	2.88E+00	2.23E+00	2.24E-01	1.92E+00	1.76E+00	2.57E+00
V93	2.48E+00	2.88E+00	0.00E+00	2.17E+00	1.11E+00	1.83E+00
V94	8.62E-01	2.34E+00	9.75E-01	3.27E+00	8.33E-01	3.32E+00
V95	5.62E-01	3.69E+00	1.70E+00	3.43E+00	1.14E+00	5.67E-01
V96	2.81E+00	4.00E+00	3.65E-01	4.02E+00	3.59E-01	7.18E-01
V97	6.46E-01	1.44E+01	3.21E+00	1.29E+01	8.00E-01	2.94E+00
V98	5.98E+00	1.75E+00	2.27E+00	5.55E+00	2.38E+00	3.61E+00
V99	2.70E+00	5.57E+00	7.45E-01	5.02E+00	2.17E+00	9.71E-01
V100	4.07E-01	8.72E+00	2.28E+00	7.35E+00	2.17E+00	1.32E+00
