NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.676	19.816	13.422	13.434	0.088	0.988	50000.0
2	55.414	18.886	12.916	13.108	0.086	0.988	60000.0
3	58.071	19.629	13.413	13.421	0.087	0.987	90000.0
4	60.35	20.427	13.981	14.089	0.091	0.986	60000.0
5	59.794	19.964	14.014	13.782	0.089	0.986	80000.0
6	57.209	19.608	12.865	13.036	0.089	0.987	30000.0
7	57.181	19.681	13.003	13.18	0.089	0.988	40000.0
8	58.098	19.762	13.4	13.552	0.088	0.987	80000.0
9	59.003	20.335	13.916	14.289	0.088	0.985	60000.0
10	58.099	19.679	13.553	13.718	0.084	0.987	90000.0
