Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	17	23	29	194	6	0	0	0
V2	9	14	1	0	7	19	17	3
V3	12	14	0	7	14	70	14	3
V4	48	36	5	10	245	19	0	6
V5	2	43	166	0	1	115	8	14
V6	23	33	0	125	0	0	19	33
V7	103	0	3	209	25	0	120	5
V8	134	13	0	19	0	20	10	0
V9	33	12	65	4	30	35	46	0
V10	24	204	74	401	58	127	0	0
V11	172	0	21	12	11	0	20	12
V12	178	87	16	0	30	22	17	16
V13	89	0	17	7	5	4	23	0
V14	9	0	30	0	10	25	26	35
V15	2	30	75	22	1	0	0	0
V16	2	3	20	15	123	0	38	0
V17	0	141	9	15	3	8	0	0
V18	43	53	0	17	4	35	18	14
V19	114	1	0	0	0	71	0	14
V20	178	32	34	0	53	34	35	64
V21	8	33	38	23	32	57	7	40
V22	2	29	332	1	49	52	93	2
V23	6	48	144	107	73	57	10	16
V24	0	0	69	13	218	67	60	0
V25	9	0	5	10	160	20	44	0
V26	10	20	83	9	19	2	0	38
V27	9	102	12	43	166	6	10	3
V28	27	22	0	102	3	8	50	63
V29	146	0	0	1	0	0	0	0
V30	98	7	4	28	0	6	4	14
V31	19	12	0	0	8	46	0	67
V32	22	57	16	13	15	9	0	12
V33	23	23	1	3	15	0	21	0
V34	1	53	122	100	0	15	8	93
V35	143	3	11	116	7	0	48	1
V36	101	0	30	7	232	65	81	53
V37	37	42	101	0	11	40	10	38
V38	56	9	0	76	0	12	17	20
V39	2	67	30	27	33	26	29	51
V40	439	13	12	76	56	16	38	69
V41	7	0	2	0	15	22	23	29
V42	156	212	40	33	0	0	4	15
V43	15	3	34	0	331	85	86	3
V44	12	19	101	5	12	18	13	1
V45	56	5	25	34	122	0	156	0
V46	2	0	3	219	0	220	9	51
V47	110	13	2	33	0	0	1	0
V48	7	0	1	0	34	98	44	34
V49	45	53	15	24	24	0	19	0
V50	14	179	62	2	11	293	3	0
V51	1	6	258	123	6	14	0	0
V52	3	54	135	6	3	7	0	6
V53	6	181	57	36	4	0	48	17
V54	5	0	192	151	8	24	29	21
V55	56	12	106	0	0	0	0	27
V56	9	6	1	93	40	1	5	0
V57	13	43	0	5	39	16	24	0
V58	6	5	20	29	4	18	0	4
V59	172	70	157	21	1	72	0	36
V60	6	18	12	7	0	57	0	24
V61	418	0	55	8	0	19	0	20
V62	5	235	28	17	62	0	7	9
V63	4	0	54	54	0	4	8	30
V64	0	4	3	1	0	8	1	7
V65	0	91	52	54	0	19	0	0
V66	50	11	7	0	0	39	0	132
V67	19	46	28	14	117	17	0	25
V68	401	12	210	78	235	34	0	81
V69	91	28	1	66	117	9	19	0
V70	21	0	26	34	45	0	22	0
V71	2	3	4	16	5	23	19	0
V72	258	1	3	11	0	40	5	6
V73	29	0	14	0	0	2	0	0
V74	38	19	11	147	16	95	0	0
V75	119	12	4	15	42	0	132	0
V76	34	114	0	0	96	4	98	0
V77	2	0	98	0	6	2	11	27
V78	1	27	32	1	6	60	6	31
V79	0	8	0	18	4	20	7	4
V80	32	0	10	9	1	3	14	0
V81	114	18	0	30	14	0	12	6
V82	1	48	0	23	35	0	52	0
V83	35	2	177	2	5	8	15	0
V84	81	32	17	8	140	4	73	20
V85	5	6	2	1	3	2	12	0
V86	21	557	10	19	68	66	66	65
V87	40	9	0	7	9	392	0	87
V88	44	49	28	43	0	0	0	8
V89	15	35	0	1	20	23	26	9
V90	2	1	3	0	7	67	15	9
V91	5	18	35	12	31	0	8	3
V92	67	261	1	27	0	22	8	43
V93	0	0	0	243	0	70	22	35
V94	21	91	235	22	27	13	14	0
V95	51	1	3	7	14	36	6	9
V96	111	13	36	49	21	21	19	29
V97	9	119	20	4	0	0	0	0
V98	10	18	97	0	25	23	16	32
V99	75	239	52	0	0	46	3	15
V100	2	5	125	43	18	77	5	65
