Samples	ID83A	ID83B
V1	4.50E+00	4.50E+00
V2	1.27E+02	1.27E+02
V3	1.18E+01	1.18E+01
V4	1.13E+01	1.13E+01
V5	1.61E+01	1.61E+01
V6	1.87E+01	1.87E+01
V7	9.77E+00	9.77E+00
V8	2.12E+01	2.12E+01
V9	1.24E+01	1.24E+01
V10	1.48E+01	1.48E+01
V11	1.76E+01	1.76E+01
V12	4.32E+00	4.32E+00
V13	3.77E+01	3.77E+01
V14	4.10E+01	4.10E+01
V15	9.17E+00	9.17E+00
V16	5.39E+00	5.39E+00
V17	4.70E+01	4.70E+01
V18	1.39E+01	1.39E+01
V19	9.46E+00	9.46E+00
V20	0.00E+00	0.00E+00
V21	1.02E+01	1.02E+01
V22	1.26E+01	1.26E+01
V23	4.77E+01	4.77E+01
V24	3.48E+01	3.48E+01
V25	2.37E+01	2.37E+01
V26	2.08E+01	2.08E+01
V27	9.37E+00	9.37E+00
V28	7.22E+00	7.22E+00
V29	2.46E+01	2.46E+01
V30	6.66E+01	6.66E+01
V31	2.33E+01	2.33E+01
V32	1.26E+01	1.26E+01
V33	3.21E+01	3.21E+01
V34	5.40E+00	5.40E+00
V35	1.78E+01	1.78E+01
V36	5.69E+01	5.69E+01
V37	4.21E+00	4.21E+00
V38	9.71E+00	9.71E+00
V39	3.18E+01	3.18E+01
V40	1.97E+00	1.97E+00
V41	3.68E+00	3.68E+00
V42	1.51E+01	1.51E+01
V43	3.74E+01	3.74E+01
V44	2.85E+01	2.85E+01
V45	8.75E-01	8.75E-01
V46	1.01E+01	1.01E+01
V47	3.69E+01	3.69E+01
V48	1.72E+01	1.72E+01
V49	2.58E+01	2.58E+01
V50	8.53E+00	8.53E+00
V51	1.25E+01	1.25E+01
V52	1.19E+02	1.19E+02
V53	4.80E+01	4.80E+01
V54	1.34E+01	1.34E+01
V55	2.16E+01	2.16E+01
V56	3.07E+01	3.07E+01
V57	1.95E+01	1.95E+01
V58	1.55E+01	1.55E+01
V59	2.00E+01	2.00E+01
V60	2.28E+01	2.28E+01
V61	2.41E+01	2.41E+01
V62	2.34E+01	2.34E+01
V63	4.76E+01	4.76E+01
V64	8.85E+00	8.83E+00
V65	1.38E+01	1.38E+01
V66	2.14E+01	2.14E+01
V67	2.26E+01	2.26E+01
V68	1.53E+01	1.53E+01
V69	1.70E+01	1.70E+01
V70	1.50E+01	1.50E+01
V71	9.51E+00	9.51E+00
V72	1.43E+01	1.43E+01
V73	1.70E+01	1.70E+01
V74	2.28E+01	2.28E+01
V75	5.21E+01	5.21E+01
V76	2.12E+01	2.12E+01
V77	6.12E+01	6.12E+01
V78	2.13E+01	2.13E+01
V79	1.67E+01	1.67E+01
V80	2.53E+01	2.53E+01
V81	1.21E+01	1.21E+01
V82	6.37E+00	6.37E+00
V83	1.69E+01	1.69E+01
V84	8.00E+00	8.00E+00
V85	7.65E+00	7.65E+00
V86	2.51E+01	2.51E+01
V87	1.81E+01	1.81E+01
V88	9.56E+00	9.56E+00
V89	4.07E+01	4.07E+01
V90	3.74E+00	3.74E+00
V91	4.82E+01	4.82E+01
V92	7.59E+00	7.59E+00
V93	8.23E+00	8.29E+00
V94	7.49E+00	7.49E+00
V95	1.79E+01	1.79E+01
V96	2.87E+01	2.87E+01
V97	7.34E+00	7.34E+00
V98	1.17E+01	1.17E+01
V99	2.76E+01	2.76E+01
V100	9.75E+00	9.75E+00
