Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	94	8	12	4	16	20	0	15	16	13	12	4	9	6	55	0	0	0	5
V2	46	82	0	11	5	0	0	10	0	0	0	0	2	0	0	0	2	26	3
V3	49	0	157	30	13	0	0	15	1	1	0	0	2	11	0	0	0	0	3
V4	20	0	6	111	82	3	0	10	1	0	0	0	2	1	0	0	0	0	0
V5	88	95	34	54	22	4	0	6	1	0	0	5	13	4	0	0	0	0	6
V6	71	10	8	35	30	13	138	4	5	3	0	13	26	3	0	1	7	0	0
V7	0	1	72	36	59	8	9	0	0	3	3	0	3	0	2	0	0	0	0
V8	5	186	8	20	10	29	7	3	18	0	9	1	3	0	14	0	0	0	5
V9	57	44	9	19	31	20	0	65	0	0	17	0	33	20	6	0	0	0	2
V10	69	8	60	213	160	8	0	48	0	2	8	13	14	6	0	7	0	0	0
V11	0	0	6	6	5	13	9	0	7	19	0	3	0	0	2	0	0	0	0
V12	36	0	26	3	8	5	0	9	2	0	21	17	3	19	0	0	0	0	0
V13	122	1	30	45	39	17	0	29	0	0	3	9	14	6	0	3	0	0	0
V14	10	56	0	2	3	5	0	0	1	2	0	0	4	0	0	2	0	13	0
V15	0	28	15	0	0	104	52	0	1	27	42	9	0	11	0	9	0	0	3
V16	0	42	80	217	114	3	0	0	75	75	0	0	4	1	15	0	0	1	0
V17	14	9	0	0	0	42	13	8	70	79	1	22	0	5	9	0	7	0	0
V18	124	40	12	0	0	14	0	45	147	121	35	1	39	11	0	0	0	20	0
V19	2	89	52	0	0	4	27	5	50	17	0	37	0	0	0	3	30	0	20
V20	76	5	159	0	0	25	10	23	2	16	25	31	38	0	31	0	7	0	0
V21	0	166	29	59	2	3	5	0	3	6	1	5	1	12	0	10	0	0	45
V22	11	31	3	2	2	50	0	6	6	1	40	32	0	27	28	0	15	0	0
V23	0	1	60	23	35	20	0	0	1	0	28	20	2	0	3	19	1	0	0
V24	9	0	46	90	32	1	17	2	12	8	11	6	0	0	0	0	0	0	0
V25	17	1	54	0	5	21	120	8	55	4	19	11	4	4	2	21	4	0	1
V26	14	0	115	1	12	0	0	22	0	8	4	3	0	1	0	12	0	8	3
V27	105	5	49	0	4	15	0	32	49	6	15	7	15	0	27	16	0	19	0
V28	6	2	0	13	39	3	0	7	19	16	3	2	0	1	0	2	1	0	1
V29	33	4	13	4	7	0	0	8	0	9	0	0	3	0	0	7	0	0	0
V30	145	42	0	35	28	0	0	50	1	0	0	0	17	0	0	0	0	0	3
V31	1	35	10	125	65	3	71	0	13	4	3	0	0	1	7	3	0	0	3
V32	16	2	4	0	0	11	17	2	10	4	0	0	3	0	0	1	0	0	2
V33	8	37	149	2	2	39	0	5	1	5	37	11	0	0	0	37	32	18	21
V34	6	47	433	0	15	143	0	1	0	0	64	0	0	21	15	0	0	34	2
V35	2	43	1	7	6	4	54	0	39	0	0	1	0	2	41	5	0	0	2
V36	5	72	0	2	1	25	0	0	0	0	12	12	0	11	13	17	0	0	7
V37	153	195	9	7	6	17	60	23	4	17	11	11	24	3	0	0	0	0	23
V38	11	1	0	12	12	12	1	0	3	1	27	9	2	4	0	0	0	0	1
V39	28	27	9	0	0	0	16	24	5	7	0	10	0	0	0	1	38	0	0
V40	0	22	44	47	31	0	0	0	3	0	11	1	0	7	1	6	0	1	4
V41	18	0	51	239	134	13	21	0	2	28	18	27	2	8	21	12	9	0	0
V42	176	3	10	29	10	0	9	17	8	0	0	0	21	0	0	2	7	0	1
V43	0	17	2	24	40	3	0	0	0	0	5	0	2	0	0	0	0	0	3
V44	24	6	23	4	7	4	12	3	61	38	0	2	3	0	0	0	34	0	0
V45	0	1	0	2	0	14	14	0	2	0	8	10	0	0	0	0	0	0	1
V46	0	1	7	16	7	16	0	0	3	3	30	15	3	8	14	0	0	0	1
V47	26	0	21	3	1	10	0	9	0	0	4	0	14	11	0	1	5	0	0
V48	258	33	25	58	123	4	0	80	17	15	0	7	15	3	0	0	30	43	5
V49	0	300	22	11	24	16	0	0	4	0	11	8	0	8	0	0	16	60	24
V50	55	43	67	11	34	9	26	13	0	5	5	0	0	1	0	0	1	19	8
V51	102	1	2	30	23	28	6	32	15	61	2	0	12	10	0	0	1	0	0
V52	32	24	0	0	0	3	0	1	0	0	0	1	6	3	0	19	5	0	0
V53	0	0	145	16	58	9	68	0	0	4	0	0	5	0	13	35	0	0	1
V54	5	30	29	36	94	40	116	0	27	69	0	12	1	2	31	23	0	7	0
V55	224	3	15	0	5	36	34	75	26	0	0	8	66	0	2	0	0	0	5
V56	0	91	164	0	0	0	8	1	11	15	0	3	0	12	0	21	6	0	0
V57	0	0	65	6	1	11	11	0	0	0	10	0	1	4	0	22	0	2	2
V58	10	272	0	5	1	2	0	2	0	0	0	0	13	1	0	0	16	0	11
V59	7	6	0	1	2	0	0	7	1	2	0	0	2	6	0	0	6	0	1
V60	16	8	1	0	1	2	0	8	0	0	0	0	6	0	0	0	2	0	0
V61	185	18	0	0	1	0	0	22	8	13	0	0	53	0	0	0	10	0	0
V62	13	12	45	0	0	13	9	2	10	0	2	12	0	19	0	10	0	0	1
V63	66	29	61	4	12	2	0	25	0	5	0	2	3	0	0	0	36	17	0
V64	162	11	3	2	3	2	0	75	1	5	0	0	14	0	0	0	12	0	0
V65	38	4	0	0	0	67	0	4	0	0	24	54	0	53	21	0	30	0	0
V66	5	38	7	0	2	3	12	0	41	0	0	3	0	6	12	14	0	6	6
V67	38	36	25	0	0	5	0	15	14	0	59	15	1	16	5	17	0	0	0
V68	0	228	0	0	0	0	8	0	11	4	1	0	3	0	1	7	0	10	14
V69	48	4	6	42	18	6	0	15	1	0	0	6	5	2	0	0	0	0	0
V70	41	33	39	16	5	0	0	23	6	8	0	0	3	0	4	3	1	7	0
V71	23	41	0	26	41	17	2	0	0	2	3	0	0	0	4	0	3	14	0
V72	77	32	0	0	0	1	5	3	1	0	0	0	3	1	1	0	0	0	0
V73	4	7	20	2	1	48	0	0	0	0	2	22	1	32	9	0	0	0	0
V74	15	20	46	0	0	57	0	20	3	2	0	41	0	13	0	15	17	0	0
V75	73	210	43	34	17	40	0	7	2	8	18	5	0	16	0	5	8	24	23
V76	0	13	12	9	11	0	1	0	0	2	3	2	0	1	2	0	0	0	3
V77	126	0	10	2	22	0	0	39	3	3	5	0	31	0	0	8	3	0	0
V78	43	6	148	17	6	3	25	0	1	0	0	16	10	3	9	18	0	0	6
V79	3	1	99	67	108	1	9	7	29	0	0	0	0	3	0	11	0	0	1
V80	23	0	107	24	9	22	11	2	1	4	11	0	0	14	0	18	0	29	4
V81	3	11	27	0	1	0	0	2	3	5	6	2	0	3	13	0	4	0	3
V82	0	106	27	282	166	1	116	2	65	50	6	21	0	4	0	12	0	0	5
V83	9	25	15	0	0	18	0	0	0	0	6	0	0	20	1	0	2	3	1
V84	5	32	81	0	0	61	0	7	0	0	1	14	1	22	2	0	0	0	3
