Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V57	9.32E-01	2.45E+01	2.06E+00	2.35E+00	4.87E+00	2.13E+00	2.56E+01	2.65E+00
V58	1.90E+00	6.16E-01	1.60E+00	0.00E+00	6.23E-01	8.65E+00	1.91E+00	8.97E+00
V59	5.64E+00	1.14E+00	8.79E+00	5.21E-01	2.48E+00	5.47E+00	1.07E+01	7.45E+00
V60	5.33E+00	9.49E+00	5.12E-01	2.53E+00	6.96E-01	2.21E-01	1.27E+01	2.54E+00
V61	2.42E+00	7.15E+00	4.46E+00	1.75E+00	3.34E+00	5.12E-01	1.01E+01	7.27E-01
V62	1.00E-01	1.69E+00	3.43E+00	1.97E+00	5.56E+00	3.32E+00	6.90E+00	3.99E+00
V63	1.17E+00	2.70E+01	7.22E-01	2.14E+00	2.27E+00	4.45E+00	3.20E+01	3.04E+00
V64	4.07E+00	1.73E+01	4.98E+00	1.24E+00	2.20E+00	2.02E+00	1.96E+01	2.18E+00
V65	3.56E+00	9.34E-01	1.41E+00	0.00E+00	7.37E-01	5.63E+00	1.80E+00	7.53E+00
V66	2.58E+00	2.05E+01	7.19E+00	1.34E+00	6.32E-01	1.11E+01	2.38E+01	1.06E+01
V67	2.75E+01	1.61E+00	2.65E+00	3.72E+00	1.79E+01	1.49E+01	1.92E+01	3.53E+01
V68	3.02E+00	1.38E+00	3.30E+00	2.49E+00	4.85E+00	2.56E+00	7.73E+00	4.91E+00
V69	1.48E+01	1.31E+00	0.00E+00	9.75E-01	3.52E+00	9.73E+00	3.41E+00	2.01E+01
V70	5.04E-01	4.24E+00	4.33E+00	3.16E+00	1.02E+00	8.14E-01	6.71E+00	1.99E+00
V71	3.96E-01	8.05E+00	8.57E+00	4.27E+00	3.62E+00	1.54E+00	1.26E+01	5.87E+00
V72	1.47E+01	5.67E+00	7.21E+00	1.42E+00	7.48E-01	2.47E+00	1.20E+01	1.31E+01
V73	3.96E-01	5.59E-01	1.89E+00	1.43E+00	8.46E-01	1.52E+00	3.06E-01	9.00E-01
V74	1.20E+01	1.49E+00	2.24E-01	1.15E+00	8.33E-01	1.11E+01	1.84E+00	1.55E+01
V75	6.54E-01	2.01E+00	1.46E+00	5.21E-01	5.17E+00	1.17E+00	6.12E+00	2.03E+00
V76	5.54E-01	2.21E+00	2.08E+00	9.64E-01	5.82E+00	5.34E+00	6.24E+00	6.70E+00
V77	5.30E+00	2.50E+00	1.64E+00	2.96E+00	3.89E-01	3.96E-01	3.08E+00	5.68E+00
V78	2.55E+01	7.00E-01	2.67E+00	1.74E+00	9.29E-01	3.42E+00	2.45E+00	2.65E+01
V79	1.96E+00	7.42E-01	1.94E+00	2.42E+00	5.40E+00	3.00E-01	2.97E+00	1.24E+00
V80	4.23E+00	4.91E+00	0.00E+00	8.97E-01	2.25E+00	0.00E+00	2.25E+00	3.08E+00
V81	1.17E+00	1.26E+00	5.42E-01	1.14E+00	0.00E+00	0.00E+00	1.40E+00	7.18E-01
V82	5.00E-01	9.24E-01	3.42E-01	1.78E+00	2.64E+00	0.00E+00	7.30E-01	3.00E-01
V83	1.57E+00	6.54E+00	9.20E-01	2.15E+00	4.73E-01	4.56E+00	6.56E+00	4.53E+00
V84	5.81E+00	1.23E+00	2.13E+00	1.84E+00	2.24E+00	0.00E+00	1.69E+00	6.99E+00
V85	1.82E+00	6.16E-01	6.57E-01	9.60E-01	5.41E+00	5.06E+00	6.72E+00	6.69E+00
V86	2.18E+00	6.74E-01	5.03E+00	1.62E+00	1.40E+00	1.34E+00	6.56E+00	2.63E+00
V87	1.38E+00	4.89E+00	3.59E-01	3.23E+00	2.96E+00	3.72E+00	4.73E+00	2.66E+00
V88	1.38E+01	7.89E+00	1.20E+00	1.31E+00	5.12E-01	8.10E+00	7.20E+00	1.37E+01
V89	0.00E+00	2.21E+00	3.78E+00	3.31E+00	2.15E+00	0.00E+00	4.00E-01	0.00E+00
V90	0.00E+00	1.28E+01	3.06E-01	3.69E+00	0.00E+00	9.00E-01	1.35E+01	0.00E+00
V91	2.55E+00	1.73E+00	7.86E-01	7.92E-01	1.30E+00	5.37E+00	1.59E+00	5.42E+00
V92	1.19E+01	1.30E+01	2.27E+00	2.16E+00	4.14E+00	3.71E+00	1.40E+01	1.20E+01
V93	9.39E+00	3.06E-01	0.00E+00	1.94E+00	1.03E+00	1.19E+00	1.45E+00	9.97E+00
V94	3.61E+00	2.13E+01	1.11E+01	3.17E+00	1.49E+00	9.32E+00	2.90E+01	8.30E+00
V95	1.99E+00	2.40E+00	4.02E+00	2.78E+00	2.16E+00	5.17E-01	3.28E+00	2.26E+00
V96	1.80E+00	0.00E+00	1.25E+00	1.32E+00	5.73E-01	0.00E+00	0.00E+00	1.84E+00
V97	4.36E+00	3.06E+00	6.78E+00	0.00E+00	3.50E+00	0.00E+00	8.01E+00	5.12E+00
V98	0.00E+00	6.90E-01	2.29E+00	1.79E+00	0.00E+00	0.00E+00	8.00E-01	0.00E+00
V99	1.06E+00	1.67E-01	5.26E-01	0.00E+00	5.86E-01	1.50E+00	2.00E-01	1.02E+00
V100	7.24E+00	2.48E+00	1.83E+00	9.87E-01	3.75E+00	1.12E+00	5.91E+00	7.30E+00
