MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	6.13E-04	1.86E-02	2.44E-03	8.45E-04	2.13E-02	3.00E-02	9.43E-03	3.53E-02	1.03E-02	1.47E-02	5.77E-02	4.02E-02	1.69E-02	7.91E-03	2.62E-02
1:Del:C:1	4.22E-05	3.27E-04	1.47E-09	0.00E+00	2.38E-03	1.11E-02	7.97E-03	1.62E-02	1.24E-02	5.91E-07	3.51E-02	4.35E-02	5.39E-03	1.49E-02	2.80E-03
1:Del:C:2	4.60E-08	2.00E-03	2.14E-04	5.94E-05	0.00E+00	9.40E-04	9.93E-04	2.70E-03	1.53E-03	0.00E+00	2.70E-03	1.84E-03	1.54E-03	5.76E-04	1.30E-03
1:Del:C:3	4.28E-04	3.50E-03	3.59E-04	3.01E-04	1.03E-04	5.83E-03	1.03E-03	1.06E-02	1.92E-03	3.93E-08	1.34E-03	1.97E-02	1.17E-03	7.63E-03	5.74E-03
1:Del:C:4	3.22E-04	1.34E-03	4.79E-05	3.66E-04	7.60E-04	2.87E-03	8.29E-05	7.09E-03	3.66E-03	6.46E-03	2.27E-03	1.17E-02	5.84E-03	2.32E-03	1.97E-03
1:Del:C:5	3.87E-04	2.11E-03	4.71E-07	2.40E-03	4.47E-04	5.60E-04	4.22E-04	3.53E-04	1.27E-03	2.55E-07	1.52E-02	7.16E-08	3.74E-02	1.85E-04	1.62E-02
1:Del:T:0	0.00E+00	3.08E-04	1.00E-03	1.51E-03	5.98E-03	1.36E-02	5.96E-03	1.05E-02	1.13E-02	2.29E-03	2.50E-02	2.10E-02	1.59E-02	9.64E-03	1.06E-02
1:Del:T:1	1.05E-04	1.06E-03	8.14E-07	1.78E-07	4.51E-06	1.15E-02	1.54E-03	2.71E-02	3.21E-03	0.00E+00	1.05E-02	7.21E-03	3.92E-03	1.44E-02	1.40E-03
1:Del:T:2	1.82E-03	2.08E-08	1.29E-08	1.68E-03	2.99E-04	2.40E-02	4.19E-03	1.83E-02	3.86E-03	3.62E-04	1.47E-02	1.02E-02	2.53E-02	1.36E-02	1.07E-02
1:Del:T:3	1.05E-03	7.57E-03	8.57E-03	2.86E-03	1.15E-03	2.04E-02	2.03E-03	1.84E-02	6.16E-03	4.73E-03	2.18E-02	8.83E-03	2.78E-02	2.39E-02	1.67E-02
