NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	75.565	32.067	20.169	20.914	0.205	0.963	20000.0
2	75.863	32.155	20.283	21.251	0.202	0.963	40000.0
3	89.701	37.176	31.659	28.882	0.209	0.936	20000.0
4	83.552	35.456	26.997	26.341	0.219	0.946	30000.0
5	74.517	31.385	19.806	20.501	0.199	0.964	30000.0
6	89.725	37.389	32.112	28.91	0.209	0.938	30000.0
7	95.176	40.26	34.683	31.39	0.226	0.927	30000.0
8	75.662	31.897	20.191	21.017	0.208	0.963	20000.0
9	75.921	31.551	20.132	20.225	0.202	0.967	50000.0
10	73.9	31.188	19.477	20.087	0.201	0.966	20000.0
