NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	141.508	52.269	53.731	39.217	0.331	0.884	20000.0
2	119.387	45.083	39.869	33.618	0.295	0.923	20000.0
3	131.856	48.978	49.367	37.371	0.307	0.899	40000.0
4	140.987	51.853	53.056	38.685	0.324	0.888	20000.0
5	124.749	46.375	42.993	34.855	0.292	0.923	50000.0
6	116.675	44.257	38.576	32.853	0.288	0.924	30000.0
7	118.549	45.469	39.635	33.873	0.299	0.922	20000.0
8	126.231	47.092	44.426	36.431	0.304	0.913	20000.0
9	126.598	47.175	44.929	36.918	0.301	0.913	20000.0
10	120.001	45.612	40.225	33.974	0.295	0.922	20000.0
