NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	68.379	22.188	15.757	13.203	0.121	0.987	60000.0
2	68.717	21.432	15.631	12.477	0.114	0.989	50000.0
3	69.178	21.069	15.795	12.237	0.112	0.99	60000.0
4	69.465	21.608	15.911	12.478	0.116	0.99	50000.0
5	70.223	21.686	16.06	12.593	0.114	0.99	40000.0
6	67.092	20.922	15.499	12.132	0.11	0.99	30000.0
7	67.901	21.22	15.117	12.415	0.113	0.989	30000.0
8	66.958	21.204	15.452	12.589	0.115	0.988	20000.0
9	67.898	21.322	15.38	12.479	0.118	0.989	30000.0
10	69.992	22.551	16.14	13.528	0.12	0.987	60000.0
