Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	1.38E+01	1.08E+01	9.09E+00	0.00E+00	8.50E+00
V2	2.65E+01	1.82E+01	1.62E+01	5.93E-01	9.17E+00
V3	2.99E+00	5.47E+00	1.80E+00	1.06E+00	5.80E+00
V4	2.51E+01	2.19E+01	1.37E+01	2.82E+00	3.82E+00
V5	8.27E+00	1.06E+01	6.55E+00	4.86E+00	4.92E+00
V6	1.14E+00	3.86E+00	1.73E+00	2.00E+00	3.55E+00
V7	1.28E+00	8.55E+00	0.00E+00	2.66E+00	9.08E+00
V8	9.37E+00	3.97E+00	1.98E+00	8.63E+00	3.28E+00
V9	2.20E+01	2.10E+01	1.28E+01	2.54E+00	1.84E+00
V10	1.01E+00	8.49E+00	1.53E+00	1.50E+00	8.20E+00
V11	6.67E+00	5.93E-01	2.61E+00	6.34E+00	1.65E+00
V12	1.40E+01	1.29E+01	5.72E+00	7.73E+00	1.48E+00
V13	1.47E+01	9.00E-01	1.20E+00	1.47E+01	8.60E-01
V14	2.13E-01	1.90E+00	1.31E+00	1.83E+00	1.55E+00
V15	7.63E+00	2.75E+00	1.28E+00	7.70E+00	2.68E+00
V16	1.14E+01	1.16E+01	7.69E+00	3.50E+00	1.26E+00
V17	2.28E+01	2.15E+01	1.41E+01	2.24E+00	4.37E+00
V18	4.50E+00	1.35E+01	9.55E-01	3.96E+00	1.38E+01
V19	9.15E+00	1.68E+01	9.94E-01	8.95E+00	1.72E+01
V20	6.62E+00	7.78E+00	3.58E+00	2.84E+00	2.33E+00
V21	1.27E+01	4.03E+01	1.53E+00	6.67E+00	4.02E+01
V22	5.50E+00	6.79E+00	1.00E+00	4.08E+00	5.95E+00
V23	3.27E+00	1.04E+01	3.60E+00	9.33E-01	9.84E+00
V24	2.06E+00	1.15E+01	6.46E-01	3.02E+00	1.40E+01
V25	2.66E+00	2.28E+00	4.60E+00	3.15E+00	1.99E+00
V26	4.16E+01	4.22E+01	2.51E+01	2.94E+00	1.28E+00
V27	4.29E+00	1.70E+01	4.45E+00	2.88E+00	1.76E+01
V28	1.13E+01	1.38E+01	6.53E+00	4.21E+00	3.79E-01
V29	9.82E+00	9.75E-01	4.56E+00	8.75E+00	9.04E-01
V30	4.74E+00	6.00E+00	2.92E+00	4.61E+00	2.86E+00
V31	2.30E+01	2.06E+01	1.55E+01	0.00E+00	5.16E+00
V32	9.94E-01	7.22E-01	3.17E+00	1.10E+00	3.52E+00
V33	2.28E+01	1.76E+01	1.35E+01	4.99E-01	5.72E+00
V34	2.47E+00	3.71E+00	4.18E+00	3.09E+00	7.24E+00
V35	1.70E+00	1.20E+00	1.65E+00	0.00E+00	2.22E+00
V36	6.29E+00	5.75E+00	3.37E+00	1.32E+00	1.57E+00
V37	1.38E+01	1.82E+01	7.37E+00	1.49E+01	8.23E-01
V38	1.04E+01	1.51E+01	3.66E+00	1.10E+00	1.81E+01
V39	2.08E+00	1.94E+00	2.31E+00	4.00E-01	1.53E+00
V40	5.62E+00	3.87E+00	3.46E+00	1.89E+00	1.85E+00
V41	2.38E+00	1.44E+01	2.27E+00	1.10E+00	1.46E+01
V42	7.94E+00	8.00E+00	4.55E+00	1.57E+00	5.91E+00
V43	1.53E+01	1.74E+01	9.32E+00	5.72E+00	1.59E+00
V44	7.60E+00	1.25E+01	9.29E-01	8.74E+00	1.42E+01
V45	2.63E+01	3.18E+01	1.58E+01	1.02E+01	7.37E-01
V46	8.16E+00	2.95E+00	1.39E+00	1.06E+01	1.63E+00
V47	2.61E+01	2.68E+01	1.34E+01	7.95E+00	2.71E+00
V48	1.65E+00	7.71E+00	3.51E+00	2.01E+00	1.04E+01
V49	5.96E-01	3.17E+00	1.00E-01	8.49E-01	3.40E+00
V50	6.36E+01	6.96E-01	1.74E+00	6.28E+01	3.79E-01
V51	3.24E+00	4.05E+00	5.22E+00	3.14E+00	5.77E+00
V52	3.18E+00	1.74E+00	5.91E+00	3.96E+00	4.70E+00
V53	2.64E+01	4.05E+01	1.83E+01	1.92E+01	1.21E+00
V54	8.14E+00	4.41E+00	4.98E+00	6.07E+00	2.68E+00
V55	4.47E+00	9.27E+00	1.55E+00	1.75E+00	1.15E+01
V56	9.16E+00	9.14E+00	3.99E+00	2.01E+00	9.29E-01
V57	5.40E+00	2.52E+00	3.03E+00	6.47E+00	3.31E+00
V58	1.48E+00	2.15E+00	6.13E+00	5.98E+00	3.21E+00
V59	2.48E+01	2.51E+01	1.29E+01	1.23E+01	2.74E+00
V60	8.06E+00	1.75E+00	7.19E-01	7.62E+00	1.06E+00
V61	2.24E+00	7.29E+00	0.00E+00	3.29E+00	8.63E+00
V62	7.11E+00	7.09E+00	4.77E+00	9.17E-01	2.00E-01
V63	9.02E+00	2.64E+00	3.31E+00	7.18E+00	5.62E+00
V64	1.55E+00	5.87E+00	5.93E-01	1.84E+00	6.51E+00
V65	3.69E+01	7.30E+00	9.67E-01	3.53E+01	5.14E+00
V66	4.01E+00	6.84E+00	2.95E+00	4.26E+00	6.19E+00
V67	1.17E+00	0.00E+00	1.54E+00	1.57E+00	5.78E-01
V68	1.17E+01	1.23E+01	4.89E+00	9.20E+00	2.60E-01
V69	2.46E+00	0.00E+00	1.95E+00	2.56E+00	1.83E+00
V70	3.89E+01	3.77E+01	2.39E+01	2.94E+00	2.69E-01
V71	6.40E+00	1.78E+01	2.48E+00	2.41E+00	2.27E+01
V72	3.20E+01	5.97E-01	2.30E+00	3.04E+01	2.77E-01
V73	2.16E+01	2.03E+01	1.23E+01	7.49E+00	2.13E+00
V74	6.91E+00	2.84E+00	1.27E+00	6.32E+00	2.52E+00
V75	4.49E+00	3.46E+00	2.05E+00	2.65E+00	1.69E+00
V76	3.33E+01	2.87E+01	1.40E+01	2.14E+01	5.72E+00
V77	1.50E+01	1.12E+01	8.81E+00	4.18E+00	6.17E+00
V78	8.40E+00	8.27E+00	4.28E+00	1.43E+00	1.02E+00
V79	3.16E+00	3.31E+01	8.67E-01	8.17E-01	3.14E+01
V80	2.91E+01	2.80E+01	1.65E+01	8.59E-01	3.18E+00
V81	3.24E+00	1.76E+00	6.84E-01	2.20E+00	1.21E+00
V82	2.73E+00	2.70E+00	1.91E+00	1.44E+00	2.35E+00
V83	1.70E+00	4.52E+00	3.55E+00	4.75E+00	2.16E+00
V84	7.34E+00	2.02E+00	4.77E-01	9.19E+00	2.11E+00
V85	3.54E+01	3.44E+01	2.06E+01	2.46E+00	0.00E+00
V86	0.00E+00	1.90E+00	2.97E+00	2.26E+00	9.21E-01
V87	4.06E+00	1.76E+00	8.43E-01	5.78E+00	4.02E+00
V88	5.05E+00	2.43E+01	1.32E+00	2.84E+00	2.41E+01
V89	1.17E+01	1.19E+01	7.34E+00	5.72E+00	6.18E-01
V90	1.36E+00	1.45E+01	4.27E+00	1.53E-01	1.16E+01
V91	7.96E+00	1.35E+01	4.90E+00	2.32E+00	1.72E+01
V92	3.01E+00	1.10E+01	1.21E+00	6.23E-01	1.13E+01
V93	2.06E+01	1.34E+01	1.28E+01	1.80E+00	1.01E+01
V94	3.36E+00	2.10E+00	2.33E+00	1.84E+00	3.16E+00
V95	1.82E+00	1.71E+00	4.96E+00	2.35E+00	4.98E+00
V96	4.88E+00	9.42E+00	4.42E+00	5.70E+00	5.16E-01
V97	1.53E+01	1.62E+01	9.85E+00	1.59E+00	1.65E+00
V98	1.21E+00	3.83E+00	3.95E+00	1.31E+00	3.65E+00
V99	5.33E+00	3.63E+00	3.89E+00	4.77E-01	5.27E+00
V100	2.04E+01	1.31E+01	1.31E+01	1.25E+00	1.27E+01
