Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	29	109	60	0	86
V2	33	219	26	0	12
V3	0	60	16	9	26
V4	33	80	274	25	77
V5	51	26	161	27	248
V6	0	24	58	63	23
V7	0	75	0	51	0
V8	27	18	15	163	36
V9	88	49	103	4	18
V10	0	85	21	20	12
V11	46	0	23	68	212
V12	161	25	57	7	23
V13	116	0	5	6	3
V14	0	14	9	23	19
V15	103	0	2	3	165
V16	102	32	164	2	0
V17	75	63	52	5	191
V18	0	128	3	176	10
V19	116	134	0	40	8
V20	4	25	8	126	68
V21	142	363	4	40	36
V22	48	64	5	28	47
V23	13	87	61	11	207
V24	16	152	0	64	6
V25	0	0	105	165	162
V26	111	147	77	132	2
V27	0	163	174	55	7
V28	51	35	10	86	1
V29	42	0	161	162	3
V30	79	4	5	30	155
V31	37	131	295	0	6
V32	4	0	54	8	187
V33	27	159	35	13	1
V34	0	70	207	96	46
V35	7	19	33	0	3
V36	2	34	12	66	45
V37	275	1	17	77	9
V38	109	187	8	3	78
V39	23	24	47	0	27
V40	0	35	34	77	32
V41	34	94	28	4	601
V42	2	15	46	45	99
V43	121	29	34	23	51
V44	0	149	2	269	86
V45	233	90	42	58	6
V46	131	0	3	19	29
V47	205	47	35	2	32
V48	16	112	92	39	9
V49	1	26	0	7	0
V50	393	0	0	281	0
V51	0	0	103	41	116
V52	0	8	267	34	43
V53	269	75	38	293	20
V54	117	27	78	2	4
V55	0	119	2	97	3
V56	29	39	12	32	6
V57	90	24	100	9	17
V58	0	0	288	111	43
V59	306	76	64	0	12
V60	64	0	2	33	14
V61	0	37	0	221	189
V62	17	20	50	8	0
V63	32	18	86	253	241
V64	0	56	13	126	6
V65	315	0	0	22	23
V66	20	41	95	53	78
V67	0	0	49	59	3
V68	181	9	5	12	1
V69	18	0	46	2	43
V70	50	132	73	94	0
V71	39	249	7	22	21
V72	202	0	10	256	1
V73	188	43	78	0	87
V74	63	9	21	31	2
V75	43	0	15	1	109
V76	456	40	33	0	85
V77	150	111	16	7	8
V78	57	43	9	1	2
V79	6	320	0	14	23
V80	58	117	75	0	45
V81	44	8	6	1	8
V82	20	9	128	1	0
V83	39	41	40	91	1
V84	41	0	0	163	88
V85	78	152	55	40	0
V86	0	4	110	15	9
V87	93	22	0	24	11
V88	34	244	21	29	4
V89	114	35	8	8	9
V90	0	114	135	0	83
V91	107	165	61	6	20
V92	34	91	2	3	70
V93	25	204	94	21	13
V94	51	19	21	8	42
V95	0	0	295	12	38
V96	65	13	33	119	3
V97	21	43	98	23	19
V98	0	29	145	9	93
V99	21	67	17	1	14
V100	31	184	33	10	91
