NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	38.492	14.569	9.183	8.619	0.081	0.995	40000.0
2	36.319	13.774	8.738	8.177	0.081	0.996	50000.0
3	36.831	14.094	8.87	8.222	0.082	0.995	40000.0
4	38.4	14.94	9.185	8.977	0.087	0.994	50000.0
5	37.627	13.932	9.085	8.334	0.078	0.995	30000.0
6	36.294	13.762	8.997	8.597	0.079	0.994	40000.0
7	39.017	14.696	9.217	8.473	0.084	0.995	40000.0
8	36.091	13.603	8.833	8.268	0.08	0.995	40000.0
9	35.263	13.319	8.41	8.009	0.08	0.996	40000.0
10	37.054	13.64	8.994	8.012	0.079	0.996	40000.0
