Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	14	0	6	9	28	0	8	6	0	13	0	1	3	15	1	0
V2	183	10	58	5	5	3	24	10	6	9	0	0	0	8	0	5
V3	27	14	0	3	26	31	13	9	62	4	0	32	7	9	0	0
V4	31	0	11	4	20	8	27	29	0	25	0	2	20	0	0	0
V5	0	315	4	3	31	16	2	5	0	2	0	41	10	0	0	14
V6	0	2	116	0	0	3	14	4	0	0	0	0	0	0	0	1
V7	33	178	46	15	21	14	1	12	41	4	0	19	0	0	50	0
V8	26	32	8	5	0	0	34	15	24	1	0	5	7	7	0	0
V9	241	1	33	4	70	80	0	0	0	0	0	6	4	0	42	3
V10	28	72	128	8	1	0	0	1	26	1	1	3	0	0	19	4
V11	90	18	0	34	39	4	10	5	0	0	0	4	12	0	0	20
V12	8	112	235	3	2	0	8	7	0	0	0	7	0	0	12	0
V13	54	2	0	30	63	7	4	6	0	10	3	10	23	0	5	0
V14	16	47	0	45	30	21	27	93	0	0	5	0	12	13	0	0
V15	64	17	57	7	7	11	6	9	0	1	0	0	31	0	20	22
V16	58	28	110	9	0	0	2	1	0	2	3	1	0	0	0	15
V17	49	19	24	3	18	0	8	2	16	2	20	12	0	0	0	16
V18	9	20	11	18	47	20	1	0	10	0	7	6	3	7	0	0
V19	14	12	6	7	8	7	51	126	0	38	0	0	13	24	0	0
V20	27	0	1	2	32	18	0	0	0	0	0	12	35	10	7	0
V21	7	86	241	83	56	55	5	0	17	0	99	0	0	2	0	2
V22	9	125	36	36	0	0	13	4	13	5	18	12	0	10	0	0
V23	127	63	7	16	77	229	8	10	57	0	11	0	6	8	0	0
V24	90	329	92	11	125	26	90	112	10	86	1	0	54	0	45	0
V25	36	196	69	4	13	0	27	45	27	45	1	14	0	43	0	0
V26	504	20	0	9	10	0	32	35	0	27	12	0	9	3	51	0
V27	4	107	46	0	0	0	26	61	40	32	0	1	0	34	0	0
V28	7	24	26	8	18	3	57	23	21	56	3	16	18	0	0	0
V29	35	1	190	30	30	32	0	1	0	0	15	33	4	0	0	1
V30	27	0	169	28	3	3	24	20	0	56	8	2	0	0	0	0
V31	36	26	17	0	3	8	2	2	6	9	0	0	0	1	21	0
V32	64	5	6	27	0	47	33	19	0	17	6	5	70	27	5	1
V33	0	25	3	15	7	0	1	0	3	1	3	0	0	6	0	4
V34	1	58	4	17	2	0	4	6	0	1	1	3	0	0	0	2
V35	41	89	1	0	0	0	1	9	27	4	0	7	4	12	0	9
V36	0	26	19	0	44	5	8	4	9	39	0	5	0	0	0	0
V37	75	40	2	48	6	0	1	0	0	0	0	14	0	0	0	14
V38	202	0	13	2	0	2	2	1	21	0	0	0	0	4	21	0
V39	74	320	68	33	10	18	6	1	0	0	4	25	0	7	0	3
V40	71	56	0	94	16	68	0	18	0	11	54	62	17	0	0	0
V41	12	46	7	65	4	1	8	4	5	0	12	5	0	1	0	1
V42	79	0	3	4	23	13	22	3	37	8	1	3	6	7	0	12
V43	52	18	52	163	14	5	3	0	0	0	9	9	0	0	0	4
V44	31	100	7	36	80	36	14	0	0	0	8	29	43	11	0	2
V45	48	261	42	3	37	21	19	5	0	11	0	0	26	53	0	0
V46	67	4	216	4	3	2	11	6	0	19	0	7	4	34	1	3
V47	245	127	0	0	0	0	2	4	36	2	0	33	0	0	0	2
V48	19	0	29	37	30	17	10	31	0	3	4	1	11	14	0	0
V49	6	15	16	0	34	45	22	53	13	26	0	19	0	0	0	0
V50	2	365	3	8	39	30	0	2	0	1	0	42	0	0	0	0
V51	3	11	17	25	20	0	0	3	0	0	1	34	6	32	0	0
V52	0	64	0	10	3	9	1	0	0	0	4	7	0	0	2	5
V53	0	0	27	78	11	0	67	51	0	20	27	0	2	36	0	0
