NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.177	21.951	12.926	14.408	0.116	0.984	80000.0
2	58.229	23.836	13.907	15.767	0.12	0.982	40000.0
3	56.05	22.978	13.268	15.245	0.112	0.984	30000.0
4	56.273	23.103	13.265	15.098	0.116	0.984	60000.0
5	58.306	23.713	13.831	15.624	0.121	0.983	20000.0
6	56.962	23.316	13.194	15.131	0.117	0.984	50000.0
7	56.854	23.228	13.451	15.003	0.117	0.985	50000.0
8	56.582	23.161	13.477	15.318	0.116	0.984	60000.0
9	55.75	22.962	13.631	15.139	0.118	0.984	30000.0
10	59.466	24.251	14.707	16.191	0.118	0.982	30000.0
