NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	215.941	77.88	75.639	63.014	0.52	0.739	20000.0
2	213.352	77.948	75.124	62.895	0.511	0.741	20000.0
3	217.548	78.459	76.667	63.195	0.522	0.737	20000.0
4	215.142	78.136	75.667	62.618	0.52	0.744	20000.0
5	212.077	77.193	73.356	62.085	0.52	0.746	20000.0
6	214.615	77.0	75.996	62.477	0.501	0.745	40000.0
7	214.211	77.583	74.571	62.68	0.515	0.744	40000.0
8	214.464	77.781	74.602	62.772	0.516	0.741	30000.0
9	214.8	78.208	75.535	62.883	0.521	0.739	30000.0
10	214.741	78.112	74.382	62.839	0.53	0.74	20000.0
