NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	128.401	46.396	46.96	38.431	0.257	0.896	20000.0
2	102.706	38.692	29.634	28.355	0.22	0.942	40000.0
3	102.591	38.979	29.839	28.754	0.222	0.94	20000.0
4	103.066	39.093	30.215	29.033	0.219	0.939	30000.0
5	104.844	39.406	30.706	28.899	0.221	0.941	20000.0
6	103.725	39.205	30.287	28.947	0.224	0.94	20000.0
7	103.626	39.099	30.64	29.051	0.223	0.94	40000.0
8	103.634	39.126	30.752	29.46	0.22	0.937	30000.0
9	103.917	39.2	29.929	28.84	0.226	0.939	20000.0
10	101.943	39.057	29.707	29.026	0.225	0.939	20000.0
