NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	74.472	26.703	17.11	16.992	0.148	0.982	40000.0
2	71.727	26.548	16.537	17.198	0.15	0.979	30000.0
3	74.661	26.603	16.946	16.647	0.147	0.982	30000.0
4	75.689	27.147	17.689	17.521	0.149	0.98	20000.0
5	72.194	26.309	16.488	16.734	0.145	0.981	20000.0
6	74.292	26.791	16.948	16.943	0.15	0.981	20000.0
7	75.339	27.321	17.487	17.527	0.152	0.98	20000.0
8	74.923	27.338	17.156	17.447	0.152	0.979	60000.0
9	72.506	26.076	16.749	16.493	0.143	0.983	40000.0
10	73.686	26.447	16.939	16.542	0.147	0.983	30000.0
