Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	1.53E+00	1.33E+01	7.83E+00	1.26E+01	1.96E+00	1.98E+00	8.06E-01	1.60E+01
V2	0.00E+00	8.44E-01	4.16E-01	3.00E-01	2.60E+00	9.21E-01	1.31E+00	6.83E-01
V3	1.93E+00	0.00E+00	2.69E-01	1.08E+01	6.67E-01	1.07E+01	3.49E+00	8.14E+00
V4	4.52E-01	0.00E+00	3.71E-01	0.00E+00	7.45E-01	0.00E+00	0.00E+00	0.00E+00
V5	2.57E+00	1.98E+01	2.04E+00	1.47E+01	2.02E+00	2.66E+00	1.36E+00	1.57E+01
V6	1.65E+00	5.23E+00	2.64E+00	3.99E+00	0.00E+00	1.94E+00	2.59E+00	2.86E+00
V7	3.68E+00	2.91E-01	3.55E+00	3.49E+00	1.46E+00	2.41E+00	3.01E+00	3.05E+00
V8	3.09E+00	1.00E-01	1.21E+01	5.75E+00	2.64E+00	5.42E+00	1.29E+00	1.39E+01
V9	5.16E-01	1.40E+00	4.29E+00	3.82E+00	4.96E-01	3.75E+00	4.99E-01	5.09E+00
V10	2.14E+00	2.18E+00	1.09E+01	5.04E+00	1.01E+00	6.20E+00	1.83E+00	1.19E+01
V11	1.63E+00	2.60E+01	7.11E+00	2.21E+01	5.08E+00	5.26E+00	4.82E+00	1.33E+01
V12	9.52E-01	0.00E+00	3.15E+00	1.15E+00	0.00E+00	1.40E+00	0.00E+00	2.92E+00
V13	1.07E+00	1.16E+01	1.82E+00	9.74E+00	1.18E+00	0.00E+00	9.24E-01	9.92E+00
V14	2.94E+00	1.42E+01	1.67E+00	1.24E+01	1.10E+00	1.13E+00	1.22E+00	7.28E+00
V15	2.63E+00	0.00E+00	7.31E+00	4.45E+00	1.72E+00	4.09E+00	2.58E-01	5.49E+00
V16	1.56E+00	3.09E+01	8.10E+00	3.11E+01	9.64E-01	5.67E-01	1.01E+00	3.20E+01
V17	1.85E+00	3.45E+00	3.45E+00	2.67E+00	6.67E-01	1.15E+00	0.00E+00	2.43E+00
V18	3.48E-01	0.00E+00	8.35E+00	3.60E+00	0.00E+00	0.00E+00	3.38E+00	7.73E+00
V19	1.50E+00	3.89E+00	6.51E-01	3.24E+00	4.99E-01	4.25E+00	2.00E+00	2.32E+00
V20	1.36E+00	1.71E+01	2.16E+00	2.71E+00	9.66E-01	9.57E-01	3.28E+00	1.70E+01
V21	1.09E+00	6.77E+00	4.45E+00	6.82E+00	1.11E+00	1.25E+00	7.15E-01	6.57E+00
V22	2.06E+00	1.92E+01	2.58E+00	2.09E+01	2.53E+00	0.00E+00	5.12E-01	1.76E+01
V23	6.96E-01	0.00E+00	8.97E-01	3.00E-01	3.27E-01	0.00E+00	1.11E+00	4.00E-01
V24	2.31E+00	0.00E+00	5.72E+00	6.96E-01	7.31E-01	4.23E-01	2.88E+00	4.36E+00
V25	1.24E+00	7.86E-01	2.19E+00	2.33E+00	3.59E-01	2.26E+00	3.21E+00	3.74E+00
V26	1.74E+00	4.71E-01	8.47E-01	0.00E+00	1.16E+00	0.00E+00	0.00E+00	0.00E+00
V27	5.00E-01	8.50E+00	1.82E+01	1.10E+01	9.12E-01	1.51E+00	1.17E+00	1.49E+01
V28	1.99E+00	7.92E-01	1.65E+00	9.70E+00	1.64E+00	9.75E+00	1.66E+00	5.41E+00
V29	4.27E-01	5.12E-01	1.99E+00	1.54E+00	0.00E+00	1.82E+00	0.00E+00	2.41E+00
V30	4.16E+00	1.17E+01	1.00E-01	8.47E+00	3.17E+00	5.47E+00	2.29E+00	1.03E+01
V31	0.00E+00	2.05E+01	4.97E+00	1.86E+01	1.46E+00	1.09E+00	1.02E+00	2.01E+01
V32	2.43E+00	5.69E+00	4.14E+00	4.43E+00	2.14E+00	7.32E+00	1.62E+00	2.59E+00
V33	5.59E-01	2.00E+01	8.33E+00	1.53E+01	1.59E+00	2.41E+00	5.12E-01	1.54E+01
