MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	9.31E-03	1.01E-03	1.73E-03	9.37E-03	3.37E-03	1.35E-03	2.15E-02	4.80E-02	1.08E-02	1.60E-02
1:Del:C:1	5.55E-03	5.31E-04	7.02E-05	2.44E-03	2.79E-03	6.34E-04	3.36E-04	1.57E-02	3.96E-03	1.16E-02
1:Del:C:2	8.44E-05	1.40E-08	1.11E-08	5.10E-04	7.81E-04	0.00E+00	1.01E-03	1.08E-03	2.54E-07	9.29E-04
1:Del:C:3	2.73E-04	7.14E-04	4.08E-04	1.36E-03	1.50E-03	1.22E-03	3.84E-03	5.50E-03	6.15E-03	6.18E-04
1:Del:C:4	1.68E-04	3.44E-04	5.32E-04	1.25E-03	2.83E-04	6.49E-04	4.60E-04	2.67E-03	1.66E-03	7.37E-04
1:Del:C:5	0.00E+00	4.23E-04	3.87E-08	3.63E-04	4.66E-04	3.38E-03	2.86E-03	1.95E-03	7.50E-03	6.15E-03
1:Del:T:0	1.21E-02	2.66E-03	1.09E-02	2.96E-03	3.77E-03	6.22E-04	1.85E-02	2.02E-02	2.69E-02	8.57E-03
1:Del:T:1	7.51E-04	6.06E-04	3.31E-04	4.13E-03	1.33E-03	2.85E-04	9.46E-03	1.72E-02	1.01E-02	3.96E-03
1:Del:T:2	1.15E-03	1.41E-03	8.79E-04	4.92E-03	8.43E-04	2.01E-03	1.22E-02	1.45E-02	1.09E-02	8.38E-03
1:Del:T:3	1.39E-03	1.42E-03	0.00E+00	4.33E-03	0.00E+00	1.72E-03	1.15E-02	1.60E-02	1.12E-02	1.55E-02
1:Del:T:4	1.74E-03	1.06E-03	1.62E-03	7.63E-03	6.70E-04	2.58E-03	1.61E-02	1.71E-02	7.88E-03	8.33E-03
1:Del:T:5	5.97E-07	2.10E-07	1.20E-07	7.77E-08	1.49E-07	7.95E-03	8.82E-02	5.35E-07	8.28E-02	1.19E-02
1:Ins:C:0	4.74E-05	7.38E-09	4.31E-08	1.43E-04	4.78E-04	1.30E-07	2.55E-04	2.92E-03	8.09E-04	4.45E-04
1:Ins:C:1	4.94E-08	7.80E-05	6.24E-08	9.11E-06	4.79E-04	5.94E-05	7.99E-04	3.20E-04	5.73E-04	5.50E-04
1:Ins:C:2	9.07E-04	2.18E-08	2.10E-04	5.61E-05	2.29E-04	3.59E-08	2.51E-04	3.25E-04	7.30E-04	4.47E-04
1:Ins:C:3	1.22E-04	1.18E-04	8.09E-08	2.96E-05	9.10E-08	2.23E-08	1.37E-07	2.82E-04	9.27E-04	4.27E-04
1:Ins:C:4	5.04E-05	3.49E-04	2.00E-04	0.00E+00	2.72E-04	4.49E-04	3.16E-03	2.21E-03	1.25E-03	4.06E-03
1:Ins:C:5	1.60E-04	1.60E-03	5.15E-04	3.68E-04	0.00E+00	1.93E-03	6.93E-03	8.86E-03	5.52E-03	3.40E-03
1:Ins:T:0	1.67E-08	2.48E-04	0.00E+00	1.18E-03	8.35E-04	5.13E-04	1.33E-03	2.86E-03	4.39E-03	2.89E-03
1:Ins:T:1	1.55E-04	6.71E-08	1.08E-07	9.83E-04	6.13E-04	7.52E-08	6.21E-07	1.84E-03	8.53E-04	2.39E-03
1:Ins:T:2	1.37E-08	2.98E-08	5.25E-08	1.43E-03	3.92E-04	6.72E-05	4.34E-04	4.07E-03	8.30E-07	1.94E-03
1:Ins:T:3	2.49E-05	1.23E-03	0.00E+00	3.59E-04	4.65E-04	7.40E-05	7.07E-03	3.65E-03	1.89E-02	2.68E-03
1:Ins:T:4	2.31E-03	2.32E-03	2.57E-04	1.40E-46	3.24E-04	6.34E-04	7.99E-03	1.29E-03	9.52E-03	5.97E-04
1:Ins:T:5	7.46E-03	7.52E-03	1.66E-07	1.29E-03	1.30E-03	7.93E-08	9.11E-02	5.05E-03	1.56E-02	3.34E-02
2:Del:R:0	2.16E-03	3.43E-04	2.37E-04	1.90E-03	1.36E-03	1.89E-04	3.58E-03	5.63E-03	2.14E-03	2.62E-03
2:Del:R:1	5.60E-04	7.09E-05	1.04E-04	7.20E-04	1.75E-03	7.59E-04	4.62E-03	1.41E-03	2.95E-03	5.16E-03
2:Del:R:2	6.61E-05	2.13E-04	8.90E-06	2.98E-04	2.51E-04	5.28E-06	1.45E-03	1.14E-04	2.74E-08	1.36E-03
2:Del:R:3	2.14E-04	8.19E-08	2.04E-05	1.73E-04	2.91E-05	2.53E-05	3.47E-04	5.05E-05	2.68E-04	1.65E-04
2:Del:R:4	1.01E-08	1.65E-04	8.77E-05	2.26E-08	1.15E-04	2.22E-04	6.27E-04	9.56E-04	1.18E-04	3.40E-08
2:Del:R:5	8.82E-08	2.75E-08	6.36E-08	1.95E-07	2.64E-04	6.72E-08	1.60E-07	3.36E-05	9.41E-08	1.20E-04
3:Del:R:0	2.92E-04	1.81E-04	3.42E-04	5.17E-04	2.39E-03	1.50E-04	6.03E-04	2.06E-03	1.59E-03	1.97E-03
3:Del:R:1	2.31E-04	1.23E-03	9.77E-04	8.39E-04	1.96E-04	4.91E-04	5.19E-03	3.85E-03	2.78E-03	4.63E-04
