NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	172.477	63.76	57.289	49.508	0.4	0.846	20000.0
2	160.976	61.113	53.306	47.525	0.396	0.857	20000.0
3	163.08	62.012	53.942	47.66	0.396	0.851	20000.0
4	167.54	62.876	56.239	48.285	0.4	0.849	30000.0
5	162.981	62.04	54.564	48.602	0.401	0.85	30000.0
6	164.406	62.337	54.124	47.417	0.402	0.851	40000.0
7	161.306	61.158	54.297	47.913	0.391	0.852	40000.0
8	161.838	61.954	54.36	47.777	0.405	0.852	30000.0
9	168.716	63.108	57.235	49.04	0.401	0.846	30000.0
10	170.47	63.296	58.833	49.139	0.39	0.849	20000.0
