NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.682	18.276	11.879	11.89	0.097	0.989	60000.0
2	45.044	17.484	10.864	11.345	0.093	0.99	50000.0
3	49.351	19.113	12.461	12.794	0.097	0.988	40000.0
4	50.883	19.843	12.478	12.937	0.1	0.988	40000.0
5	47.807	18.915	11.761	12.592	0.099	0.988	30000.0
6	50.942	19.678	12.249	12.54	0.098	0.989	40000.0
7	50.447	19.784	12.467	13.068	0.099	0.987	30000.0
8	51.551	20.06	12.863	12.854	0.101	0.988	60000.0
9	46.408	17.961	11.35	11.856	0.102	0.988	40000.0
10	53.979	21.073	13.68	14.009	0.103	0.986	70000.0
