Kest,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,kl_counts,overd,J,case
19,0.8,0.42105263157894735,0.033405285811010856,0.01805908656598499,0.025732186188497923,22.22741488148383,76.75132065507658,49.489367768280204,NA,8.074251164323492,4.937679204390403,25535.970903539066,0.15,300,fixed
20,1,0.5,0.0366730051781638,0.014018002392879893,0.025345503785521847,14.950410478706535,65.73036522757106,40.34038785313879,NA,6.293340403469316,4.494936921954018,24383.86111137531,0.15,300,fixed
20,1,0.5,0.03507617039975057,0.017598030248204995,0.026337100323977784,23.190128165767835,76.39442960037445,49.79227888307114,NA,6.970186833254921,4.99471056673868,25470.221386486555,0.15,300,fixed
19,1,0.5263157894736842,0.04047106867172773,0.016612452470840852,0.02854176057128429,18.21650941518417,61.04228958409057,39.62939949963737,NA,6.30386869879466,4.578723307225254,24919.872887593152,0.15,300,fixed
20,0.9,0.45,0.04120226240343668,0.01426009282786823,0.027731177615652455,21.506017900932047,78.11231967324899,49.80916878709052,NA,7.135184103013156,4.525814533952021,24136.86262532628,0.15,300,fixed
20,0.9,0.45,0.03712205361425824,0.017348518011280446,0.027235285812769343,26.61665150282257,63.334793313986125,44.97572240840435,NA,6.378799920577165,4.747112710826835,25147.17666689278,0.15,300,fixed
20,1,0.5,0.03487520304558627,0.0168453669493736,0.025860284997479936,18.889650986688547,68.07864223284106,43.48414660976481,NA,6.946280644990259,4.593413807271934,24802.08467315101,0.15,300,fixed
20,0.9,0.45,0.034463518121706574,0.01787752446436984,0.026170521293038207,28.191678149410265,82.41458675298664,55.30313245119845,NA,6.256815090166331,5.007034508331595,25478.46076918006,0.15,300,fixed
19,1,0.5263157894736842,0.04029235872662915,0.015381014662087345,0.02783668669435825,18.714125737906475,60.322033130022334,39.5180794339644,NA,6.513897552401526,5.247585956233372,26754.179184681696,0.15,300,fixed
20,0.9,0.45,0.03605419797241596,0.028671578449608878,0.03236288821101242,23.03957025166559,101.91578233740248,62.477676294534035,NA,6.30741246978006,4.66296087220672,24513.6933321608,0.15,300,fixed
20,0.9,0.45,0.03730173955096299,0.016690995129892496,0.026996367340427742,15.797715664009889,55.960564536431264,35.879140100220575,NA,6.284331396793514,4.449781394360973,24325.06863525598,0.15,300,fixed
20,1,0.5,0.036402265452351375,0.018452843466625023,0.027427554459488197,18.50610711917795,80.04737907481889,49.27674309699842,NA,7.963302834073835,4.400367608013229,23596.09536985967,0.15,300,fixed
20,1,0.5,0.036274985633252065,0.012207918024861038,0.02424145182905655,26.204651369780027,67.60844806095272,46.906549715366374,NA,6.413502859853226,5.635685706341509,25651.087291588894,0.15,300,fixed
19,0.9,0.47368421052631576,0.03860748715161091,0.020365318107957893,0.0294864026297844,21.899609634239788,71.16588040011113,46.53274501717546,NA,7.1265469706889055,4.369979435804482,24399.81839609183,0.15,300,fixed
20,0.8,0.4,0.03663479330122405,0.017747899221157784,0.027191346261190918,24.440991086999755,66.14369479649382,45.29234294174679,NA,7.1356727377973135,4.536014443088346,23869.375112063437,0.15,300,fixed
20,0.9,0.45,0.04273710668017061,0.017319654248065433,0.030028380464118022,22.306690898286412,72.08069024082447,47.19369056955544,NA,7.0620271317546415,4.420208123875074,23945.55322476741,0.15,300,fixed
20,0.9,0.45,0.04092670146587478,0.012560414380416303,0.02674355792314554,24.3969078772066,61.93374287564258,43.16532537642459,NA,5.774441579610674,5.292032350150259,25724.87204693879,0.15,300,fixed
20,0.9,0.45,0.03732608952591752,0.028536502043220262,0.03293129578456889,21.855732062950366,86.80323153730134,54.329481800125855,NA,9.337829398859062,4.714023625641047,24076.423418305563,0.15,300,fixed
20,0.9,0.45,0.03990937992949274,0.019094380478045993,0.029501880203769367,38.06039016753744,78.30091672108097,58.1806534443092,NA,6.827161959173797,4.6048018260964065,24606.930413327093,0.15,300,fixed
20,1,0.5,0.03684212964056045,0.014628038347294672,0.025735083993927564,28.710890793511407,68.87701261275066,48.793951703131036,NA,7.0459235774321245,5.007477332697786,25818.86483143745,0.15,300,fixed
