Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	32	12	0	35	58	0	0	18	11	0	0	26	17	0	0	0	3	12	0
V2	38	21	0	90	0	0	0	52	26	0	19	24	0	0	9	24	9	0	5
V3	77	0	155	0	0	16	0	3	0	0	6	0	0	42	0	3	39	3	0
V4	14	51	0	35	0	53	0	34	0	0	48	3	4	0	1	22	4	2	0
V5	4	7	48	0	15	47	0	1	17	15	0	0	13	0	0	5	4	20	0
V6	199	247	0	82	46	27	4	7	0	0	66	0	32	0	30	36	0	4	15
V7	19	21	17	32	20	24	0	0	0	47	12	9	18	29	0	58	5	9	0
V8	1	79	4	31	92	0	9	1	0	12	23	0	0	0	0	38	0	0	0
V9	0	26	0	24	0	5	58	0	43	0	14	0	3	0	38	20	0	29	4
V10	90	0	0	0	68	42	49	0	29	99	8	2	23	53	0	0	33	14	0
V11	104	0	148	21	40	49	0	39	25	28	0	0	0	51	26	3	0	0	11
V12	1	147	12	0	8	0	0	0	5	3	2	0	3	0	0	11	2	1	0
V13	63	1	2	408	3	0	0	44	0	8	155	0	0	0	0	0	0	0	0
V14	30	0	3	38	13	10	18	31	47	0	10	14	0	14	0	5	20	9	11
V15	103	1	254	36	57	0	34	12	25	97	15	4	6	0	0	15	4	37	0
V16	78	60	36	118	49	2	0	78	20	4	38	0	5	0	66	18	0	0	0
V17	135	10	11	9	0	29	22	1	14	0	3	0	14	12	15	0	0	6	0
V18	33	3	0	7	62	0	29	0	0	8	0	0	0	12	16	0	0	3	0
V19	8	1	8	10	0	16	0	0	0	1	0	0	0	2	5	1	0	0	0
V20	7	2	0	0	3	9	13	1	0	0	1	0	6	0	0	0	0	5	0
V21	1	0	40	27	0	153	15	0	12	90	16	43	58	39	0	0	0	20	0
V22	105	8	195	3	164	17	0	15	0	9	0	0	1	34	33	1	74	0	5
V23	37	0	28	64	5	0	0	53	0	50	11	0	0	0	28	0	22	0	0
V24	104	0	0	34	0	55	67	25	13	79	0	5	1	70	0	0	0	9	7
V25	33	33	297	3	0	14	55	0	62	139	0	0	38	47	0	5	55	16	0
V26	56	45	0	0	27	5	0	0	0	7	0	5	5	3	0	18	0	5	0
V27	194	27	17	4	17	5	0	0	0	9	4	4	7	0	11	7	0	16	8
V28	0	34	0	0	44	12	20	0	17	0	7	26	7	0	18	26	0	0	0
V29	128	15	9	24	0	0	0	33	1	5	49	0	0	0	11	0	9	1	2
V30	9	71	5	245	0	0	0	92	0	0	93	0	0	0	0	11	3	0	2
V31	89	0	6	8	0	27	0	4	0	49	1	41	14	29	0	3	2	13	21
V32	7	6	91	0	0	29	13	0	144	12	0	59	66	2	0	0	35	51	0
V33	7	0	0	143	48	0	59	84	0	10	35	26	0	0	0	0	20	0	0
V34	12	0	0	2	15	56	94	0	47	0	0	0	31	5	0	1	6	15	0
V35	3	44	191	39	0	55	24	31	24	19	27	1	0	0	27	1	15	4	0
V36	28	16	23	32	13	0	0	0	7	20	0	0	1	24	0	0	0	0	7
V37	21	7	29	1	29	0	12	2	0	0	2	0	0	8	13	0	0	10	8
V38	5	2	41	18	118	66	98	20	0	65	12	0	10	32	0	3	2	15	0
V39	34	64	20	31	16	0	0	22	0	0	5	16	1	2	0	0	0	19	0
V40	159	0	19	98	0	61	11	78	28	69	0	15	1	52	0	0	1	5	18
V41	0	10	47	0	107	17	49	0	0	0	0	0	14	28	0	0	29	0	0
V42	28	5	56	115	0	76	116	36	149	13	54	4	83	0	0	9	5	51	7
V43	88	3	0	0	0	0	0	0	0	7	1	0	0	0	0	0	5	0	9
V44	0	0	0	17	96	9	18	0	25	1	5	9	0	0	0	2	8	0	0
V45	85	5	6	0	0	0	2	1	24	0	0	3	7	9	5	10	13	5	0
V46	13	6	20	0	190	11	0	0	0	39	0	0	0	21	46	17	0	2	14
V47	10	12	0	0	151	0	46	0	13	0	0	4	10	1	0	0	0	0	1
V48	110	168	0	8	4	0	0	9	0	6	0	0	0	6	8	61	0	6	5
V49	379	0	0	28	42	0	6	4	0	0	0	2	0	2	0	0	2	1	72
V50	0	102	0	56	11	28	11	38	0	0	63	5	20	2	0	11	0	4	0
V51	95	51	0	0	1	3	13	4	0	0	0	0	0	0	0	37	0	0	9
V52	66	121	23	12	7	13	0	15	5	41	19	41	0	12	63	9	0	0	2
V53	107	3	50	21	29	9	19	0	18	89	2	0	0	34	0	0	0	0	23
V54	23	8	126	2	0	0	0	1	12	0	0	2	0	18	13	0	16	17	7
V55	61	28	0	1	83	0	12	7	2	2	0	0	2	1	1	0	0	0	0
V56	4	12	0	31	0	0	0	0	3	0	13	2	18	3	2	14	3	0	0
V57	299	6	10	40	60	40	0	37	0	0	83	37	47	9	0	0	0	18	35
V58	5	45	0	0	0	0	0	0	0	30	0	53	11	19	0	0	13	2	0
V59	39	22	41	23	58	0	0	36	0	20	34	4	0	7	39	0	29	0	0
V60	75	96	68	26	35	5	0	23	11	8	43	0	6	0	108	11	4	0	0
V61	0	1	8	49	16	42	3	43	0	33	15	6	7	0	0	0	0	13	0
V62	60	2	8	0	113	0	26	8	29	0	1	2	2	5	21	0	0	7	16
V63	1	3	0	7	0	60	27	17	51	0	5	15	24	0	0	7	0	0	3
V64	0	45	43	45	35	38	22	16	0	11	18	70	1	0	48	18	14	0	0
V65	2	4	0	67	34	0	0	33	9	0	0	9	0	0	0	0	6	0	4
V66	0	31	0	61	129	18	26	48	32	0	3	52	38	0	0	13	0	25	0
V67	0	2	45	41	88	0	28	43	0	0	26	6	0	1	15	0	44	15	0
V68	3	4	0	63	0	0	6	11	49	0	45	50	15	0	0	4	10	15	0
V69	34	201	16	0	0	141	0	0	75	11	0	52	84	0	0	22	0	0	11
V70	10	109	207	0	20	0	0	24	10	0	0	0	0	28	71	46	19	0	0
V71	8	8	0	1	0	30	5	21	0	6	0	23	22	0	0	3	3	3	0
V72	169	4	4	1	0	48	0	0	0	7	1	52	30	6	0	0	0	14	8
V73	41	2	0	26	0	0	0	31	6	0	0	15	20	0	0	0	2	0	6
V74	13	53	122	101	0	0	0	20	4	19	38	0	13	18	0	31	10	0	2
V75	0	0	36	0	155	0	16	0	40	0	0	5	35	7	16	10	37	8	0
V76	19	0	0	0	47	0	6	0	1	2	0	5	3	3	0	0	0	0	3
V77	48	0	0	2	45	37	0	1	12	0	1	27	3	0	0	0	0	14	3
V78	0	2	0	0	72	40	24	0	60	0	0	90	62	1	0	1	0	7	0
V79	60	14	0	8	0	90	116	2	33	5	0	141	37	0	0	0	0	0	16
V80	9	5	82	37	1	0	0	32	0	0	32	0	0	13	0	1	15	11	0
V81	17	12	59	112	0	0	0	16	0	0	28	0	0	11	1	0	23	0	0
V82	18	0	0	0	0	0	0	4	1	0	8	25	15	4	1	1	0	0	0
V83	50	3	0	91	13	0	0	48	0	0	13	0	0	0	0	0	0	0	0
V84	6	111	75	0	8	23	0	0	8	0	0	32	0	22	34	38	0	26	0
V85	0	18	0	28	44	22	40	20	0	3	39	2	0	0	6	22	14	0	0
V86	15	59	171	0	0	0	3	10	29	27	0	33	11	0	0	0	12	37	0
V87	0	7	0	31	154	9	6	5	0	3	9	10	0	8	3	0	0	0	0
V88	22	59	30	125	51	0	5	61	0	0	73	0	0	0	0	3	0	0	0
V89	34	0	0	17	17	47	48	3	0	9	9	9	20	13	0	0	0	0	7
V90	104	93	0	5	33	0	0	11	0	0	0	0	0	0	4	30	0	0	22
V91	33	75	0	0	0	4	0	1	0	0	12	0	4	0	25	0	0	0	5
V92	0	96	21	14	1	0	0	5	44	0	0	10	0	41	0	0	6	11	0
V93	416	39	0	0	0	18	16	0	32	0	0	31	52	0	0	17	0	9	41
V94	0	4	0	0	5	5	26	0	15	0	0	0	8	0	8	7	0	0	4
V95	26	0	0	42	24	3	3	56	29	38	0	24	19	22	0	0	12	18	0
V96	6	56	0	0	16	0	6	0	3	0	0	0	0	0	0	10	0	2	0
V97	14	41	0	0	39	0	0	0	9	21	0	0	1	1	0	0	14	0	0
V98	2	236	0	0	35	117	145	0	0	0	0	3	15	0	45	58	0	0	0
V99	18	119	37	6	0	108	87	2	100	0	0	22	68	4	0	23	24	0	6
V100	20	17	0	1	14	1	2	0	0	1	1	1	0	1	0	22	0	3	9
