MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	2.94E-04	2.14E-03	1.92E-04	1.89E-03	2.11E-03	2.22E-04
1:Del:C:1	2.22E-04	1.49E-03	4.09E-08	1.20E-03	9.86E-05	3.62E-04
1:Del:C:2	1.40E-46	4.15E-04	1.97E-04	4.85E-04	1.40E-04	3.69E-05
1:Del:C:3	3.14E-04	4.59E-04	5.21E-04	4.48E-04	4.33E-04	3.79E-04
1:Del:C:4	0.00E+00	5.10E-04	3.40E-04	1.36E-04	1.55E-04	0.00E+00
1:Del:C:5	1.33E-04	8.38E-05	3.89E-04	3.64E-04	8.70E-04	3.35E-05
1:Del:T:0	1.10E-04	2.56E-03	6.85E-04	1.29E-03	1.40E-03	5.26E-04
1:Del:T:1	2.26E-04	1.12E-03	2.49E-04	9.14E-04	1.54E-04	1.68E-04
1:Del:T:2	2.40E-04	1.14E-03	4.29E-04	8.05E-04	1.06E-03	1.79E-04
1:Del:T:3	5.91E-04	1.72E-03	3.26E-04	7.84E-04	1.04E-03	4.08E-04
1:Del:T:4	0.00E+00	9.37E-04	5.38E-04	0.00E+00	1.78E-03	1.61E-04
1:Del:T:5	4.20E-08	3.43E-08	1.09E-07	1.10E-06	3.39E-03	2.68E-08
1:Ins:C:0	1.23E-08	8.89E-09	3.58E-08	5.11E-04	6.31E-05	9.86E-05
1:Ins:C:1	8.26E-08	1.14E-04	2.74E-08	3.08E-04	1.07E-08	0.00E+00
1:Ins:C:2	9.83E-05	1.67E-04	6.76E-09	2.53E-04	6.74E-09	1.76E-04
1:Ins:C:3	3.02E-08	9.36E-08	1.08E-04	1.78E-04	4.21E-05	2.33E-04
1:Ins:C:4	3.20E-09	3.32E-09	8.89E-05	1.00E-04	3.83E-04	6.75E-05
1:Ins:C:5	6.99E-04	0.00E+00	9.28E-04	2.46E-04	8.02E-04	6.02E-04
1:Ins:T:0	2.05E-04	7.42E-04	2.68E-04	6.60E-04	2.90E-04	4.38E-04
1:Ins:T:1	4.24E-08	6.17E-04	6.40E-09	3.34E-04	1.90E-04	1.36E-04
1:Ins:T:2	3.05E-05	1.91E-04	2.43E-04	2.81E-04	9.94E-05	0.00E+00
1:Ins:T:3	6.57E-06	1.75E-04	4.09E-04	6.98E-05	3.78E-04	2.68E-04
1:Ins:T:4	6.14E-04	1.74E-04	9.10E-04	1.87E-04	2.07E-04	6.19E-04
1:Ins:T:5	2.48E-07	1.50E-04	3.52E-03	4.68E-04	2.66E-04	1.41E-07
2:Del:R:0	4.38E-05	6.77E-04	5.02E-04	5.91E-04	3.44E-04	0.00E+00
2:Del:R:1	3.00E-05	6.05E-04	7.87E-09	5.36E-04	5.32E-04	6.01E-05
2:Del:R:2	8.10E-05	5.99E-05	1.14E-04	1.01E-04	2.90E-04	2.14E-04
2:Del:R:3	3.77E-08	2.80E-08	4.51E-05	1.20E-07	9.92E-08	1.62E-04
2:Del:R:4	9.90E-05	6.63E-05	8.44E-05	6.80E-05	7.00E-05	6.47E-09
2:Del:R:5	3.70E-08	4.84E-05	5.32E-08	1.13E-04	2.24E-05	3.56E-08
3:Del:R:0	8.48E-06	2.52E-04	2.32E-08	7.26E-04	1.80E-08	2.09E-04
