Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	120	73	18	28	35	22	25	44	32	24	0	0	3	0	8
V2	32	48	71	146	12	0	7	0	0	0	14	0	0	4	0
V3	142	2	0	1	2	40	70	0	38	0	0	12	25	0	0
V4	17	33	0	72	0	97	42	0	82	0	0	27	0	0	0
V5	0	119	6	30	1	13	19	0	65	0	0	7	18	0	0
V6	206	73	18	138	0	193	182	0	202	0	41	50	16	0	0
V7	3	3	12	1	38	0	7	0	0	0	9	19	0	0	0
V8	31	40	16	192	36	11	0	8	12	0	22	0	16	15	2
V9	47	113	0	19	0	10	2	0	14	0	2	0	0	0	0
V10	43	5	0	19	61	6	72	0	0	0	30	0	0	12	0
V11	21	33	1	55	1	7	0	0	0	5	0	0	1	18	0
V12	0	14	54	196	48	88	77	14	0	0	14	7	0	0	9
V13	362	62	37	0	5	13	48	0	18	19	18	5	18	0	29
V14	119	183	0	23	9	0	0	1	0	0	11	17	0	20	1
V15	1	82	0	25	25	36	24	56	3	0	14	0	13	4	24
V16	153	161	3	0	3	0	0	0	0	34	0	36	3	0	4
V17	76	0	43	9	78	0	1	36	24	0	0	8	16	5	0
V18	0	77	220	46	105	8	0	0	25	19	17	2	0	0	0
V19	1	229	84	67	0	0	0	0	0	0	44	0	1	0	0
V20	164	219	4	4	4	28	18	0	0	0	2	6	0	0	45
V21	14	25	90	4	0	23	10	0	19	0	13	0	0	0	3
V22	8	0	21	0	3	56	50	0	48	0	0	0	0	0	0
V23	116	27	37	7	0	0	0	0	0	19	0	2	3	6	11
V24	83	0	16	30	15	121	81	0	0	68	23	0	0	16	0
V25	14	0	144	47	0	43	29	21	27	0	23	32	0	28	0
V26	4	15	349	40	0	2	12	0	6	0	27	0	0	0	0
V27	0	196	25	47	0	0	0	44	0	0	0	0	0	5	0
V28	16	21	7	0	13	11	1	21	0	6	1	0	0	0	3
V29	163	66	0	6	10	0	9	8	0	0	0	15	0	0	0
V30	176	136	41	5	8	0	0	0	0	15	0	10	0	65	0
V31	2	90	17	0	0	0	0	55	0	36	7	0	2	6	8
V32	6	251	41	0	0	10	16	0	19	64	23	0	11	0	12
V33	13	37	77	0	20	0	0	6	34	0	7	0	0	0	3
V34	2	1	2	22	0	5	15	2	10	0	7	0	2	6	4
V35	132	17	43	19	0	1	0	57	0	0	2	0	0	5	0
