Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	5	40	331	204	22	73	71
V2	11	33	2	4	20	9	0
V3	315	76	19	0	26	8	0
V4	2	27	0	220	126	18	26
V5	16	67	0	50	93	4	10
V6	19	23	217	0	108	43	0
V7	40	15	70	1	61	4	0
V8	23	0	130	0	0	90	238
V9	219	87	235	0	3	99	87
V10	283	10	67	0	0	27	14
V11	38	0	4	77	18	5	32
V12	1	38	0	53	1	10	17
V13	5	26	3	29	65	7	3
V14	6	30	0	39	1	1	4
V15	3	91	115	0	66	4	12
V16	44	0	2	28	3	1	8
V17	46	64	54	4	3	17	9
V18	51	1	1	3	49	26	2
V19	69	25	105	0	13	26	64
V20	8	29	21	69	291	47	0
V21	26	144	2	341	18	14	0
V22	3	2	14	161	0	3	11
V23	6	23	2	18	86	149	18
V24	3	23	72	20	77	16	0
V25	0	0	27	51	6	0	5
V26	84	15	41	75	12	8	0
V27	3	0	0	164	2	1	14
V28	0	8	42	10	1	37	27
V29	0	23	0	289	0	12	0
V30	23	97	5	110	12	129	10
V31	64	6	24	3	2	52	37
V32	6	0	17	21	0	137	16
V33	0	0	367	79	71	0	174
V34	6	0	21	71	2	0	145
V35	14	11	13	78	16	39	1
V36	1	0	10	191	0	7	40
V37	79	0	47	28	72	23	14
V38	114	12	23	1	32	148	11
V39	5	62	29	5	0	9	21
V40	3	73	14	61	35	4	0
V41	26	7	0	32	37	37	23
V42	114	15	5	24	129	59	0
V43	71	85	147	16	90	86	18
V44	43	65	16	61	110	74	19
V45	16	11	7	25	8	0	18
V46	0	29	43	0	0	0	61
V47	107	31	41	31	96	46	44
V48	0	1	7	28	22	134	1
V49	535	31	24	13	93	6	35
V50	74	0	0	0	7	1	2
V51	26	79	71	2	13	0	0
V52	9	5	29	62	116	24	4
V53	164	0	2	50	14	0	13
V54	14	159	20	185	5	0	0
V55	247	0	8	6	0	171	4
V56	10	215	6	27	3	1	3
V57	37	50	112	14	71	45	0
V58	57	97	0	103	1	10	16
V59	7	0	77	12	82	1	92
V60	64	4	24	190	33	7	3
V61	3	56	22	5	135	48	0
V62	94	50	31	15	31	11	29
V63	50	49	15	5	13	59	32
V64	89	0	125	4	5	1	0
V65	3	396	20	2	0	9	0
V66	7	195	0	0	55	41	15
V67	4	147	0	0	20	123	0
V68	43	0	14	75	0	7	28
V69	76	57	60	0	5	144	52
V70	65	152	3	0	0	16	7
V71	11	4	47	0	133	130	72
V72	155	1	1	27	21	3	5
V73	22	92	30	81	0	11	5
V74	45	6	10	2	11	111	43
V75	98	71	16	1	59	0	0
V76	43	0	96	0	0	0	65
V77	68	0	3	13	30	53	8
V78	13	19	18	0	0	5	14
V79	43	31	94	0	8	75	132
V80	3	25	4	9	1	50	6
V81	95	3	6	36	129	0	6
V82	7	3	24	2	15	9	10
V83	42	3	1	57	18	1	12
V84	67	5	100	63	76	3	0
V85	293	38	47	16	12	27	1
V86	72	212	4	48	110	111	20
V87	104	183	119	2	0	16	14
V88	5	25	42	139	43	27	64
V89	32	1	1	40	14	56	4
V90	47	5	188	9	42	49	0
V91	19	3	52	0	13	0	39
V92	161	0	66	17	28	43	6
V93	2	2	168	24	46	128	0
V94	82	15	17	0	0	0	41
V95	41	167	0	137	29	5	25
V96	66	83	8	3	52	60	15
V97	37	4	129	22	39	9	0
V98	10	45	9	11	94	158	11
V99	0	190	4	0	47	8	7
V100	4	49	28	29	149	6	3
