NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	72.325	28.152	17.415	19.436	0.146	0.975	20000.0
2	66.876	26.181	15.726	17.561	0.138	0.98	40000.0
3	69.248	27.104	16.362	18.202	0.145	0.977	70000.0
4	65.835	25.527	15.255	17.109	0.137	0.979	40000.0
5	70.855	27.729	16.56	18.709	0.148	0.976	30000.0
6	68.601	26.063	16.526	17.499	0.137	0.98	30000.0
7	69.082	26.797	15.963	17.686	0.144	0.979	40000.0
8	70.648	27.29	17.041	18.818	0.141	0.976	40000.0
9	68.195	26.648	16.077	18.072	0.146	0.977	30000.0
10	71.521	27.628	17.238	18.819	0.147	0.976	40000.0
