NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.406	16.11	10.477	10.805	0.078	0.992	50000.0
2	49.321	19.252	12.25	12.423	0.086	0.99	80000.0
3	39.052	15.123	9.596	9.962	0.079	0.992	30000.0
4	40.886	16.374	10.171	10.723	0.081	0.991	30000.0
5	44.471	17.775	11.01	11.701	0.082	0.991	90000.0
6	37.368	14.674	8.987	9.494	0.081	0.993	50000.0
7	40.407	16.252	9.973	10.941	0.081	0.991	40000.0
8	42.097	16.718	10.134	10.635	0.089	0.992	50000.0
9	39.14	15.432	9.534	10.006	0.079	0.994	90000.0
10	40.565	15.977	10.008	10.683	0.079	0.991	50000.0
