NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.842	15.926	10.096	10.224	0.096	0.993	40000.0
2	49.533	19.314	13.232	13.377	0.105	0.987	30000.0
3	43.344	16.784	10.606	10.959	0.1	0.991	50000.0
4	47.496	18.483	12.595	12.341	0.098	0.99	40000.0
5	40.89	15.669	9.983	10.071	0.096	0.993	30000.0
6	50.525	19.67	12.941	12.774	0.106	0.989	50000.0
7	46.539	18.356	12.11	12.133	0.1	0.99	30000.0
8	42.354	16.225	10.399	10.355	0.097	0.993	30000.0
9	45.231	17.543	11.051	11.246	0.106	0.991	50000.0
10	43.659	17.259	11.069	11.24	0.1	0.991	30000.0
