Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	21	13	25	30	0	11	37
V2	135	13	42	0	30	0	73
V3	1	126	53	20	6	19	5
V4	230	3	0	3	23	5	0
V5	360	14	38	17	132	6	8
V6	46	79	2	0	33	78	0
V7	2	229	10	5	140	3	4
V8	5	54	3	0	55	7	4
V9	8	0	71	4	117	86	53
V10	143	9	0	39	60	0	51
V11	0	452	17	20	7	31	9
V12	181	233	4	33	14	37	26
V13	60	0	232	70	0	1	113
V14	97	3	110	31	26	100	67
V15	53	145	269	0	0	9	129
V16	4	9	439	19	8	39	31
V17	157	15	61	144	31	6	18
V18	113	24	133	0	54	77	24
V19	2	0	19	13	19	0	0
V20	6	17	75	45	1	66	19
V21	236	27	0	20	0	24	8
V22	11	7	0	0	5	9	0
V23	27	6	0	1	29	76	0
V24	41	6	5	4	58	10	2
V25	51	20	220	0	10	1	0
V26	0	94	41	20	0	18	0
V27	5	5	14	82	97	0	80
V28	236	14	27	14	16	5	5
V29	25	2	3	125	12	12	11
V30	30	12	1	0	64	6	1
V31	31	15	49	12	0	8	0
V32	10	28	7	26	182	102	4
V33	32	66	95	51	30	17	190
V34	2	39	65	23	72	0	1
V35	13	5	37	45	3	41	5
V36	7	126	40	7	0	5	19
V37	3	76	4	23	32	13	43
V38	0	17	28	1	16	5	0
V39	6	84	0	7	20	15	0
V40	15	58	11	146	32	15	61
V41	1	77	4	4	5	4	3
V42	38	48	194	2	0	159	57
V43	214	6	3	49	0	6	14
V44	15	42	9	16	19	0	21
V45	15	127	10	5	5	93	0
V46	74	43	5	117	34	25	62
V47	5	84	209	147	36	156	21
V48	3	86	20	0	3	4	1
V49	0	133	1	31	15	13	5
V50	324	11	0	30	6	32	21
V51	36	0	126	34	74	2	0
V52	10	179	2	26	29	0	31
V53	25	16	85	0	0	2	20
V54	34	14	61	49	0	0	55
V55	0	210	6	3	80	45	4
V56	5	56	125	79	5	43	20
V57	4	0	17	15	4	0	30
V58	59	21	50	0	33	15	0
V59	26	101	10	76	81	2	5
V60	301	0	4	31	0	44	5
V61	9	35	164	291	0	8	110
V62	43	53	26	182	28	191	39
V63	348	19	247	120	0	13	125
V64	20	129	125	23	8	21	10
V65	13	42	156	40	14	20	34
V66	96	515	116	0	187	15	34
V67	2	12	14	12	12	36	31
V68	17	272	157	8	0	95	39
V69	23	8	117	88	54	26	27
V70	1	71	61	0	2	41	0
V71	29	3	0	2	0	41	3
V72	89	1	3	3	17	34	2
V73	48	10	1	16	0	186	3
V74	47	10	24	4	152	94	7
V75	74	113	6	4	38	0	14
V76	36	1	371	0	127	70	0
V77	4	17	46	161	12	23	36
V78	7	34	0	3	50	3	0
V79	74	3	8	42	92	56	90
V80	97	54	22	1	109	20	17
V81	771	12	5	0	1	11	0
V82	70	1	58	306	193	43	0
V83	5	74	170	0	142	206	6
V84	8	2	160	0	4	1	0
V85	11	275	8	10	0	23	7
V86	25	348	1	14	22	1	3
V87	37	6	1	4	6	33	8
V88	4	36	12	49	0	5	5
V89	60	15	146	36	54	1	0
V90	7	153	10	1	66	6	2
V91	17	11	13	219	0	29	65
V92	77	8	42	42	97	0	92
V93	1	67	26	47	13	1	5
V94	98	63	1	0	128	18	2
V95	3	5	47	0	6	4	48
V96	203	3	17	97	132	11	64
V97	20	28	67	115	1	6	64
V98	15	56	41	0	51	41	12
V99	4	22	160	8	76	24	0
V100	0	5	4	68	0	83	58
