Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	8.44E-01	1.28E+00	2.41E+00	4.68E+00	7.31E-01	8.31E-01	5.67E+00
V2	2.26E+00	1.24E+00	5.10E+00	3.30E+00	2.18E+00	0.00E+00	5.56E+00
V3	2.98E-01	2.12E+00	1.62E+00	2.30E+00	1.16E+00	1.28E+00	1.31E+00
V4	2.22E+00	4.90E-01	0.00E+00	9.68E-01	2.51E+00	3.40E-01	9.33E-01
V5	3.68E+00	1.45E+00	2.70E+00	2.58E+00	5.57E+00	1.02E+00	4.30E+00
V6	2.67E+00	3.19E+00	4.67E-01	0.00E+00	2.45E+00	2.02E+00	1.74E+00
V7	3.40E-01	3.21E+00	9.45E-01	1.57E+00	1.15E+01	4.90E-01	9.74E+00
V8	6.46E-01	2.25E+00	6.16E-01	0.00E+00	7.22E+00	6.70E-01	7.50E+00
V9	1.04E+00	2.60E-01	3.52E+00	4.57E+00	7.69E+00	2.84E+00	3.01E+00
V10	3.40E+00	8.46E-01	0.00E+00	6.90E+00	9.19E+00	0.00E+00	4.93E+00
V11	0.00E+00	3.25E+00	1.75E+00	2.41E+00	2.19E+00	2.20E+00	2.67E+00
V12	4.31E+00	2.79E+00	9.52E-01	4.47E+00	1.86E+00	2.08E+00	3.60E+00
V13	2.56E+00	2.24E-01	6.72E+00	1.29E+01	7.27E-01	2.98E-01	1.48E+01
V14	1.91E+00	4.47E-01	3.87E+00	6.00E+00	6.92E+00	3.44E+00	4.49E+00
V15	2.63E+00	3.64E+00	1.23E+01	5.01E+00	1.08E+00	1.21E+00	1.38E+01
V16	8.03E-01	8.75E-01	5.30E+00	0.00E+00	2.78E+00	1.98E+00	4.90E+00
V17	4.09E+00	1.14E+00	3.14E+00	9.62E+00	7.83E+00	8.33E-01	7.79E+00
V18	1.97E+00	7.06E-01	4.31E+00	9.22E-01	3.06E+00	2.11E+00	2.66E+00
V19	6.18E-01	0.00E+00	1.36E+00	1.53E+00	2.54E+00	2.67E-01	1.37E+00
V20	8.84E-01	1.43E+00	3.86E+00	3.26E+00	6.19E-01	2.32E+00	3.60E+00
V21	3.43E+00	1.78E+00	6.46E-01	2.72E+00	0.00E+00	1.84E+00	3.12E+00
V22	6.84E-01	4.42E-01	0.00E+00	3.00E-01	7.27E-01	6.51E-01	0.00E+00
V23	1.73E+00	8.36E-01	0.00E+00	3.27E-01	2.33E+00	2.06E+00	1.65E+00
V24	1.68E+00	4.73E-01	7.92E-01	6.74E-01	6.12E+00	8.57E-01	6.40E+00
V25	1.45E+00	1.07E+00	2.54E+00	0.00E+00	2.80E+00	2.33E-01	2.33E+00
V26	0.00E+00	1.52E+00	1.12E+00	1.09E+00	3.67E-01	1.36E+00	8.46E-01
V27	6.11E-01	4.58E-01	1.26E+00	8.30E+00	1.73E+01	0.00E+00	1.41E+01
