NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.496	27.591	12.888	16.061	0.171	0.982	30000.0
2	53.492	26.882	12.257	15.381	0.164	0.984	30000.0
3	54.371	27.045	12.659	15.639	0.169	0.983	20000.0
4	54.879	27.434	12.986	16.171	0.167	0.982	50000.0
5	53.762	26.453	12.511	15.24	0.162	0.983	40000.0
6	53.016	26.317	12.36	15.178	0.165	0.985	40000.0
7	56.278	28.582	13.252	16.589	0.176	0.982	30000.0
8	53.589	26.249	12.493	15.362	0.164	0.984	20000.0
9	55.983	28.039	12.978	16.207	0.175	0.983	20000.0
10	51.572	26.197	11.987	15.077	0.165	0.985	40000.0
