Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	38	28	14	11	30	14	0
V2	15	148	335	63	15	19	21
V3	13	39	17	117	0	9	40
V4	0	32	6	35	0	24	62
V5	0	123	11	63	0	0	73
V6	36	15	18	35	40	28	0
V7	15	158	172	18	25	4	6
V8	66	8	35	14	135	5	8
V9	17	158	8	3	2	14	0
V10	19	12	17	1	46	123	19
V11	53	47	1	0	32	27	0
V12	189	43	198	9	4	38	81
V13	209	4	3	308	13	0	89
V14	51	3	5	90	131	7	57
V15	13	6	0	137	0	0	36
V16	130	29	32	46	0	43	40
V17	31	18	2	9	14	0	12
V18	11	23	21	2	173	41	0
V19	177	91	61	1	13	28	2
V20	7	241	99	13	28	14	19
V21	5	114	0	479	87	96	45
V22	31	53	69	28	0	31	116
V23	16	217	2	0	0	4	1
V24	30	55	4	18	29	0	0
V25	36	26	0	83	0	0	47
V26	1	56	85	0	0	226	0
V27	11	156	11	49	29	9	0
V28	325	0	168	10	8	80	26
V29	25	3	71	33	0	88	19
V30	2	19	0	99	40	3	1
V31	0	1	132	2	11	41	0
V32	37	5	0	45	39	75	4
V33	11	5	104	45	62	154	61
V34	25	4	1	26	6	237	4
V35	18	1	25	33	0	38	1
V36	9	24	40	8	206	35	34
V37	85	17	6	241	139	35	10
V38	400	233	167	44	0	0	19
V39	118	0	57	70	15	59	0
V40	294	20	3	84	3	108	27
V41	5	11	86	43	8	2	0
V42	0	38	0	3	15	20	4
V43	52	15	8	8	16	1	0
V44	9	0	0	0	166	116	87
V45	230	75	28	0	19	2	9
V46	210	163	109	22	0	3	6
V47	136	2	60	195	0	0	13
V48	2	6	52	118	6	38	4
V49	4	2	62	67	40	12	5
V50	10	2	129	0	52	16	5
V51	13	99	82	32	30	43	7
V52	2	18	28	149	11	129	19
V53	23	25	129	13	179	65	79
V54	7	3	20	11	75	22	34
V55	7	328	142	1	0	38	28
V56	37	7	82	25	18	6	5
V57	119	1	97	25	39	37	7
V58	26	2	4	0	61	20	19
V59	24	139	15	2	55	16	0
V60	0	1	19	11	0	64	58
V61	4	0	11	6	0	6	1
V62	36	78	73	7	72	10	19
V63	10	72	0	3	0	5	4
V64	3	1	32	4	58	2	9
V65	164	311	1	53	5	0	4
V66	19	0	5	50	31	5	0
V67	185	0	18	2	114	16	0
V68	37	89	0	3	19	6	0
V69	5	35	86	1	138	46	23
V70	96	14	1	46	0	0	56
V71	21	26	14	5	51	187	0
V72	0	136	0	1	10	7	0
V73	4	14	104	17	96	14	0
V74	5	43	14	9	641	58	0
V75	72	10	14	2	0	42	12
V76	26	160	21	3	40	27	2
V77	26	30	11	45	9	123	10
V78	5	42	4	242	30	28	0
V79	83	3	0	9	47	51	15
V80	237	7	63	41	56	82	0
V81	44	0	0	40	23	0	2
V82	5	9	42	42	0	2	9
V83	4	2	8	16	7	99	38
V84	33	49	17	0	4	8	6
V85	29	63	126	5	23	6	6
V86	3	23	19	1	3	13	2
V87	38	3	0	5	41	0	9
V88	55	88	19	13	36	186	15
V89	71	44	5	49	4	1	28
V90	0	3	56	71	0	0	53
V91	1	6	16	45	33	8	30
V92	12	10	0	171	32	231	183
V93	186	51	1	1	2	1	2
V94	2	27	141	8	50	66	0
V95	14	46	31	55	81	29	0
V96	1	1	22	2	57	0	9
V97	1	43	12	0	29	21	0
V98	37	0	75	4	30	9	2
V99	11	10	15	10	123	2	8
V100	20	164	59	2	0	8	4
