Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	16	31	34	29	16	6	10	12	0	14	36	0	0	0	9	0
V2	69	0	33	148	0	0	92	0	0	0	0	0	0	0	0	0
V3	45	3	1	3	10	0	8	12	27	32	7	0	0	0	0	0
V4	64	24	3	0	0	18	13	25	0	38	0	0	17	4	0	0
V5	5	1	0	2	20	22	3	0	0	27	24	31	0	0	3	0
V6	57	11	0	76	0	0	31	1	2	0	8	0	0	0	0	0
V7	9	10	39	0	9	24	0	0	0	0	2	28	0	11	9	0
V8	11	10	10	0	0	57	0	50	0	0	0	0	22	17	0	0
V9	3	0	6	37	17	0	40	3	0	0	12	0	0	0	5	0
V10	10	1	70	8	0	0	2	0	0	0	8	0	0	0	2	10
V11	10	17	0	6	29	33	1	20	3	23	45	0	0	0	4	0
V12	331	72	1	45	11	0	29	0	0	0	3	0	0	0	0	0
V13	0	29	10	3	28	95	2	93	0	0	13	0	7	35	0	0
V14	4	48	0	5	33	0	13	31	62	28	16	0	5	0	0	0
V15	0	10	0	5	26	18	3	42	0	0	0	43	7	11	0	0
V16	106	1	6	55	0	0	9	9	0	0	0	29	0	19	0	1
V17	11	491	5	96	4	7	78	5	0	35	10	0	46	6	0	0
V18	7	54	24	30	3	0	36	0	0	6	0	2	40	0	0	0
V19	1	0	42	43	73	2	43	0	5	0	9	0	0	5	0	0
V20	79	20	1	40	19	0	28	0	0	0	0	0	0	0	0	0
V21	6	1	42	0	0	66	1	78	18	0	3	0	0	24	6	0
V22	0	51	5	67	2	8	20	0	0	8	0	0	10	0	1	4
V23	4	41	135	1	0	8	0	0	0	0	4	101	0	8	1	0
V24	19	82	0	11	0	0	15	0	0	6	18	0	15	6	0	0
V25	2	1	38	32	8	17	8	0	25	2	0	0	0	8	0	1
V26	0	18	27	61	0	158	26	59	0	26	0	0	0	10	0	0
V27	0	50	45	0	0	2	1	75	0	21	0	0	15	17	0	0
V28	50	0	0	0	0	11	0	0	0	0	2	5	0	21	6	0
V29	158	166	10	22	98	1	1	0	96	72	54	4	14	0	0	31
V30	169	23	37	0	66	34	0	16	42	31	59	43	11	53	0	0
V31	3	7	38	0	40	8	0	0	0	9	19	34	0	7	0	0
V32	19	35	27	0	29	6	1	0	0	7	12	0	17	0	0	0
V33	31	56	83	1	16	0	9	0	23	0	8	0	14	0	0	0
V34	56	14	0	20	31	55	27	3	0	0	40	2	1	0	17	0
V35	7	0	6	29	0	74	38	70	1	0	0	0	0	3	0	0
V36	27	82	22	52	13	1	31	6	5	0	0	0	11	0	0	0
V37	11	19	0	1	26	29	3	9	42	0	22	0	5	0	0	21
V38	109	0	0	10	0	0	7	0	6	0	2	1	0	0	40	0
V39	1	40	1	0	0	29	0	0	0	28	0	0	0	10	6	4
V40	3	110	58	2	0	4	20	14	0	20	0	35	68	19	0	0
V41	4	44	7	28	0	0	20	0	0	0	2	18	0	0	4	0
V42	1	155	0	0	3	84	0	21	0	0	0	0	0	0	30	0
V43	2	0	3	6	0	16	4	16	0	7	23	0	0	3	6	0
V44	0	4	16	0	28	11	0	0	26	0	4	0	0	0	3	0
V45	55	9	66	51	6	0	35	0	0	0	19	0	0	3	0	0
V46	76	15	0	28	0	17	19	4	0	0	0	38	0	0	6	0
V47	136	1	0	15	51	2	7	20	7	0	67	3	0	0	13	0
V48	0	61	17	162	0	25	77	2	0	0	1	0	11	3	5	0
V49	6	6	16	0	59	13	1	16	26	7	33	0	2	0	0	0
V50	10	24	14	6	51	49	3	15	2	21	7	0	0	7	0	0
V51	187	60	0	4	5	42	3	37	29	35	0	0	15	0	10	4
V52	3	28	89	0	0	1	13	0	0	16	0	0	45	0	1	0
V53	52	2	3	47	4	17	46	24	5	4	4	0	0	32	0	0
V54	43	12	0	11	0	0	15	1	0	0	1	0	7	1	0	0
V55	30	1	12	89	0	16	65	16	0	14	0	0	0	0	0	0
V56	9	105	43	0	0	36	0	23	0	0	0	0	55	0	0	0
V57	88	0	0	64	133	55	38	63	59	12	3	0	0	22	0	0
V58	37	76	3	0	0	23	1	0	0	0	0	0	35	3	17	0
V59	72	20	8	5	8	2	7	3	0	27	0	8	2	9	0	0
V60	2	16	175	100	75	0	40	0	12	0	0	49	0	5	0	0
V61	56	29	16	0	76	0	1	0	11	0	21	0	7	7	7	13
V62	162	0	7	0	0	0	2	0	0	6	0	0	0	0	0	12
V63	20	119	13	20	10	64	43	9	72	0	18	3	0	23	0	3
V64	29	47	0	38	7	5	2	0	0	0	0	17	11	0	7	0
V65	21	0	4	1	0	0	0	0	0	0	2	0	0	0	0	6
V66	173	73	148	3	0	102	1	124	0	60	0	26	2	17	52	0
V67	29	0	3	11	0	16	0	59	0	9	0	0	0	11	25	1
V68	0	83	3	2	111	0	2	16	12	27	15	6	17	0	0	0
V69	83	7	0	7	0	0	0	0	0	0	0	7	2	6	0	10
V70	264	17	0	2	2	44	1	59	0	101	3	0	0	0	0	0
V71	18	85	53	18	7	0	2	0	5	0	0	28	0	7	0	13
V72	6	46	0	2	0	168	3	54	0	62	0	0	17	41	0	0
V73	0	74	80	1	0	114	16	0	0	50	0	108	4	30	21	0
V74	79	4	116	5	0	38	15	0	0	0	0	55	0	14	10	27
V75	2	1	0	4	0	6	9	1	0	6	0	0	0	4	0	0
V76	78	0	1	61	0	1	41	0	0	0	13	0	0	0	0	0
V77	40	71	61	86	9	23	0	1	0	0	25	11	6	1	12	0
V78	5	97	249	5	0	0	2	0	0	0	0	85	41	0	7	0
V79	147	0	0	2	0	0	3	6	0	5	0	0	0	11	0	0
V80	6	0	0	78	187	12	49	29	69	0	0	0	0	29	0	21
V81	50	0	6	118	3	8	61	14	7	0	0	0	0	5	4	0
V82	6	49	2	0	243	47	0	0	94	56	94	0	0	11	15	17
V83	14	140	132	0	268	47	3	0	80	34	80	0	69	0	0	0
V84	12	1	2	13	15	1	3	6	6	4	0	0	0	0	0	18
V85	20	170	33	0	0	3	0	1	6	0	1	53	34	0	0	0
V86	2	2	0	11	25	38	21	12	65	0	31	0	0	0	0	0
V87	4	60	42	159	0	0	47	0	0	0	0	0	18	5	0	0
V88	53	220	48	0	43	0	8	0	9	2	30	0	57	0	0	0
V89	16	24	150	9	52	39	17	11	33	66	0	0	0	3	29	0
V90	5	0	49	16	75	51	29	39	70	30	19	0	0	0	0	0
V91	0	76	0	46	0	0	14	8	7	0	0	0	0	0	0	0
V92	109	8	144	0	0	109	1	45	1	0	0	0	5	30	22	0
V93	0	10	129	125	8	6	68	0	0	0	6	0	0	2	0	0
V94	108	0	116	17	11	0	0	0	24	0	4	35	1	0	0	10
V95	90	22	8	3	9	17	6	0	0	11	27	0	14	2	0	30
V96	266	1	65	67	34	0	54	12	0	0	23	0	0	0	8	12
V97	0	56	27	31	0	76	34	77	32	61	5	19	3	0	0	0
V98	53	49	0	12	10	40	15	25	0	0	5	5	23	0	0	0
V99	62	4	1	6	1	0	8	0	0	0	5	0	0	0	0	5
V100	2	6	0	0	113	23	1	0	59	0	32	32	0	0	10	33
