NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.35	21.716	14.194	13.318	0.139	0.987	30000.0
2	69.516	24.783	18.34	15.841	0.14	0.984	40000.0
3	67.668	24.332	18.298	16.095	0.135	0.982	50000.0
4	63.011	22.525	16.156	14.208	0.13	0.987	30000.0
5	62.295	22.553	15.172	13.363	0.137	0.989	20000.0
6	57.061	21.069	14.26	12.932	0.132	0.988	40000.0
7	74.115	26.695	20.737	18.084	0.15	0.977	60000.0
8	61.443	22.653	15.237	13.884	0.139	0.987	40000.0
9	60.583	22.772	14.913	13.946	0.14	0.987	50000.0
10	66.571	24.364	17.404	15.631	0.141	0.983	70000.0
