Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83B	ID83D
V1	1:Del:C:0	0.02491406701707083	0.6998573863413731	0.0	0.0	0.27522854664155605	0.0
V1	1:Del:C:1	0.3065547357203393	0.00815441552322281	0.0	0.0	0.685290848756438	0.0
V1	1:Del:C:2	1.0099843976431555e-14	0.00883512760392705	0.0	0.0	0.9911648723960628	0.0
V1	1:Del:C:3	0.450581536431441	0.5436391224384439	0.0	0.0	0.005779341130115092	0.0
V1	1:Del:C:4	0.16429958441743786	0.8357004155825621	0.0	0.0	0.0	0.0
V1	1:Del:C:5	0.19770004203652214	0.7982505493944625	0.0	0.0	0.004049408569015441	0.0
V1	1:Del:T:0	0.1505102260580735	0.8446633548452144	0.0	0.0	0.004826419096712081	0.0
V1	1:Del:T:1	2.269646449710087e-14	2.521698029602883e-14	0.0	0.0	0.999999999999952	0.0
V1	1:Del:T:2	0.02123879027255736	0.14858028541982474	0.0	0.0	0.8301809243076179	0.0
V1	1:Del:T:3	0.09792225004791259	0.8035268390347811	0.0	0.0	0.09855091091730632	0.0
V1	1:Del:T:4	0.08814799565128721	0.9011178136106807	0.0	0.0	0.010734190738032211	0.0
V1	1:Del:T:5	4.3638106203279284e-18	0.9999997823880243	0.0	0.0	2.1761197557163836e-07	0.0
V1	1:Ins:C:0	5.958477715045954e-10	6.62018593926087e-10	0.0	0.0	0.9999999987421336	0.0
V1	1:Ins:C:1	7.122689727338673e-15	0.4548386859781989	0.0	0.0	0.5451613140217939	0.0
V1	1:Ins:C:2	1.3564189246227648e-13	0.9996153216774076	0.0	0.0	0.0003846783224566272	0.0
V1	1:Ins:C:3	0.0028692663459838706	0.0013579769758332114	0.0	0.0	0.9957727566781829	0.0
V1	1:Ins:C:4	0.36366611580568814	0.5521677931178728	0.0	0.0	0.08416609107643908	0.0
V1	1:Ins:C:5	0.743191222731731	0.25680877726826895	0.0	0.0	0.0	0.0
V1	1:Ins:T:0	0.5636935154273521	0.3052994610886245	0.0	0.0	0.13100702348402327	0.0
V1	1:Ins:T:1	0.9999999999999087	9.125524086591106e-14	0.0	0.0	0.0	0.0
V1	1:Ins:T:2	0.05912479729206185	0.18467514155236614	0.0	0.0	0.756200061155572	0.0
V1	1:Ins:T:3	0.7877098598189105	0.18715938940161558	0.0	0.0	0.025130750779473864	0.0
V1	1:Ins:T:4	0.824535094949346	0.16080250321981324	0.0	0.0	0.014662401830840855	0.0
V1	1:Ins:T:5	0.9967366436697398	0.003262999018556312	0.0	0.0	3.573117038550813e-07	0.0
V1	2:Del:R:0	0.40744347629298	0.09057694266495211	0.0	0.0	0.5019795810420679	0.0
V1	2:Del:R:1	0.13969805279175254	0.3804870479529067	0.0	0.0	0.47981489925534077	0.0
V1	2:Del:R:2	0.21539834445328312	0.7846016555467169	0.0	0.0	0.0	0.0
V1	2:Del:R:3	0.3688548525944628	0.5947693289455898	0.0	0.0	0.036375818459947376	0.0
V1	2:Del:R:4	0.062349293808418846	0.9376478523747973	0.0	0.0	2.853816783811213e-06	0.0
V1	2:Del:R:5	5.410087100942126e-11	7.106551542429342e-11	0.0	0.0	0.9999999998748336	0.0
V1	3:Del:R:0	0.0973011197800597	0.00884363873308822	0.0	0.0	0.8938552414868519	0.0
V1	3:Del:R:1	0.5182474229976952	0.48175257700230495	0.0	0.0	0.0	0.0
V1	3:Del:R:2	0.2619485212457701	0.7258618002382267	0.0	0.0	0.012189678516003275	0.0
V1	3:Del:R:3	0.41492968625766075	0.41891560607664596	0.0	0.0	0.16615470766569324	0.0
V1	3:Del:R:4	2.0216421942620143e-11	2.2575250213870745e-11	0.0	0.0	0.9999999999572082	0.0
V1	3:Del:R:5	3.3806946763975204e-11	3.756131755784931e-11	0.0	0.0	0.9999999999286318	0.0
V1	4:Del:R:0	0.5282551905901568	0.05968974882087789	0.0	0.0	0.4120550605889652	0.0
V1	4:Del:R:1	0.2700694133045455	0.590782942564605	0.0	0.0	0.13914764413084962	0.0
V1	4:Del:R:2	0.004256687310231842	0.66660459462008	0.0	0.0	0.32913871806968803	0.0
V1	4:Del:R:3	4.77471635417017e-13	0.9763819909991277	0.0	0.0	0.023618009000394985	0.0
V1	4:Del:R:4	2.0216421942622444e-11	2.246152099365229e-11	0.0	0.0	0.999999999957322	0.0
V1	4:Del:R:5	0.00024476061188058066	0.0016591361352415856	0.0	0.0	0.9980961032528779	0.0
V1	5:Del:R:0	0.010103564020483147	0.04337251620603853	0.0	0.0	0.9465239197734784	0.0
V1	5:Del:R:1	0.062025797156959946	0.9017696374458607	0.0	0.0	0.03620456539717946	0.0
V1	5:Del:R:2	0.25450687571409963	0.7454822375771278	0.0	0.0	1.0886708772510422e-05	0.0
V1	5:Del:R:3	0.11364472521297406	0.8853707850816288	0.0	0.0	0.0009844897053973539	0.0
V1	5:Del:R:4	0.037865713558674616	0.9601408175777024	0.0	0.0	0.0019934688636230463	0.0
V1	5:Del:R:5	0.6113083134186947	0.38549397223847187	0.0	0.0	0.003197714342833321	0.0
V1	2:Ins:R:0	0.003027092247126635	0.002326334849934035	0.0	0.0	0.9946465729029393	0.0
V1	2:Ins:R:1	0.01709348533360155	0.548660711163694	0.0	0.0	0.4342458035027045	0.0
V1	2:Ins:R:2	0.15509398922877726	0.6754146951598714	0.0	0.0	0.16949131561135122	0.0
V1	2:Ins:R:3	0.5697955918601808	0.393361424210135	0.0	0.0	0.03684298392968436	0.0
V1	2:Ins:R:4	0.6104555426596137	0.3858015743908342	0.0	0.0	0.0037428829495522345	0.0
V1	2:Ins:R:5	0.5880819226017017	0.4119180773982984	0.0	0.0	0.0	0.0
V1	3:Ins:R:0	0.0022633410830047132	0.3980358456318634	0.0	0.0	0.5997008132851319	0.0
V1	3:Ins:R:1	0.17809733348230536	0.7988496033911413	0.0	0.0	0.023053063126553378	0.0
V1	3:Ins:R:2	0.18015497590507712	0.7990018978872429	0.0	0.0	0.020843126207680005	0.0
V1	3:Ins:R:3	0.9830725952801089	0.016581258446134953	0.0	0.0	0.00034614627375611275	0.0
V1	3:Ins:R:4	0.40209699203118	0.5971624607354522	0.0	0.0	0.0007405472333677818	0.0
V1	3:Ins:R:5	0.4183512955336397	0.5816487044663602	0.0	0.0	0.0	0.0
V1	4:Ins:R:0	2.113858418606924e-13	0.9989021550995942	0.0	0.0	0.0010978449001943522	0.0
V1	4:Ins:R:1	0.3906891639127925	0.5882070365086625	0.0	0.0	0.021103799578545177	0.0
V1	4:Ins:R:2	0.35975263413670455	0.05412309553990887	0.0	0.0	0.5861242703233864	0.0
V1	4:Ins:R:3	0.17964844059595647	0.14244248216822403	0.0	0.0	0.6779090772358194	0.0
V1	4:Ins:R:4	0.46162885900052486	0.3353128992192546	0.0	0.0	0.2030582417802206	0.0
V1	4:Ins:R:5	0.3105812113720917	0.6334533005769716	0.0	0.0	0.05596548805093671	0.0
V1	5:Ins:R:0	3.112211012452492e-09	3.457832112491491e-09	0.0	0.0	0.9999999934299568	0.0
V1	5:Ins:R:1	0.91940521881801	0.08046627361448562	0.0	0.0	0.0001285075675044296	0.0
V1	5:Ins:R:2	0.9800753395437476	0.01980142278283637	0.0	0.0	0.00012323767341608087	0.0
V1	5:Ins:R:3	0.7226653475302781	0.2772616599857379	0.0	0.0	7.29924839839972e-05	0.0
V1	5:Ins:R:4	0.9923403896165623	0.007585556339867337	0.0	0.0	7.405404357032665e-05	0.0
V1	5:Ins:R:5	0.47994282948601236	0.4311634987673262	0.0	0.0	0.08889367174666149	0.0
V1	2:Del:M:1	0.5587753078489194	0.07624677530531199	0.0	0.0	0.3649779168457685	0.0
V1	3:Del:M:1	0.9937896304721168	0.006168349430516588	0.0	0.0	4.202009736673172e-05	0.0
V1	3:Del:M:2	0.06594448781688675	0.12216564632539721	0.0	0.0	0.811889865857716	0.0
V1	4:Del:M:1	0.28990012637787577	0.4734806757101678	0.0	0.0	0.23661919791195649	0.0
