Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	4	42	227	42	109	73	111	17	0	65	0	50	4	2	0
V2	9	32	3	7	0	1	3	0	20	0	0	0	0	0	4
V3	301	69	16	5	0	1	0	9	6	0	0	6	5	25	1
V4	1	18	0	10	0	63	85	0	89	103	0	0	0	50	0
V5	9	56	3	0	0	20	26	39	34	6	0	12	0	16	19
V6	16	17	156	21	43	0	0	56	23	0	2	34	7	35	0
V7	36	13	55	2	10	1	0	15	38	0	4	0	6	4	7
V8	23	12	84	68	163	3	11	0	0	5	26	24	62	0	0
V9	223	96	167	88	131	1	0	1	6	1	5	0	0	8	3
V10	273	11	46	20	29	1	1	0	1	0	2	4	1	0	12
V11	36	2	6	4	6	14	63	0	14	21	0	8	0	0	0
V12	1	35	1	6	2	10	37	0	0	21	6	1	0	0	0
V13	4	24	4	5	2	16	13	44	15	0	2	3	2	0	4
V14	4	25	0	0	0	15	8	0	1	21	0	0	7	0	0
V15	3	87	83	5	39	0	1	14	46	1	0	3	0	9	0
V16	40	0	1	1	2	6	17	1	2	15	0	1	0	0	0
V17	38	58	34	6	16	4	0	2	0	0	17	1	9	0	12
V18	41	0	1	12	0	1	2	11	15	0	8	4	1	37	0
V19	68	31	74	21	62	4	5	5	9	0	0	8	15	0	0
V20	5	15	23	25	0	35	22	116	92	11	0	26	0	95	0
V21	25	137	2	10	1	207	115	11	6	10	4	2	15	0	0
V22	3	2	6	1	12	91	42	0	0	26	0	0	5	6	0
V23	4	17	0	70	0	9	6	27	30	7	59	22	29	22	0
V24	3	21	53	5	14	7	14	9	57	0	6	21	0	0	1
V25	0	0	19	0	10	27	21	3	3	5	0	0	0	1	0
V26	74	12	30	2	6	33	31	7	2	14	4	0	15	0	5
V27	3	0	0	1	1	47	63	1	0	68	0	0	0	0	0
V28	0	10	27	27	27	6	3	0	3	12	7	0	3	0	0
V29	0	22	0	8	1	182	77	1	0	29	2	2	0	0	0
V30	20	83	0	72	0	44	46	1	4	32	47	2	29	6	0
V31	41	4	12	19	18	4	2	0	0	3	9	28	2	0	46
V32	5	1	8	84	10	6	11	0	0	12	39	2	19	0	0
V33	0	13	262	2	192	47	49	53	12	32	0	7	5	17	0
V34	6	13	1	7	92	67	9	6	0	37	0	0	0	7	0
V35	13	10	9	25	3	27	31	4	10	33	0	7	0	0	0
V36	1	3	6	3	17	97	101	0	0	0	10	9	1	0	1
V37	73	0	34	15	19	8	20	19	47	10	9	0	0	0	9
V38	108	10	9	95	15	2	1	22	0	0	56	0	6	17	0
V39	5	58	18	4	16	4	2	0	0	2	15	0	7	0	0
V40	3	66	10	2	2	27	25	21	8	15	9	0	0	2	0
V41	22	7	2	21	1	10	17	26	2	13	0	3	38	0	0
V42	107	13	8	43	0	10	17	35	80	0	4	9	0	14	6
V43	57	65	91	25	32	6	7	52	0	12	78	27	10	38	13
V44	37	61	18	40	0	23	36	43	49	5	1	28	47	0	0
V45	13	10	4	0	8	9	14	0	4	6	0	0	0	11	6
V46	0	36	27	0	46	0	0	0	0	3	19	0	1	0	1
V47	92	27	31	26	23	15	21	21	54	0	0	14	25	20	27
V48	0	0	2	76	0	15	10	5	10	0	40	17	18	0	0
V49	514	28	18	6	23	15	2	70	0	2	0	5	11	43	0
V50	67	0	0	1	1	0	0	3	3	0	0	0	1	0	8
V51	23	70	51	0	15	2	0	6	4	0	0	2	7	5	6
V52	8	3	22	20	13	37	17	81	20	14	0	0	0	14	0
V53	139	0	1	0	6	23	13	3	9	26	0	3	0	0	20
V54	11	131	11	0	4	74	43	5	0	104	0	0	0	0	0
V55	245	0	2	125	12	5	1	0	0	2	0	22	22	0	0
V56	9	195	3	2	4	14	5	0	3	18	0	0	7	2	3
V57	33	44	83	25	25	7	0	32	29	14	9	8	20	0	0
V58	50	84	0	3	1	30	42	1	0	62	11	0	0	0	0
V59	7	0	51	4	70	8	6	25	51	34	0	8	1	6	0
V60	56	3	14	4	12	94	48	18	11	65	0	0	0	0	0
V61	0	50	19	27	4	1	4	89	30	3	10	17	6	0	9
V62	81	45	20	4	21	13	2	16	11	4	6	6	8	0	24
V63	46	47	5	37	23	7	3	6	4	1	29	0	0	8	7
V64	82	0	92	1	24	1	5	2	0	0	0	0	5	5	7
V65	0	364	13	7	5	0	2	0	0	3	13	0	8	2	13
V66	6	179	0	23	3	0	1	12	35	0	23	1	26	4	0
V67	4	141	0	88	1	0	1	5	13	0	28	0	13	0	0
V68	35	1	9	4	9	8	34	0	0	67	0	0	0	0	0
V69	66	52	35	71	31	0	0	0	0	7	40	47	44	1	0
V70	50	126	1	2	2	0	0	0	0	7	20	2	7	1	25
V71	7	3	26	59	36	4	2	25	62	8	41	64	7	53	0
V72	133	0	1	0	2	9	8	7	11	23	0	2	0	0	17
V73	20	83	19	8	12	34	25	0	0	39	0	1	0	0	0
V74	38	8	1	49	17	4	3	0	3	1	44	48	11	1	0
V75	85	61	13	0	3	1	1	35	13	0	4	0	0	7	22
V76	45	6	70	3	69	1	0	0	0	0	7	3	0	0	0
V77	58	0	1	30	4	4	8	11	13	9	12	11	5	1	8
V78	13	21	12	3	13	0	0	0	0	0	2	5	0	0	0
V79	41	44	56	40	96	1	0	1	2	0	0	102	0	0	0
V80	3	24	2	34	5	5	2	0	2	7	4	2	8	0	0
V81	88	3	7	1	6	17	9	53	66	25	0	0	0	0	0
V82	7	4	17	7	12	3	0	10	3	0	0	2	2	3	0
V83	40	4	1	0	5	25	23	14	1	15	0	6	0	0	0
V84	59	2	77	1	10	11	44	37	20	18	0	0	16	15	4
V85	265	32	31	13	13	9	8	4	5	0	16	3	8	2	25
V86	65	192	4	72	7	22	24	54	32	8	14	21	27	29	6
V87	91	165	81	11	40	0	2	0	0	10	8	0	2	0	28
V88	5	29	24	22	46	73	42	0	43	60	0	0	1	0	0
V89	25	0	0	21	0	19	14	0	4	0	31	20	6	8	0
V90	43	3	135	28	43	2	9	6	26	0	12	15	5	13	0
V91	20	7	37	0	39	0	0	3	10	0	1	9	0	0	0
V92	149	0	44	29	21	10	6	10	5	2	0	8	3	30	4
V93	1	0	118	64	25	11	6	4	29	10	37	44	21	0	0
V94	75	17	10	0	25	2	0	1	0	2	1	0	8	0	14
