Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	15	13	0	9	129	71	2	0	0	3	26	0	0	1	0
V2	1	1	11	7	1	0	3	9	18	5	2	11	1	0	0
V3	7	0	11	48	0	6	7	3	8	13	4	8	11	8	0
V4	43	1	29	10	7	5	177	53	18	4	8	0	5	0	9
V5	0	116	29	54	1	0	0	0	62	0	14	3	8	0	62
V6	24	0	28	23	37	105	0	4	0	0	11	0	1	0	0
V7	98	0	0	7	117	126	13	55	0	39	0	0	8	2	0
V8	105	0	12	13	11	6	0	2	6	4	0	31	6	0	0
V9	33	63	3	27	6	0	12	30	0	26	12	0	7	6	0
V10	21	42	145	148	269	101	21	0	0	37	67	0	24	13	0
V11	169	21	0	0	0	23	8	8	0	8	1	0	6	2	2
V12	153	6	66	9	0	1	15	10	11	13	26	20	8	6	22
V13	79	13	0	3	5	3	0	3	0	15	0	14	2	1	7
V14	7	12	2	12	0	0	3	24	0	0	0	0	28	11	36
V15	2	70	30	0	23	2	1	0	0	0	1	0	0	1	0
V16	0	12	3	1	13	4	65	47	0	35	0	0	6	3	12
V17	0	7	103	7	9	5	2	0	0	0	43	0	0	0	0
V18	39	0	16	19	9	12	1	0	25	11	42	0	2	5	3
V19	111	0	2	43	1	0	0	1	18	0	0	0	9	13	2
V20	164	37	21	18	0	0	28	40	18	17	19	4	38	26	0
V21	0	37	34	33	13	13	18	3	33	13	0	12	16	13	0
V22	0	307	28	23	7	7	26	82	53	17	0	0	1	9	0
V23	4	86	34	47	57	47	38	26	7	7	15	0	0	8	85
V24	0	66	0	46	8	8	119	42	8	93	0	0	23	14	0
V25	6	4	0	14	9	2	86	79	0	32	0	0	16	0	0
V26	0	79	0	3	4	7	10	3	0	6	26	15	8	20	0
V27	5	9	57	9	19	24	93	49	6	31	49	0	0	0	0
V28	27	0	27	20	27	96	6	15	25	13	0	0	8	11	0
V29	124	0	0	0	0	0	0	0	0	0	0	21	1	0	1
V30	94	4	8	7	11	20	0	0	5	0	0	4	8	0	0
V31	17	0	2	20	0	1	7	0	46	0	15	0	19	20	5
V32	20	15	29	8	7	6	11	0	0	2	34	0	4	8	0
V33	20	1	17	0	3	1	7	26	0	2	6	2	0	1	0
V34	1	116	56	20	35	81	2	0	41	0	5	0	6	22	7
V35	99	4	2	12	60	53	2	44	0	0	2	49	0	2	0
V36	53	31	0	31	3	10	127	125	18	41	0	57	62	11	0
V37	22	90	40	8	2	8	9	0	79	3	0	17	1	0	0
V38	35	0	10	20	25	52	0	11	0	0	0	32	1	4	0
V39	1	22	66	16	11	22	19	19	7	11	5	0	33	12	21
V40	291	1	16	8	19	56	29	36	21	8	0	174	21	10	29
V41	7	3	0	10	0	7	8	8	21	12	0	0	12	8	2
V42	140	30	86	1	21	15	0	2	0	0	142	0	4	7	12
V43	8	0	3	40	6	4	173	130	34	72	0	0	15	1	71
V44	4	85	18	7	6	0	6	17	16	0	0	10	0	2	10
V45	58	24	0	11	29	18	61	56	0	120	6	0	13	2	0
V46	0	0	0	133	133	66	0	0	152	0	0	0	20	0	0
V47	102	0	12	0	23	17	0	0	0	0	2	2	0	0	1
V48	0	3	0	36	0	0	18	0	105	26	0	10	20	0	0
V49	42	6	34	2	20	6	10	1	3	19	23	0	0	0	14
V50	10	0	146	160	1	1	0	0	79	0	28	0	0	11	128
V51	1	238	6	32	83	38	3	0	0	4	0	0	3	0	0
V52	3	129	51	4	4	4	3	0	5	0	4	0	1	6	0
V53	5	55	110	0	3	47	3	18	0	14	87	0	0	7	0
V54	4	172	0	42	62	96	9	18	0	0	1	0	2	6	18
V55	41	103	9	0	0	0	0	0	0	1	7	19	0	21	0
V56	7	0	5	13	61	18	19	11	4	11	0	0	4	2	0
V57	9	0	29	7	4	4	21	3	18	25	14	5	1	0	0
V58	6	18	5	16	18	9	3	0	2	1	0	0	3	5	0
V59	92	142	41	35	8	13	0	0	40	0	33	106	0	19	0
V60	5	6	18	30	9	0	0	0	35	0	0	0	1	9	11
V61	367	53	0	7	2	8	0	0	23	0	0	49	0	11	0
V62	3	26	188	1	8	10	35	13	0	16	54	0	6	3	0
V63	4	53	1	11	16	48	1	0	9	1	0	0	0	7	3
V64	0	2	4	3	0	3	0	0	5	0	0	0	3	1	3
V65	0	45	67	21	33	19	0	0	0	0	27	0	0	4	0
V66	27	16	19	17	3	3	0	0	40	0	0	32	32	50	0
V67	10	28	34	11	3	12	74	0	7	33	18	13	11	10	2
V68	309	198	17	34	24	55	139	54	0	47	0	110	0	54	10
V69	73	0	27	17	44	16	62	48	0	27	0	15	0	2	0
V70	7	20	0	0	29	7	22	11	0	22	0	20	8	2	0
V71	1	4	3	21	3	16	2	3	0	12	0	3	3	1	0
V72	183	2	1	16	4	3	0	0	19	0	0	83	12	0	1
V73	27	12	0	1	0	0	0	0	0	0	0	1	2	0	2
V74	37	0	19	91	115	25	13	5	11	0	0	0	8	2	0
V75	112	3	12	4	8	21	19	120	0	24	0	0	0	1	0
V76	37	1	105	7	0	0	48	8	0	105	28	0	7	0	0
V77	1	74	0	1	3	1	0	16	0	0	2	0	1	16	31
