Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	1.75E+00	8.03E-01	2.40E+00	9.34E-01	2.08E+00	7.02E-01
V2	1.50E+00	2.79E+00	1.03E+00	9.19E-01	2.54E+00	1.57E+00
V3	2.69E+00	1.75E+00	8.44E-01	1.00E+00	1.56E+00	1.93E+00
V4	3.92E+00	3.29E+00	3.96E-01	4.00E-01	8.06E-01	2.01E+00
V5	1.59E+00	9.98E-01	9.92E-01	1.85E+00	3.18E+00	1.98E+00
V6	8.54E-01	5.00E-01	1.00E-01	1.85E+00	1.92E+00	1.23E+00
V7	6.36E-01	0.00E+00	1.49E+00	6.84E-01	5.39E-01	1.65E+00
V8	2.29E+00	1.49E+00	9.09E-01	1.21E+00	9.94E-01	3.02E+00
V9	6.67E-01	7.63E-01	1.91E+00	8.14E-01	7.86E-01	1.33E+00
V10	2.69E-01	2.24E+00	0.00E+00	3.16E+00	3.05E+00	0.00E+00
V11	1.72E+00	1.32E+00	1.46E+00	2.33E+00	0.00E+00	8.79E-01
V12	1.82E+00	8.67E-01	2.31E+00	1.05E+00	9.34E-01	2.05E+00
V13	2.23E+00	1.21E+00	2.38E+00	8.33E-01	7.92E-01	2.03E+00
V14	6.20E+00	1.81E+00	1.28E+00	4.78E+00	5.33E-01	5.00E+00
V15	2.13E-01	1.56E+00	1.10E+00	0.00E+00	3.14E-01	1.23E+00
V16	3.24E+00	2.29E+00	4.03E+00	2.86E+00	3.04E+00	6.40E-01
V17	7.79E+00	1.19E+00	7.22E-01	7.33E-01	1.17E+00	8.04E+00
V18	4.44E+00	1.89E+00	1.30E+00	4.96E+00	1.43E+00	1.31E+00
V19	9.89E-01	2.32E+00	2.05E+00	2.00E+00	4.99E-01	5.81E-01
V20	3.70E+00	4.02E+00	9.92E-01	2.12E+00	1.05E+00	4.16E-01
V21	3.51E+00	2.18E+00	7.46E-01	2.80E+00	3.25E+00	2.48E+00
V22	2.87E+00	3.04E+00	1.20E+00	1.78E+00	2.12E+00	0.00E+00
V23	2.07E+00	6.29E-01	1.31E+00	7.18E-01	5.21E-01	1.39E+00
V24	6.67E+00	2.86E+00	4.71E-01	4.21E+00	1.07E+00	6.37E+00
V25	1.55E+00	1.67E+00	2.16E+00	3.00E-01	1.79E+00	1.20E+00
V26	3.23E+00	2.91E+00	0.00E+00	2.32E+00	2.75E+00	4.51E+00
V27	1.80E+00	2.56E+00	1.57E+00	0.00E+00	1.75E+00	4.77E-01
V28	2.34E+00	1.44E+00	1.56E+00	4.51E+00	3.99E+00	1.96E+00
V29	3.16E+00	4.00E-01	0.00E+00	4.90E+00	4.84E+00	1.58E+00
V30	2.20E+00	2.40E+00	7.33E-01	1.33E+00	8.03E-01	3.16E+00
V31	1.20E+01	1.71E+00	1.46E+00	1.72E+00	4.14E+00	9.45E+00
V32	1.53E+00	2.20E+00	7.92E-01	8.33E-01	6.46E-01	0.00E+00
V33	2.37E+00	3.24E+00	2.11E+00	6.90E-01	0.00E+00	6.51E-01
V34	2.21E-01	5.93E-01	2.98E-01	2.18E+00	2.45E+00	0.00E+00
V35	1.00E-01	2.31E+00	1.29E+00	2.76E+00	2.77E+00	1.59E+00
V36	1.57E+00	3.47E+00	1.76E+00	3.73E+00	9.21E-01	0.00E+00
V37	1.41E+00	9.20E-01	1.65E+00	2.87E+00	0.00E+00	2.66E+00
V38	1.09E+00	1.27E+00	0.00E+00	2.34E+00	9.21E-01	2.48E+00
V39	8.59E-01	3.03E+00	2.76E+00	2.58E+00	0.00E+00	4.77E-01
V40	2.74E+00	0.00E+00	2.04E+00	1.68E+00	1.75E+00	1.31E+00
V41	3.59E+00	4.47E-01	3.19E+00	4.00E+00	4.29E+00	5.26E-01
V42	4.24E+00	1.00E-01	9.80E-01	3.07E+00	1.98E+00	4.80E+00
