Kest,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,kl_counts,overd,J,case
9,0.7,0.7777777777777778,0.011708492114673891,0.010291221886130356,0.010999857000402125,29.656949120483066,66.90686848062208,48.28190880055257,NA,2.4949297515126574,2.760235953284654,836.9150157148935,0.15,20,compressive
9,0.9,1,0.004962158585442775,0.0159526138022424,0.010457386193842587,6.850535364396693,62.722952867325546,34.78674411586112,NA,2.0852430497365173,2.6615798027684723,783.4035331856675,0.15,20,compressive
10,0.9,0.9,0.004982341967301282,0.012181034470863848,0.008581688219082565,14.12081669917136,51.2068129548313,32.66381482700133,0.9731366887859708,2.502561966197408,2.897506179479113,737.3093240678796,0.15,20,compressive
10,1,1,0.0050453040786834205,0.011059614147138973,0.008052459112911197,8.834843971591503,62.61247945611713,35.72366171385431,0.9752109971640172,2.5615464291350083,2.4730035478501713,728.0447832165642,0.15,20,compressive
8,0.8,1,0.008130706717195492,0.01527720896402601,0.011703957840610752,20.785627933946685,61.887555737991946,41.336591835969315,NA,2.33443109136253,2.742749105734068,943.369254755408,0.15,20,compressive
10,1,1,0.005947192487185007,0.013939497560734324,0.009943345023959665,14.400190696286588,59.86131402144693,37.13075235886676,0.9690847917696226,2.407761777380249,2.690855577786152,712.8780392584505,0.15,20,compressive
9,0.7,0.7777777777777778,0.008820102357155532,0.012825365911690924,0.010822734134423228,35.394866217819605,57.81176720886918,46.60331671334439,NA,2.483024308349625,2.833284862214808,798.8307268859515,0.15,20,compressive
9,0.9,1,0.008706021024795186,0.013947168209642513,0.01132659461721885,23.90773082550082,58.73314849306041,41.320439659280616,NA,2.3831818274314482,2.6788127054017523,792.6882004544386,0.15,20,compressive
10,0.9,0.9,0.005322043472901687,0.011509952421527801,0.008415997947214744,9.343189739053056,62.01024344879624,35.676716593924645,0.9697951426225926,2.3350025153255203,2.7304067524424283,735.8919541039807,0.15,20,compressive
10,1,1,0.004797448788807864,0.012208904747365506,0.008503176768086686,9.628475852492336,53.51885440654809,31.57366512952021,0.9746997704380987,2.628228556510798,2.7302959596061944,751.9208333455421,0.15,20,compressive
9,0.9,1,0.004732808608451636,0.013587990939726582,0.009160399774089108,8.641044796132162,64.59300954372638,36.61702716992927,NA,2.273494596609736,2.7786849824185116,874.615980541646,0.15,20,compressive
8,0.8,1,0.00789243866118173,0.012758778121351297,0.010325608391266514,14.232032415404566,50.0221819112085,32.12710716330653,NA,2.145557460330081,2.7152842357698814,883.8523236631542,0.15,20,compressive
9,0.9,1,0.008550619560223708,0.011370800864648199,0.009960710212435954,36.013077592500856,46.669347758856134,41.34121267567849,NA,2.6911390998612066,3.31076974110059,870.781320379782,0.15,20,compressive
9,0.7,0.7777777777777778,0.010724160962149674,0.007721890558017273,0.009223025760083475,24.773542403003106,50.758053543531176,37.76579797326714,NA,2.380691738966382,2.728018978569301,861.0461591173201,0.15,20,compressive
9,0.6,0.6666666666666666,0.010686935050593583,0.010404607727593608,0.010545771389093597,19.077852885593686,61.06975352082476,40.07380320320922,NA,2.411635060060326,2.994444250360691,914.207312487086,0.15,20,compressive
9,0.8,0.8888888888888888,0.008582791823675912,0.014097627987758933,0.011340209905717422,10.103602765147018,39.6295705527784,24.866586658962706,NA,2.245203486679121,2.623074493502125,870.9314979544454,0.15,20,compressive
9,0.8,0.8888888888888888,0.010032508680477288,0.008819831333086722,0.009426170006782005,21.587248954759243,55.61882281462998,38.60303588469461,NA,2.36793251337346,2.6083850498235233,843.0941962340546,0.15,20,compressive
10,0.9,0.9,0.006205192368746058,0.012263920149593797,0.009234556259169927,10.953261577436763,53.5766788028132,32.264970190124984,0.9637167538474973,2.359018699720128,2.473385752231398,783.3804750160132,0.15,20,compressive
9,0.9,1,0.0057884140416824235,0.01083499496269934,0.008311704502190882,6.128825865034251,52.19658314784631,29.16270450644028,NA,2.3618636660044987,2.59378185114658,902.4340761894413,0.15,20,compressive
10,1,1,0.005760513382562412,0.01354465821826482,0.009652585800413616,3.7633616737953344,60.26333707374608,32.01334937377071,0.9678589640350695,2.3079964848744465,2.6137681205246786,786.6970436656794,0.15,20,compressive
