Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	37	0	8	25	0	5	1	3	17
V2	0	2	0	10	4	42	55	0	0
V3	25	187	10	7	85	0	5	0	29
V4	9	3	35	3	0	1	0	0	11
V5	0	11	0	20	88	0	31	66	37
V6	0	20	0	0	72	0	0	78	14
V7	11	3	27	0	9	42	24	23	0
V8	30	0	6	44	180	63	13	37	0
V9	0	31	16	24	24	10	82	3	0
V10	17	29	29	14	0	0	4	5	4
V11	1	5	7	2	23	9	5	53	0
V12	21	7	15	104	0	4	23	0	0
V13	0	32	88	1	56	37	0	21	1
V14	37	13	48	8	0	2	0	5	7
V15	35	18	2	0	27	12	9	8	3
V16	0	36	21	1	11	12	4	0	4
V17	201	46	1	30	61	0	0	60	0
V18	5	0	0	8	0	31	11	0	0
V19	233	13	0	24	3	0	18	35	2
V20	11	25	31	3	15	0	23	39	0
V21	7	145	79	87	0	0	0	0	64
V22	173	26	231	0	67	0	42	0	97
V23	0	177	1	4	29	0	3	5	33
V24	0	119	284	34	0	5	15	13	0
V25	228	0	0	10	190	0	40	128	18
V26	55	5	67	189	49	11	0	4	0
V27	34	46	116	0	162	0	0	0	49
V28	13	378	0	0	93	10	14	0	81
V29	145	10	30	16	21	0	9	0	0
V30	7	59	146	2	74	306	60	0	0
V31	0	171	178	0	103	0	1	109	135
V32	39	18	63	3	4	2	2	9	0
V33	4	0	26	81	0	12	15	10	15
V34	98	96	0	79	14	35	21	0	63
V35	8	9	36	17	67	6	9	15	0
V36	43	13	0	7	14	3	0	5	0
V37	14	34	0	2	1	0	5	0	0
V38	13	0	10	426	16	0	3	19	0
V39	397	66	0	54	4	0	27	49	159
V40	3	6	9	112	0	163	34	0	0
V41	77	24	0	0	3	8	0	0	0
V42	10	101	62	0	113	75	3	122	0
V43	104	0	0	2	4	0	3	0	12
V44	83	0	9	12	40	12	0	15	0
V45	6	91	0	187	1	21	141	0	0
V46	49	6	7	133	11	0	9	0	8
V47	54	49	1	57	1	21	1	0	1
V48	59	168	13	1	57	19	21	0	57
V49	20	27	49	20	56	9	2	4	0
V50	21	24	30	0	80	2	2	37	22
V51	0	24	3	80	21	29	0	2	0
V52	88	30	3	62	70	0	0	0	0
V53	18	46	3	32	42	0	0	29	6
V54	6	90	107	8	0	7	0	22	39
V55	6	0	6	3	7	0	1	1	11
V56	0	54	0	225	25	0	71	26	16
V57	56	41	2	4	2	0	2	0	17
V58	21	62	19	79	0	52	36	5	25
V59	11	58	14	38	53	8	0	0	0
V60	71	5	40	14	31	89	68	67	0
V61	48	40	11	46	10	101	17	45	0
V62	0	272	30	33	6	52	20	29	19
V63	5	14	12	10	0	0	0	0	16
V64	63	58	0	3	0	76	27	0	0
V65	0	96	35	1	2	43	7	0	4
V66	57	7	97	3	44	12	113	0	22
V67	0	40	0	161	72	34	35	0	0
V68	0	24	0	21	103	0	8	53	49
V69	140	39	34	5	29	9	29	48	0
V70	0	8	0	1	5	0	2	4	10
V71	210	19	166	13	32	25	25	30	0
V72	12	61	0	20	0	60	44	0	0
V73	0	124	18	43	37	18	82	3	11
V74	248	116	8	9	48	4	26	0	22
V75	86	161	114	3	108	14	2	41	0
V76	0	0	0	1	0	27	5	0	0
V77	10	0	49	13	56	0	0	10	67
V78	72	22	0	42	4	0	0	10	5
V79	5	101	7	1	0	10	7	4	0
V80	0	15	258	7	39	0	0	25	8
V81	10	26	38	112	0	0	0	1	20
V82	219	26	98	4	5	1	0	0	0
V83	86	5	417	0	0	12	123	18	0
V84	9	55	16	3	11	4	73	0	0
V85	36	44	8	25	1	0	24	12	0
V86	0	0	21	5	0	4	0	16	12
V87	5	2	16	29	0	0	5	12	8
V88	20	0	6	18	0	14	14	14	7
V89	7	20	37	1	20	0	18	0	42
V90	266	0	3	13	23	8	3	11	0
V91	125	59	7	210	0	16	2	0	0
V92	14	145	20	12	10	0	0	2	0
V93	0	28	18	12	29	2	13	0	1
V94	42	77	51	106	26	5	0	1	0
V95	7	59	1	3	4	18	2	0	6
V96	16	9	23	175	0	32	8	0	8
V97	251	0	25	0	10	28	14	9	0
V98	14	38	3	45	1	6	3	0	0
V99	17	288	116	0	0	0	0	19	57
V100	437	24	7	0	15	24	44	0	0
