Samples	ID83A	ID83B	ID83C
V1	131	37	56
V2	22	225	70
V3	33	122	189
V4	37	209	25
V5	122	58	16
V6	151	231	413
V7	110	163	47
V8	193	95	2
V9	186	67	11
V10	297	13	200
V11	182	136	227
V12	53	135	7
V13	0	625	59
V14	95	105	73
V15	243	230	227
V16	166	278	128
V17	47	0	234
V18	129	0	44
V19	15	19	18
V20	31	0	16
V21	267	236	11
V22	392	68	204
V23	43	191	64
V24	148	83	238
V25	278	406	113
V26	66	0	110
V27	20	0	310
V28	191	18	2
V29	0	61	226
V30	0	531	0
V31	48	11	248
V32	324	158	33
V33	146	281	5
V34	247	0	37
V35	161	329	15
V36	35	74	62
V37	92	2	48
V38	411	73	23
V39	50	111	69
V40	56	218	341
V41	287	8	6
V42	373	355	79
V43	0	0	113
V44	190	0	0
V45	15	0	160
V46	352	0	27
V47	237	0	11
V48	33	97	261
V49	0	0	538
V50	70	281	0
V51	15	0	198
V52	153	148	148
V53	112	48	244
V54	62	114	69
V55	121	0	79
V56	13	86	6
V57	119	0	602
V58	69	88	21
V59	161	123	68
V60	220	156	143
V61	71	165	0
V62	213	0	87
V63	154	55	11
V64	247	177	0
V65	58	109	1
V66	360	116	0
V67	221	133	0
V68	72	203	0
V69	302	218	127
V70	224	286	34
V71	64	46	23
V72	26	0	318
V73	5	53	91
V74	23	396	25
V75	365	0	0
V76	66	0	23
V77	114	0	79
V78	359	0	0
V79	349	0	173
V80	10	211	17
V81	0	257	22
V82	23	6	48
V83	0	143	75
V84	183	174	26
V85	156	102	0
V86	118	238	51
V87	237	8	0
V88	80	324	25
V89	139	12	82
V90	69	1	232
V91	40	43	76
V92	75	171	3
V93	0	0	671
V94	75	0	7
V95	108	155	53
V96	55	29	15
V97	92	19	29
V98	494	123	39
V99	389	157	78
V100	39	1	53
